study_id,author,year,verify_status,candidate_doi,oa_doi_returned,oa_title_returned,oa_author_returned,apa_title,search_openalex_web,search_openalex_api,search_scholar,correct_doi,decision,notes
S159,Fernández-Olmos & Díez-Vial,2015,not_found,,,,,,"https://openalex.org/works?filter=default.search:fern%C3%A1ndez-olmos,publication_year:2015",https://api.openalex.org/works?search=fern%C3%A1ndez-olmos&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=fern%C3%A1ndez-olmos+2015,,,
S161,"Contractor, Kumar & Kundu",2007,not_found,,,,,,"https://openalex.org/works?filter=default.search:contractor,publication_year:2007",https://api.openalex.org/works?search=contractor&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=contractor+2007,,,
S163,Ogasavara & Hoshino,2007,not_found,,,,,,"https://openalex.org/works?filter=default.search:ogasavara,publication_year:2007",https://api.openalex.org/works?search=ogasavara&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=ogasavara+2007,,,
S164,"Gao, Murray, Kotabe & Lu",2010,not_found,,,,,,"https://openalex.org/works?filter=default.search:gao,publication_year:2010",https://api.openalex.org/works?search=gao&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=gao+2010,,,
S165,Doukas & Kan,2006,not_found,,,,,,"https://openalex.org/works?filter=default.search:doukas,publication_year:2006",https://api.openalex.org/works?search=doukas&filter=publication_year:2006&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=doukas+2006,,,
S166,Castellacci,2015,not_found,,,,,,"https://openalex.org/works?filter=default.search:castellacci,publication_year:2015",https://api.openalex.org/works?search=castellacci&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=castellacci+2015,,,
S167,Reuber & Fischer,1997,not_found,,,,,,"https://openalex.org/works?filter=default.search:reuber,publication_year:1997",https://api.openalex.org/works?search=reuber&filter=publication_year:1997&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=reuber+1997,,,
S170,Shan & Song,1997,not_found,,,,,,"https://openalex.org/works?filter=default.search:shan,publication_year:1997",https://api.openalex.org/works?search=shan&filter=publication_year:1997&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=shan+1997,,,
S171,"Buckley, Dunning & Pearce",1978,not_found,,,,,,"https://openalex.org/works?filter=default.search:buckley,publication_year:1978",https://api.openalex.org/works?search=buckley&filter=publication_year:1978&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=buckley+1978,,,
S172,"Oesterle, Richta & Fisch",2013,not_found,,,,,,"https://openalex.org/works?filter=default.search:oesterle,publication_year:2013",https://api.openalex.org/works?search=oesterle&filter=publication_year:2013&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=oesterle+2013,,,
S174,"Ogasavara, Hoshino & Alberton",2016,not_found,,,,,,"https://openalex.org/works?filter=default.search:ogasavara,publication_year:2016",https://api.openalex.org/works?search=ogasavara&filter=publication_year:2016&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=ogasavara+2016,,,
S177,Lee & Yoon,2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:lee,publication_year:2022",https://api.openalex.org/works?search=lee&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=lee+2022,,,
S178,Lin & Liu,2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:lin,publication_year:2022",https://api.openalex.org/works?search=lin&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=lin+2022,,,
S179,"Chen, Zhang & Li",2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:chen,publication_year:2022",https://api.openalex.org/works?search=chen&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chen+2022,,,
S182,Vo & Nguyen,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:vo,publication_year:2021",https://api.openalex.org/works?search=vo&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=vo+2021,,,
S183,Kim & Kim,2023,not_found,,,,,,"https://openalex.org/works?filter=default.search:kim,publication_year:2023",https://api.openalex.org/works?search=kim&filter=publication_year:2023&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=kim+2023,,,
S186,"Torres, Kunc & O'Shannassy",2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:torres,publication_year:2022",https://api.openalex.org/works?search=torres&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=torres+2022,,,
S187,Cho & Lee,2023,not_found,,,,,,"https://openalex.org/works?filter=default.search:cho,publication_year:2023",https://api.openalex.org/works?search=cho&filter=publication_year:2023&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=cho+2023,,,
S188,Do & Phan,2025,not_found,,,,,,"https://openalex.org/works?filter=default.search:do,publication_year:2025",https://api.openalex.org/works?search=do&filter=publication_year:2025&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=do+2025,,,
S192,Tu & Huynh,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:tu,publication_year:2021",https://api.openalex.org/works?search=tu&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tu+2021,,,
S193,García-Sánchez & Rama,2024,not_found,,,,,,"https://openalex.org/works?filter=default.search:garc%C3%ADa-s%C3%A1nchez,publication_year:2024",https://api.openalex.org/works?search=garc%C3%ADa-s%C3%A1nchez&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=garc%C3%ADa-s%C3%A1nchez+2024,,,
S194,Godbole,2024,not_found,,,,,,"https://openalex.org/works?filter=default.search:godbole,publication_year:2024",https://api.openalex.org/works?search=godbole&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=godbole+2024,,,
S195,Barłożewski & Trąpczyński (2021a),2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:bar%C5%82o%C5%BCewski,publication_year:2021",https://api.openalex.org/works?search=bar%C5%82o%C5%BCewski&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=bar%C5%82o%C5%BCewski+2021,,,
S196,Barłożewski & Trąpczyński (2021b),2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:bar%C5%82o%C5%BCewski,publication_year:2021",https://api.openalex.org/works?search=bar%C5%82o%C5%BCewski&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=bar%C5%82o%C5%BCewski+2021,,,
S198,Cao et al.,2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:cao,publication_year:2022",https://api.openalex.org/works?search=cao&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=cao+2022,,,
S199,Carr et al.,2010,not_found,,,,,,"https://openalex.org/works?filter=default.search:carr,publication_year:2010",https://api.openalex.org/works?search=carr&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=carr+2010,,,
S203,Debicki et al.,2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:debicki,publication_year:2020",https://api.openalex.org/works?search=debicki&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=debicki+2020,,,
S204,Dikova & Veselova,2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:dikova,publication_year:2020",https://api.openalex.org/works?search=dikova&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=dikova+2020,,,
S206,Espinosa-Méndez & Jara,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:espinosa-m%C3%A9ndez,publication_year:2021",https://api.openalex.org/works?search=espinosa-m%C3%A9ndez&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=espinosa-m%C3%A9ndez+2021,,,
S207,Fu,2024,not_found,,,,,,"https://openalex.org/works?filter=default.search:fu,publication_year:2024",https://api.openalex.org/works?search=fu&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=fu+2024,,,
S210,Manotas & Gonzalez-Perez,2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:manotas,publication_year:2020",https://api.openalex.org/works?search=manotas&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=manotas+2020,,,
S211,Olmos & Díez-Vial,2015,not_found,,,,,,"https://openalex.org/works?filter=default.search:olmos,publication_year:2015",https://api.openalex.org/works?search=olmos&filter=publication_year:2015&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=olmos+2015,,,
S212,"Phan, Tran & Lu",2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:phan,publication_year:2020",https://api.openalex.org/works?search=phan&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=phan+2020,,,
S214,Purkayastha et al.,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:purkayastha,publication_year:2021",https://api.openalex.org/works?search=purkayastha&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=purkayastha+2021,,,
S215,Rienda & Andreu,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:rienda,publication_year:2021",https://api.openalex.org/works?search=rienda&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=rienda+2021,,,
S216,Schmuck et al. (2022a),2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:schmuck,publication_year:2022",https://api.openalex.org/works?search=schmuck&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=schmuck+2022,,,
S219,Tongurai & Vithessonthi,2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:tongurai,publication_year:2022",https://api.openalex.org/works?search=tongurai&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tongurai+2022,,,
S221,Vithessonthi & Racela,2016,not_found,,,,,,"https://openalex.org/works?filter=default.search:vithessonthi,publication_year:2016",https://api.openalex.org/works?search=vithessonthi&filter=publication_year:2016&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=vithessonthi+2016,,,
S226,Zeng et al.,2009,not_found,,,,,,"https://openalex.org/works?filter=default.search:zeng,publication_year:2009",https://api.openalex.org/works?search=zeng&filter=publication_year:2009&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=zeng+2009,,,
S230,Bhandari et al.,2023,not_found,,,,,,"https://openalex.org/works?filter=default.search:bhandari,publication_year:2023",https://api.openalex.org/works?search=bhandari&filter=publication_year:2023&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=bhandari+2023,,,
S231,Hosseini et al.,2018,not_found,,,,,,"https://openalex.org/works?filter=default.search:hosseini,publication_year:2018",https://api.openalex.org/works?search=hosseini&filter=publication_year:2018&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=hosseini+2018,,,
S233,Kayaci,2022,not_found,,,,,,"https://openalex.org/works?filter=default.search:kayaci,publication_year:2022",https://api.openalex.org/works?search=kayaci&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=kayaci+2022,,,
S234,Yip et al.,2000,not_found,,,,,,"https://openalex.org/works?filter=default.search:yip,publication_year:2000",https://api.openalex.org/works?search=yip&filter=publication_year:2000&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=yip+2000,,,
S235,Freixanet & Rialp,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:freixanet,publication_year:2021",https://api.openalex.org/works?search=freixanet&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=freixanet+2021,,,
S236,Barłożewski & Trąpczyński (2021a),2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:bar%C5%82o%C5%BCewski,publication_year:2021",https://api.openalex.org/works?search=bar%C5%82o%C5%BCewski&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=bar%C5%82o%C5%BCewski+2021,,,
S237,Barłożewski & Trąpczyński (2021b),2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:bar%C5%82o%C5%BCewski,publication_year:2021",https://api.openalex.org/works?search=bar%C5%82o%C5%BCewski&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=bar%C5%82o%C5%BCewski+2021,,,
