seq,title,year,journal,doi,extraction_priority,decision,reason
2030,Entrepreneurial marketing practices and rural wine producers' performance: The moderating role of competitive intensity ,2024,JOURNAL OF RURAL STUDIES,10.1016/j.jrurstud.2024.103277,1_DOI_FIRST,UNSURE,title_insufficient
2031,Directors' exposure and social enterprise performance: does entrepreneurial mindset and financial resource availability ,2024,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-10-2023-1105,1_DOI_FIRST,UNSURE,title_insufficient
2032,Determining the influence of belonging to a wine protected designation of origin on profitability,2026,AGRIBUSINESS,10.1002/agr.21947,1_DOI_FIRST,UNSURE,title_insufficient
2033,Toward further contextualization of SMEs internationalization,2024,MANAGERIAL RELATIONSHIPS AND SMES INTERNATIONALIZATION,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2034,The ISO 14001 standard's effect on agrifood small- and medium-sized enterprises' performance: Literature review and empi,2024,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.3818,1_DOI_FIRST,N,HARD:meth:lit_review
2035,Assets of foreignness in a regulated industry,2024,RAUSP MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2036,Generalist vs. specialist CEOs: Towards an understanding of CSR scheme in the restaurant industry,2024,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2024.103797,1_DOI_FIRST,UNSURE,title_insufficient
2037,FDI spillovers on Colombian Multilatinas: Upgrading capabilities through indirect ties and humbleness,2025,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/23409444241262793,1_DOI_FIRST,UNSURE,title_insufficient
2038,Nearby or faraway? Determinants of target selection in family firm acquisitions,2024,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2039,International Diversification and Stock-Price Crash Risk,2024,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,10.3390/ijfs12020047,1_DOI_FIRST,UNSURE,title_insufficient
2040,Internationalisation through digital platforms: a systematic review and future research agenda,2024,INTERNATIONAL MARKETING REVIEW,10.1108/imr-08-2023-0213,1_DOI_FIRST,N,HARD:meth:sys_review
2041,"Foreign Ownership, Board of Directors, and Environmental Commitment in European International New Ventures",2024,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22396,1_DOI_FIRST,UNSURE,title_insufficient
2042,A Cross-Country Perspective on Irish Enterprise Investment: Do Fundamentals or Constraints Matter?,2024,ECONOMIC AND SOCIAL REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2043,Foreign corporations as large shareholders,2025,JOURNAL OF FINANCIAL RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2044,"Internationalization rhythm and innovation performance: The effects of internationalization speed, organizational slack,",2024,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2024.102274,1_DOI_FIRST,N,HARD:ant:intl_speed
2045,"Enterprises' internationalization, R&D investment and enterprise performance",2024,FINANCE RESEARCH LETTERS,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
2046,Generous to a fault: Differential impact of CSR investments on financial gains in Indian market multinationals,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101142,1_DOI_FIRST,UNSURE,title_insufficient
2047,"Do Board Internationalization, Political Relations and Gender Diversity Determine the Corporate Environmental Reporting ",2024,MONTENEGRIN JOURNAL OF ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2048,Rationality and dynamism on entrepreneurial orientation to the pace of internationalization: The moderating role of envi,2024,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-024-00359-4,1_DOI_FIRST,N,HARD:ant:eo_intl
2049,The mediating roles of cost leadership and cost focus strategies on innovation capabilities and export performance. Resu,2024,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2375410,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2050,The omnipresence of the state and its effect on the internationalization of companies: The Russian variety of state capi,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101154,1_DOI_FIRST,UNSURE,title_insufficient
2051,Dealing with adversity: innovation among small and medium-sized enterprises in developing economies,2024,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-02-2023-0183,1_DOI_FIRST,UNSURE,title_insufficient
2052,Firms' Participation in Global Value Chains Research and Development Activities and Firm Performance: The Joint Moderati,2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-024-02211-5,1_DOI_FIRST,UNSURE,title_insufficient
2053,"Balancing people, planet and profit: export strategies for sustainable value creation",2024,SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,10.1108/sampj-09-2023-0687,1_DOI_FIRST,Y,STRONG:SI:profit_exp
2054,The Determinants of Exportsin Korean Defense Industry,2024,JOURNAL OF KOREA TRADE,,2_NO_DOI_MANUAL,N,HARD:ant:determinants
2055,Export contraction and input switching in an aging China,2024,CHINA ECONOMIC REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2056,The impact of liability of foreignness on performance in hybrid organizations,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101133,1_DOI_FIRST,Y,STRONG:SI:lof_perf
2057,A configurational approach to political risks and institutional logics,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2058,Aspiring to go abroad: How and when international entrepreneurial aspiration fuel emerging markets entrepreneurial ventu,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101130,1_DOI_FIRST,UNSURE,title_insufficient
2059,Determinants of SME Performance in the Halal Herbal Industry: A Proposed Theoretical Framework,2024,AKADEMIKA,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2060,A novel model linking UN SDGs with international experience and firm performance,2024,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102170,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
2061,"Discouraged exporters, regional resilience and the ""Slow Burn"" shock of Brexit: Unpacking the trade-related consequences",2024,PAPERS IN REGIONAL SCIENCE,10.1016/j.pirs.2024.100045,1_DOI_FIRST,UNSURE,title_insufficient
2062,Cloud computing and rural globalization: Evidence for the US nonfarm economy,2024,TELECOMMUNICATIONS POLICY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2063,The role of organizational innovation in the development of green innovations in Spanish firms,2024,EUROPEAN MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2064,The impact of board composition and internationalisation on strategic change: Longitudinal empirical evidence,2025,AUSTRALIAN JOURNAL OF MANAGEMENT,10.1177/03128962241270745,1_DOI_FIRST,N,HARD:gov:board_composition
2065,Trade policy revisited: how government support initiatives affect international performance in SMEs?,2024,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-02-2024-0015,1_DOI_FIRST,UNSURE,title_insufficient
2066,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese firms,2024,BALTIC JOURNAL OF MANAGEMENT,10.1108/bjm-02-2024-0058,1_DOI_FIRST,Y,STRONG:SI:fdi_firmperf
2067,The influence of foreignness on CEO pay,2025,MANAGEMENT RESEARCH-THE JOURNAL OF THE IBEROAMERICAN ACADEMY OF MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2068,Rethinking board structures in the age of multinational corporations: A global investigation,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101175,1_DOI_FIRST,UNSURE,title_insufficient
2069,Transformative potentials of generative artificial intelligence: Should international entrepreneurial enterprises adopt ,2024,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-024-00363-8,1_DOI_FIRST,UNSURE,title_insufficient
2070,Impact of internal and external corporate social responsibility on internationalization speed: Evidence from Chinese mul,2025,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2964,1_DOI_FIRST,N,HARD:ant:intl_speed
2071,Exporters' failure predictors and processes: a multi-country analysis based on the theoretical concept of firms' financi,2024,COGENT ECONOMICS & FINANCE,10.1080/23322039.2024.2399957,1_DOI_FIRST,UNSURE,title_insufficient
2072,"Impact of Environmental, Social, and Governance on Innovation in Chinese Listed Firms",2024,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2073,Learning by exporting: the moderating role of employee human capital,2024,INTERNATIONAL MARKETING REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:LBE
2074,"The effect of standardized advertising, managerial ties and born global orientation on export performance",2024,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-12-2023-0761,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2075,Determinants of SMEs' strategic entrepreneurial innovative digitalization: examining the mediation role of human capital,2024,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,10.1108/ejim-02-2024-0176,1_DOI_FIRST,UNSURE,title_insufficient
2076,Analyzing factors influencing competitiveness of Indian tech start-ups: modified total interpretive structural model (m-,2025,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,10.1108/ijppm-01-2024-0032,1_DOI_FIRST,UNSURE,title_insufficient
2077,Strategic alliances and global competitive actions: Unveiling collaborative pathways in higher education ranking,2025,INDUSTRY AND HIGHER EDUCATION,10.2139/ssrn.5238522,1_DOI_FIRST,UNSURE,title_insufficient
2078,Transcend local for global: ESG as a legitimacy signal in the global expansion of emerging multinational enterprises,2024,FINANCE RESEARCH LETTERS,10.2139/ssrn.4901536,1_DOI_FIRST,UNSURE,title_insufficient
2079,Supply chain finance and outward foreign direct investment,2025,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2024.102620,1_DOI_FIRST,N,HARD:proc:supply_chain
2080,Strategic human capital analytics and new venture performance: role of dual nationality founding member,2024,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2024-0033,1_DOI_FIRST,UNSURE,title_insufficient
2081,Gender diversity in top management team and corporate social responsibility performance: examining the moderating nature,2025,GENDER IN MANAGEMENT,10.1108/gm-01-2024-0033,1_DOI_FIRST,Y,STRONG:SI:perf_intl_exp
2082,Financial performance persistence in serial entrepreneurship,2024,COGENT BUSINESS & MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2083,What shapes innovative firms' performance? A multi-level analysis,2024,JOURNAL OF INNOVATION & KNOWLEDGE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2084,What innovation and technology delivers to internationalization? The case of European and Central Asia regions,2025,JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES,10.1108/jeee-07-2023-0276,1_DOI_FIRST,UNSURE,title_insufficient
2085,THE INFLUENCE OF EXTERNAL ECONOMIC POLICY FLUCTUATION ON ENTERPRISE PRODUCTIVITY: BASED ON CHINESE-LISTED ENTERPRISES,2025,TECHNOLOGICAL AND ECONOMIC DEVELOPMENT OF ECONOMY,10.3846/tede.2024.22410,1_DOI_FIRST,UNSURE,title_insufficient
2086,Sustainability orientation and post-entry performance: The role of brand and market-oriented capabilities,2025,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.4043,1_DOI_FIRST,UNSURE,title_insufficient
2087,ENHANCING SME PERFORMANCE THROUGH INNOVATION: EVIDENCE FROM A TRANSITION ECONOMY - KOSOVO,2024,BUSINESS MANAGEMENT AND ECONOMICS ENGINEERING,10.2139/ssrn.5004633,1_DOI_FIRST,UNSURE,title_insufficient
2088,The perception of effort as a driver of gender inequality: institutional and social insights for female entrepreneurship,2024,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2089,The effect of international diversification on investment efficiency,2025,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2090,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,2025,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,10.1093/erae/jbae024,1_DOI_FIRST,UNSURE,title_insufficient
2091,The Liability of Informality and De-internationalisation During the COVID-19: International Evidence,2026,FOREIGN TRADE REVIEW,10.1177/00157325241293176,1_DOI_FIRST,UNSURE,title_insufficient
2092,Exploring the determinants of systematic risk through machine learning: evidence from Chinese listed companies,2025,APPLIED ECONOMICS,10.1080/00036846.2024.2431170,1_DOI_FIRST,UNSURE,title_insufficient
2093,Government R&D support's effects on export performance via innovation: An analysis of organizational motivators as moder,2025,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2024.102345,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2094,Beyond Labels: Unveiling the Interplay Between Identity and Name Changes in Firm Performance,2025,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,10.1002/ijfe.3084,1_DOI_FIRST,UNSURE,title_insufficient
2095,When Should Sustainability Have A C-Suite Seat? An Empirical Study on the Environmental and Organizational Correlates of,2025,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.4082,1_DOI_FIRST,UNSURE,title_insufficient
2096,Founder's international market knowledge and SMEs resource orchestration ability: a moderated-mediated analysis,2024,COMPETITIVENESS REVIEW,10.1108/cr-06-2024-0111,1_DOI_FIRST,UNSURE,title_insufficient
2097,New market entry of Chinese mobile e-commerce platforms in context of growth desperation-a case study based on Pinduoduo,2026,KYBERNETES,10.1108/k-01-2024-0027,1_DOI_FIRST,N,HARD:qual:case_study
2098,International Entrepreneurial Spin-Offs: An Ambidextrous Approach to Internationalization,2025,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2024.15,1_DOI_FIRST,UNSURE,title_insufficient
2099,Driving productivity: a comparison of the Indian automobile manufacturers and component suppliers,2025,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,10.1080/19761597.2024.2434068,1_DOI_FIRST,UNSURE,title_insufficient
2100,Relational capital's contribution to international success: Evidence from family-owned wineries and olive oil mills in S,2025,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2024.102651,1_DOI_FIRST,UNSURE,title_insufficient
2101,Internationalisation as a boost for many firms: evidence from Germany,2025,REVIEW OF WORLD ECONOMICS,10.1007/s10290-024-00567-z,1_DOI_FIRST,UNSURE,title_insufficient
2102,The evolution of the ability to effectively innovate in a transnational organization - A configurational analysis,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101200,1_DOI_FIRST,UNSURE,title_insufficient
2103,Managers and internationalization decisions: An affect-enacted model,2025,GLOBAL STRATEGY JOURNAL,,2_NO_DOI_MANUAL,N,HARD:beh:affect
2104,Unpacking the relationship between entrepreneurial marketing activities and small firm performance,2025,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-10-2024-1173,1_DOI_FIRST,UNSURE,title_insufficient
2105,Foreign direct investment motivation and spillovers from southern MNCs in Switzerland: the role of FDI motivation and cu,2024,MACROECONOMICS AND FINANCE IN EMERGING MARKET ECONOMIES,10.1080/17520843.2024.2426864,1_DOI_FIRST,UNSURE,title_insufficient
2106,The impact of Entrepreneurial Orientation and Digitalization on Performance Sustainability with the Mediation of Knowled,2025,INTERDISCIPLINARY JOURNAL OF MANAGEMENT STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2107,Does digital transformation matter for international diversification? The role of product market competition,2025,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,10.1108/cpoib-07-2024-0073,1_DOI_FIRST,UNSURE,title_insufficient
2108,Developing a Theoretical Framework of Export-Oriented Small Enterprises: A Multiple Case Study in an Emerging Country,2024,SUSTAINABILITY,10.3390/su162411132,1_DOI_FIRST,N,HARD:qual:case_study
2109,Reframing government support for SMEs' performance in international market: the critical role of institutional context,2025,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,10.1108/apjba-11-2024-0621,1_DOI_FIRST,UNSURE,title_insufficient
2110,"ESG performance, board diversity and tax avoidance: empirical evidence from the UK",2025,JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2111,Learning Orientation and Export Performance in Nigeria: The Moderating Effect of Export Knowledge,2025,GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS,10.22146/gamaijb.74896,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2112,"Global value chains, trade facilitation and the use of environmental management practices in SMEs",2025,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,10.2139/ssrn.5089290,1_DOI_FIRST,UNSURE,title_insufficient
2113,"Dynamic capabilities, ordinary capabilities and international intensity contributions to performance",2025,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-09-2023-0102,1_DOI_FIRST,UNSURE,title_insufficient
2114,Supply Chain Disruptions and Need for Resilience: SMEs Direct/Indirect Exporting and Rapid Internationalization,2025,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,10.1109/tem.2024.3514701,1_DOI_FIRST,N,HARD:proc:supply_chain
2115,Navigating international waters: the board's role in enhancing intellectual capital efficiency,2025,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-06-2024-0944,1_DOI_FIRST,UNSURE,title_insufficient
2116,Can the Succession Plan for Family Business Achieve Social Employment Stability? An Analysis from the Perspective of Ent,2025,ECONOMIES,10.3390/economies13010005,1_DOI_FIRST,UNSURE,title_insufficient
2117,Unveiling Determinants of Resource Allocation to R&D and Advertising: Insights from Indian Manufacturing Companies,2025,GLOBAL BUSINESS REVIEW,10.1177/09721509241308023,1_DOI_FIRST,UNSURE,title_insufficient
2118,Diverse Leadership and Firm Success: The Role of Top Management Socialisation,2024,MARKETING AND MANAGEMENT OF INNOVATIONS,10.21272/mmi.2024.4-08,1_DOI_FIRST,UNSURE,title_insufficient
2119,Foreign ownership and corporate litigation risk,2025,JOURNAL OF BUSINESS RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2120,How to reshape the international competitive advantage of Chinese manufacturing enterprises: A perspective of input serv,2025,ECONOMIC ANALYSIS AND POLICY,10.1016/j.eap.2025.01.023,1_DOI_FIRST,UNSURE,title_insufficient
2121,'Learning to Export' and 'Learning By Exporting': Revisiting the Relationship Between Innovation and Exports in African ,2025,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,10.1111/1467-8268.70001,1_DOI_FIRST,Y,STRONG:SI:LBE
2122,Effects and Determinants of Implementing Digital Customer Service Tools in Polish SMEs,2025,SUSTAINABILITY,10.3390/su17031022,1_DOI_FIRST,UNSURE,title_insufficient
2123,Investigation of Critical Success Factors for Sustainable Marketing of Malaysian Manufacturing Small and Medium-Sized En,2025,BUSINESS STRATEGY AND DEVELOPMENT,10.1002/bsd2.70080,1_DOI_FIRST,UNSURE,title_insufficient
2124,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,2025,SOCIO-ECONOMIC REVIEW,10.1093/ser/mwaf006,1_DOI_FIRST,UNSURE,title_insufficient
2125,Time and MNE strategy: Managing temporal misalignments in global value chains,2025,LONG RANGE PLANNING,10.1016/j.lrp.2025.102511,1_DOI_FIRST,N,HARD:proc:temporal
2126,Including A-shares in the MSCI index and enterprises' Total factor productivity-impact on China's micro-enterprises,2025,FINANCE RESEARCH LETTERS,10.1016/j.frl.2025.106925,1_DOI_FIRST,UNSURE,title_insufficient
2127,Strategic factors in SME leadership orientation towards initiating exports: India context,2025,MEASURING BUSINESS EXCELLENCE,10.1108/mbe-02-2024-0023,1_DOI_FIRST,N,HARD:ant:leadership_orient
2128,The curvilinear relationship between digitalization and export propensity: The role of home country corruption in emergi,2025,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2025.124043,1_DOI_FIRST,UNSURE,title_insufficient
2129,Internationalization and stock returns during the pandemic: Hotels vs. casinos,2025,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2025.104138,1_DOI_FIRST,UNSURE,title_insufficient
2130,The impact of robot adoption on firm's OFDI: Evidence from China,2025,JOURNAL OF ASIAN ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2131,Cluster Internationalization to Tax Havens by Multinational Enterprises: An Exploration of Imitative Behaviour,2025,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2025.101630,1_DOI_FIRST,UNSURE,title_insufficient
2132,FDI and trade for foreign market entry: theory and evidence from Estonia,2025,BALTIC JOURNAL OF ECONOMICS,10.1080/1406099x.2025.2463863,1_DOI_FIRST,UNSURE,title_insufficient
2133,Balancing export intensity and innovation: Uncovering the inverted-U relationship in Chinese manufacturing firms,2025,ECONOMIC ANALYSIS AND POLICY,10.1016/j.eap.2025.02.028,1_DOI_FIRST,UNSURE,title_insufficient
2134,Foreign Market Expansion Commitment and SMEs Financial Performance,2025,JOURNAL OF INTERNATIONAL CONSUMER MARKETING,10.1080/08961530.2025.2475439,1_DOI_FIRST,UNSURE,title_insufficient
2135,Board digital expertise and digital innovation: Evidence from commercial banks in China,2025,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.2139/ssrn.4914446,1_DOI_FIRST,UNSURE,title_insufficient
2136,"Public Funding Dynamics in Clean and Dirty Industries: An Empirical Analysis of the Effects of Eco-Innovation, Cooperati",2025,BUSINESS STRATEGY AND THE ENVIRONMENT,,2_NO_DOI_MANUAL,N,HARD:DV:eco_innov
2137,Does gender matter for export behavior? Evidence for German companies,2026,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,10.1108/ijge-05-2024-0179,1_DOI_FIRST,UNSURE,title_insufficient
2138,"Board Gender Diversity, Female Expertise, and Female Internationalization: Exploring Influences on the Readability of Su",2025,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2139,"A configurational analysis of digital technology, environmental, and social concerns on the internationalization of entr",2026,MANAGEMENT DECISION,10.1108/md-01-2024-0165,1_DOI_FIRST,UNSURE,title_insufficient
2140,Determinants of pollutant emissions in the Spanish agri-food sector: The role of international trade,2025,AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,10.17221/353/2024-agricecon,1_DOI_FIRST,N,HARD:ant:determinants
2141,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,2025,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,10.1016/j.iref.2025.103973,1_DOI_FIRST,UNSURE,title_insufficient
2142,Digitalisation and global value chain participation: evidence from Spanish manufacturing firms,2026,INDUSTRY AND INNOVATION,,2_NO_DOI_MANUAL,N,HARD:proc:GVC
2143,"Beyond borders: Unraveling the tapestry of export performance through business model innovation, open innovation, and or",2025,TECHNOVATION,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
2144,"What drives SME export intensity in transition economies? The role of infrastructure, digitalisation and innovation capa",2025,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2025.124123,1_DOI_FIRST,UNSURE,title_insufficient
2145,Overseas R&D and Technological Innovation: Empirical Evidence of Chinese Listed Companies,2025,PACIFIC-BASIN FINANCE JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2146,The Importance of Resource-based View Related Abilities and Financial Performance of SMEs for Their Sustainable Practice,2024,JOURNAL OF MEHMET AKIF ERSOY UNIVERSITY ECONOMICS AND ADMINISTRATIVE SCIENCES FACULTY,10.30798/makuiibf.1510554,1_DOI_FIRST,UNSURE,title_insufficient
2147,Analyzing energy efficiency decisions in India's energy-intensive industries,2026,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT,10.1108/ijesm-12-2024-0013,1_DOI_FIRST,UNSURE,title_insufficient
2148,Determinants of Chinese Exporters' Online De-Internationalization,2025,MANAGEMENT AND ORGANIZATION REVIEW,,2_NO_DOI_MANUAL,N,HARD:ant:determinants
2149,"Corporate ESG Performance, Ownership Structure and Export Intensity: Evidence From Chinese Listed Companies",2026,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,10.1002/ijfe.3167,1_DOI_FIRST,Y,STRONG:SI:perf_exp
2150,The impact of enterprise income tax on firm export: Evidence from income tax revenue sharing reform in China,2025,ECONOMIC ANALYSIS AND POLICY,10.1016/j.eap.2025.04.032,1_DOI_FIRST,UNSURE,title_insufficient
2151,The management accounting system design in family firms: the role of leadership and entrepreneurial orientation,2025,JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,10.1108/jfra-10-2024-0756,1_DOI_FIRST,UNSURE,title_insufficient
2152,Exports Spillovers from Multinational Enterprises to Domestic Firms in India: A Study of Selected Services,2025,FOREIGN TRADE REVIEW,10.1177/00157325251333471,1_DOI_FIRST,UNSURE,title_insufficient
2153,"Wine, markups, and export behavior: Evidence from Hungary",2025,JOURNAL OF WINE ECONOMICS,10.1017/jwe.2025.7,1_DOI_FIRST,UNSURE,title_insufficient
2154,Strategic Change in Tourism and Hospitality: Impact of CEOs' and Boards' Experiences,2025,TOURISM ANALYSIS,10.3727/108354225x17401276776372,1_DOI_FIRST,N,HARD:proc:strategic_change
2155,To diversify or not to diversify: A fuzzy decision-making model for construction companies,2025,GRADEVINAR,10.14256/jce.4010.2024,1_DOI_FIRST,UNSURE,title_insufficient
2156,The impact of enhanced intelligent manufacturing capabilities on a firm's export performance,2025,FINANCE RESEARCH LETTERS,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
2157,Beyond resource intensity: unveiling the determinants of Russian MNEs' integration into global value chains,2025,POST-COMMUNIST ECONOMIES,10.1080/14631377.2025.2503036,1_DOI_FIRST,UNSURE,title_insufficient
2158,Women's Participation in Top Management Business Positions and the Internationalization Process. Evidence for Chilean Co,2025,SAGE OPEN,10.1177/21582440251335079,1_DOI_FIRST,N,HARD:proc:intl_process
2159,Service Offshoring and Export Experience,2025,ECONOMIC JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2160,Energy use and efficiency in Ethiopia's manufacturing sector: a stochastic frontier analysis,2025,APPLIED ECONOMICS,10.1080/00036846.2025.2505801,1_DOI_FIRST,UNSURE,title_insufficient
2161,"International relations, organisational resources and capabilities and export experience as determinants of the export p",2025,EUROPEAN BUSINESS REVIEW,10.1108/ebr-03-2025-0085,1_DOI_FIRST,N,HARD:ant:determinants
2162,Can splitting influence corporate strategy? Exploring the effects of TMT faultlines on internationalization speed,2025,PLOS ONE,10.1371/journal.pone.0324505,1_DOI_FIRST,N,HARD:ant:intl_speed
2163,Understanding the link between philanthropy and performance: the role of international strategies,2025,INTERNATIONAL MARKETING REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2164,Emerging market professional service firms' market success: does cultural intelligence matter?,2025,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-06-2023-0350,1_DOI_FIRST,UNSURE,title_insufficient
2165,Job creation and job destruction in Turkey,2025,EURASIAN ECONOMIC REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2166,The impact of national centralized drug procurement policy on firm performance: Evidence from Chinese pharmaceutical fir,2025,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,10.1016/j.tre.2025.104225,1_DOI_FIRST,N,HARD:oob:health
2167,Sustainable Development Goal-Related Innovations and Financial Performance: Evidence From European Grocery Retailers,2025,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.70013,1_DOI_FIRST,UNSURE,title_insufficient
