seq,priority,doi_available,year,authors,title,journal,doi,access_link,icrv,dpl,doi_type,fp_type,country,cdai,n,r,coding_warning,notes,extracted
628,Medium,Y,2013,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.06.001,https://doi.org/10.1016/j.jwb.2012.06.001,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
639,Medium,Y,2013,"Xiao, Simon Shufeng; Jeong, Insik; Moon, Jon Jungbien; Chung, Chris Changwha; Chung, Jaiho",Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,https://doi.org/10.1016/j.intman.2012.12.003,2,3,other,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
641,Medium,Y,2013,"Iona, Alfonsina; Leonida, Leone; Navarra, Pietro","BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS",GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2013.01060.x,https://doi.org/10.1111/j.2042-5805.2013.01060.x,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
643,Medium,Y,2013,"Mazur, Jolanta; Zaborek, Piotr","Exploring links between cooperation, internationalization and profitability: a study of Polish manufacturing companies",INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,10.2478/ijme-2014-0020,https://doi.org/10.2478/ijme-2014-0020,3,3,other,financial_perf,Poland,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
652,Medium,Y,2012,"Wakasugi, Ryuhei; Tanaka, Ayumu",Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,MILLENNIAL ASIA,10.1177/097639961200300103,https://doi.org/10.1177/097639961200300103,1,3,other,Productivity,Japan,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
662,Medium,Y,2012,"Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix","Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity",CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,https://doi.org/10.1002/cjas.196,1,3,other,TBD,Canada,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:canada,N
670,Medium,Y,2012,"LiPuma, Joseph A.",Internationalization and the IPO performance of new ventures,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2011.05.007,https://doi.org/10.1016/j.jbusres.2011.05.007,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
678,Medium,Y,2012,"Ferrante, Maria Rosaria; Freo, Marzia",The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,WORLD ECONOMY,10.1111/j.1467-9701.2011.01415.x,https://doi.org/10.1111/j.1467-9701.2011.01415.x,,3,other,TFP,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
681,Medium,Y,2012,"Li, Lee; Qian, Gongming; Qian, Zhengming","Early internationalization and performance of small high-tech ""born-globals""",INTERNATIONAL MARKETING REVIEW,10.1108/02651331211260377,https://doi.org/10.1108/02651331211260377,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
697,Medium,Y,2011,"Hagemejer, Jan; Kolasa, Marcin",Internationalisation and Economic Performance of Enterprises: Evidence from Polish Firm-level Data,WORLD ECONOMY,10.1111/j.1467-9701.2010.01294.x,https://doi.org/10.1111/j.1467-9701.2010.01294.x,3,3,other,TBD,Poland,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
708,Medium,Y,2011,"Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.","Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,https://doi.org/10.1016/j.ibusrev.2011.02.012,1,3,FDI,firm_performance,China; Taiwan,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
715,Medium,Y,2010,"Musteen, Martina; Francis, John; Datta, Deepak K.",The influence of international networks on internationalization speed and performance: A study of Czech SMEs,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2009.12.003,https://doi.org/10.1016/j.jwb.2009.12.003,3,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
718,Medium,Y,2010,"Outreville, J. Francois","Internationalization, Performance and Volatility: The World Largest Financial Groups",JOURNAL OF FINANCIAL SERVICES RESEARCH,10.1007/s10693-010-0090-7,https://doi.org/10.1007/s10693-010-0090-7,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
720,Medium,Y,2009,"Vaatanen, Juha; Podmetina, Daria; Pillania, Rajesh K.",Internationalization and Company Performance: A Study of Emerging Russian Multinationals,MULTINATIONAL BUSINESS REVIEW,10.1108/1525383x200900014,https://doi.org/10.1108/1525383x200900014,2,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
738,Medium,Y,2008,"Chiao, Yu-Ching; Yu, Chow-Ming Joseph; Li, Peng-Yu; Chen, Yi-Chuan","Subsidiary size, internationalization, product diversification, and performance in an emerging market",INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,https://doi.org/10.1108/02651330810915556,2,2,other,TBD,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
751,Medium,Y,2007,"Fortanier, Fabienne; Muller, Alan; van Tulder, Rob",INTERNATIONALIZATION AND PERFORMANCE: THE MODERATING ROLE OF STRATEGIC FIT,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,10.1016/s1064-4857(07)13008-4,https://doi.org/10.1016/s1064-4857(07)13008-4,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
753,Medium,Y,2007,"Castellani, Davide; Zanfei, Antonello","Internationalisation, innovation and productivity: How do firms differ in Italy?",WORLD ECONOMY,10.1111/j.1467-9701.2007.00875.x,https://doi.org/10.1111/j.1467-9701.2007.00875.x,1,2,other,Productivity,Italy,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:italy,N
759,Medium,Y,2006,"Chiao, Yu-Ching; Yang, Kuo-Pin; Yu, Chwo-Ming Joseph","Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",SMALL BUSINESS ECONOMICS,10.1007/s11187-005-5604-6,https://doi.org/10.1007/s11187-005-5604-6,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
760,Medium,Y,2005,"Yu, CMJ; Chiao, YC; Chen, CJ",The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2005.006007,https://doi.org/10.1504/ijtm.2005.006007,1,2,other,firm_performance,Taiwan,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
762,Medium,Y,2005,"Gerpott, TJ; Jakopin, NM",The degree of internationalization and the financial performance of European mobile network operators,TELECOMMUNICATIONS POLICY,10.1016/j.telpol.2005.06.003,https://doi.org/10.1016/j.telpol.2005.06.003,1,2,DOI,financial_perf,Europe,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:europe,N
763,Medium,Y,2004,"Yeoh, PL",International learning: antecedents and performance implications among newly internationalizing companies in an exporting context,INTERNATIONAL MARKETING REVIEW,10.1108/02651330410547171,https://doi.org/10.1108/02651330410547171,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
767,Medium,Y,2004,"Merino, F",Firms' productivity and internationalization: a statistical dominance test,APPLIED ECONOMICS LETTERS,10.1080/1350485042000254890,https://doi.org/10.1080/1350485042000254890,,2,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
31,Medium,N,2025,"Li, Qianwen",The effect of ESG performance on enterprises' internationalization : from the perspective of cooperative research and development,APPLIED ECONOMICS LETTERS,,https://scholar.google.com/scholar?q=The+effect+of+ESG+performance+on+enterprises'+internationalization+:+from+the+perspective+of+cooperative+research+and+development,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
55,Medium,N,2025,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,https://scholar.google.com/scholar?q=Internationalization+rhythm+and+corporate+innovation+performance+in+an+emerging+market,2,3,other,TBD,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
85,Medium,N,2025,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogolebska, Justyna",Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,https://scholar.google.com/scholar?q=Internationalisation+and+the+Financial+Performance+of+Companies,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
110,Medium,N,2024,"Filho, Antonio rodrigues albuquerque; Garcia, E. D. I. T. I. N. E. T. E. ANDRe D. A. R. O. C. H. A.; de Vasconcelos, Alessandra carvalho",THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,REVISTA GESTAO ORGANIZACIONAL,,https://scholar.google.com/scholar?q=THE+INFLUENCE+OF+INTERNATIONALIZATION+ON+THE+FINANCIAL+PERFORMANCE+OF+BRAZILIAN+AND+EUROPEAN+COMPANIES,2,3,other,financial_perf,Brazil; Europe,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
112,Medium,N,2024,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir",Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,JOURNAL OF COMPETITIVENESS,,https://scholar.google.com/scholar?q=Global+Competitive+Strategies:+Assessing+the+Role+of+Marketing+Tools+in+SME+Internationalization+and+Financial+Performance,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
128,Medium,N,2024,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,https://scholar.google.com/scholar?q=THE+MODERATING+EFFECT+OF+WOMEN+MANAGERS+IN+THE+INTERNATIONALISATION+AND+INTELLECTUAL+CAPITAL-PERFORMANCE+RELATIONSHIP,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
138,Medium,N,2024,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,JOURNAL OF KOREA TRADE,,https://scholar.google.com/scholar?q=The+Synergy+Effect+of+Internationalization+and+R&D+Intensity+on+Firm+Performance+in+Korea:+A+Perspective+Based+on+Knowledge-+Based+Theory,1,3,other,firm_performance,Korea,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
139,Medium,N,2024,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,https://scholar.google.com/scholar?q=Productivity+Improvements+Triggered+by+Robotization+and+Internationalization+Processes:+The+Spanish+Experience,1,3,other,Productivity,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
155,Medium,N,2023,"Wu, Renhong; Kim, Minho",Does internationalization matter for corporate social performance of Chinese firms?,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,https://scholar.google.com/scholar?q=Does+internationalization+matter+for+corporate+social+performance+of+Chinese+firms?,2,3,other,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
176,Medium,N,2023,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,https://scholar.google.com/scholar?q=Internationalization+and+firm+performance,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
200,Medium,N,2022,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,https://scholar.google.com/scholar?q=Antecedents+to+firm+performance+during+re-internationalization,1,3,other,firm_performance,Australia,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
201,Medium,N,2022,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,https://scholar.google.com/scholar?q=The+standalone+and+resource-bundling+effects+of+government+and+nongovernment+institutional+support+on+early+internationalizing+firms'+performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
230,Medium,N,2022,"Sommer, Daniel; Bhandari, Krishna Raj",Internationalization of R&D and Innovation Performance in the Pharma Industry,JOURNAL OF INTERNATIONAL MANAGEMENT,,https://scholar.google.com/scholar?q=Internationalization+of+R&D+and+Innovation+Performance+in+the+Pharma+Industry,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
234,Medium,N,2022,"Zhai, Zhe; Ghosal, Vivek",Internationalization of innovation and firm performance in the pharmaceutical industry,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,https://scholar.google.com/scholar?q=Internationalization+of+innovation+and+firm+performance+in+the+pharmaceutical+industry,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
252,Medium,N,2022,"Capar, Nejat",Firm resources and internationalisation performance,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,https://scholar.google.com/scholar?q=Firm+resources+and+internationalisation+performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
263,Medium,N,2021,"Bojnec, Stefan; Tomsic, Nastja",Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,https://scholar.google.com/scholar?q=Corporate+sustainability+and+enterprise+performance+The+mediating+effects+of+internationalization+and+networks,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
275,Medium,N,2021,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",Internationalisation and financial performance: in the case of global automotive firms,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,https://scholar.google.com/scholar?q=Internationalisation+and+financial+performance:+in+the+case+of+global+automotive+firms,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
288,Medium,N,2021,"Leung, T. Y.; Sharma, Piyush",Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,JOURNAL OF BUSINESS RESEARCH,,https://scholar.google.com/scholar?q=Differences+in+the+impact+of+R&D+intensity+and+R&D+internationalization+on+firm+performance+-+Mediating+role+of+innovation+performance,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
294,Medium,N,2021,"Barlozewski, Krystian; Trapczynski, Piotr","Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited",OECONOMIA COPERNICANA,,"https://scholar.google.com/scholar?q=Is+internationalisation+beneficial+for+novice+internationalisers?+The+performance+effects+of+firm-specific+advantages,+internationalisation+degree+and+firm+size+revisited",,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
306,Medium,N,2021,"Kazemi, Ali; Rousta, Alireza; Na'ami, Abdullah",Analyzing the Impact of Export Orientations on Export Performance Through Innovation and Internationalization: The Mediation-Moderation Model,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,https://scholar.google.com/scholar?q=Analyzing+the+Impact+of+Export+Orientations+on+Export+Performance+Through+Innovation+and+Internationalization:+The+Mediation-Moderation+Model,,3,other,Export/operational,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
322,Medium,N,2020,"Henley, Andrew; Son, Meng","Innovation, internationalisation and the performance of microbusinesses",INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,"https://scholar.google.com/scholar?q=Innovation,+internationalisation+and+the+performance+of+microbusinesses",,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
359,Medium,N,2020,"Yang, Guojun; Zhou, Xiaohu; Liang, Zhiyao",Enterprise internationalisation performance evaluation model based on artificial neural network,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,,https://scholar.google.com/scholar?q=Enterprise+internationalisation+performance+evaluation+model+based+on+artificial+neural+network,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
360,Medium,N,2020,"Leon Garcia, Omar Alexander; Baez Landeros, Eliana Rocio",Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,INGENIERIA E INVESTIGACION,,https://scholar.google.com/scholar?q=Analysis+of+the+Relationship+Between+IT+and+Industry+4.0+Technologies+with+Internationalization+and+Business+Performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
367,Medium,N,2019,"Sun, Wenbin; Price, Joseph; Ding, Yuan",The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,JOURNAL OF BUSINESS RESEARCH,,https://scholar.google.com/scholar?q=The+longitudinal+effects+of+internationalization+on+firm+performance:+The+moderating+role+of+marketing+capability,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
403,Medium,N,2019,"Chen, Ying-Yu",Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediation Mechanism for Small World Network Structure and Internationalization in Cross-Level Business Group Network,NTU MANAGEMENT REVIEW,,https://scholar.google.com/scholar?q=Does+Efficient+Social-Network+Structure+Benefit+the+Performance+of+Business+Groups+and+Core+Firms?+The+Underlying+Mediation+Mechanism+for+Small+World+Network+Structure+and+Internationalization+in+Cross-Level+Business+Group+Network,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
412,Medium,N,2018,"Freixanet, Joan; Churakova, Iya","Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companies",INTERNATIONAL JOURNAL OF BUSINESS,,"https://scholar.google.com/scholar?q=Exploring+the+Relationship+Between+Internationalization+Stage,+Innovation,+and+Performance:+The+Case+of+Spanish+Companies",1,3,other,TBD,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
415,Medium,N,2018,"Velez-Calle, Andres; Sanchez-Henriquez, Fernando; Contractor, Farok",Internationalization and performance: the role of depth and breadth,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,https://scholar.google.com/scholar?q=Internationalization+and+performance:+the+role+of+depth+and+breadth,1,3,other,TBD,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:usa,N
452,Medium,N,2018,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",SMEs Performance and Internationalization: A Traditional Industry Approach,ANNALS OF ECONOMICS AND FINANCE,,https://scholar.google.com/scholar?q=SMEs+Performance+and+Internationalization:+A+Traditional+Industry+Approach,,3,other,ACC,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; fp_auto:pm:Accounting,N
453,Medium,N,2018,"Purkayastha, Anish",Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,https://scholar.google.com/scholar?q=Performance+of+business+group+affiliated+firms+in+emerging+markets+Causal+mediation+analysis+of+internationalization+and+investment+into+innovation+strategy,2,3,other,TBD,Usa; Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
463,Medium,N,2017,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,https://scholar.google.com/scholar?q=Internationalization+choices+and+Italian+firm+performance+during+the+crisis,1,3,other,firm_performance,Italy,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:italy,N
472,Medium,N,2017,"Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon","Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",CROSS CULTURAL & STRATEGIC MANAGEMENT,,"https://scholar.google.com/scholar?q=Capability,+environment+and+internationalization+fit,+and+financial+and+marketing+performance+of+MNEs'+foreign+subsidiaries+An+abductive+contingency+approach",,3,subsidiaries,ACC,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; fp_auto:pm:Accounting,N
477,Medium,N,2017,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,https://scholar.google.com/scholar?q=A+Study+on+the+Effects+of+Dual+Network+Embeddedness+on+Organizational+Learning+and+Internationalization+Performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
498,Medium,N,2017,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",Rapid internationalization and long-term performance: The knowledge link,JOURNAL OF WORLD BUSINESS,,https://scholar.google.com/scholar?q=Rapid+internationalization+and+long-term+performance:+The+knowledge+link,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
502,Medium,N,2016,"Jeong, So Won",Types of foreign networks and internationalization performance of Korean SMEs,MULTINATIONAL BUSINESS REVIEW,,https://scholar.google.com/scholar?q=Types+of+foreign+networks+and+internationalization+performance+of+Korean+SMEs,1,3,other,TBD,Korea,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
504,Medium,N,2016,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,https://scholar.google.com/scholar?q=THE+IMPACT+OF+INTERNATIONALIZATION+AND+DIVERSIFICATION+ON+CONSTRUCTION+INDUSTRY+PERFORMANCE,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
514,Medium,N,2016,"Hilmersson, Mikael; Johanson, Martin",Speed of SME Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=Speed+of+SME+Internationalization+and+Performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
516,Medium,N,2016,"Bekes, Gabor; Murakoezy, Balazs",Measuring productivity premia with many modes of internationalization,ECONOMICS LETTERS,,https://scholar.google.com/scholar?q=Measuring+productivity+premia+with+many+modes+of+internationalization,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
