seq,extraction_priority,icrv,dpl,year,title,journal,doi,doi_link,source_url_or_pdf_path,pdf_found,pdf_filename,unpaywall_api,openalex_search,google_scholar,country_guess,region_guess,performance_measure_guess,internationalization_measure_guess,notes_for_extractor,converted_r,fisher_z,variance_z,sample_size_n,ready_for_r
769,2_NO_DOI_MANUAL,2,3,2011,Diversification and firm performance in China,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,,,,,,https://openalex.org/works?search=Diversification%20and%20firm%20performance%20in%20China,https://scholar.google.com/scholar?q=Diversification%20and%20firm%20performance%20in%20China,,,,,source:wos,,,,,0
774,2_NO_DOI_MANUAL,0,3,2012,The impact of geographic diversification on export performance of small and medium-sized enterprises (SMEs),JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,,,,,,https://openalex.org/works?search=The%20impact%20of%20geographic%20diversification%20on%20export%20performance%20of%20small%20and%20medium-sized%20enterprises%20%28SMEs%29,https://scholar.google.com/scholar?q=The%20impact%20of%20geographic%20diversification%20on%20export%20performance%20of%20small%20and%20medium-sized%20enterprises%20%28SMEs%29,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
781,2_NO_DOI_MANUAL,0,3,2012,THE ROLE OF CONTEXT IN THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: A META-ANALYTIC REVIEW,GLOBAL STRATEGY JOURNAL,,,,,,,https://openalex.org/works?search=THE%20ROLE%20OF%20CONTEXT%20IN%20THE%20MULTINATIONALITY-PERFORMANCE%20RELATIONSHIP%3A%20A%20META-ANALYTIC%20REVIEW,https://scholar.google.com/scholar?q=THE%20ROLE%20OF%20CONTEXT%20IN%20THE%20MULTINATIONALITY-PERFORMANCE%20RELATIONSHIP%3A%20A%20META-ANALYTIC%20REVIEW,,,,,source:wos,,,,,0
789,2_NO_DOI_MANUAL,2,2,2012,THE COMPETITIVENESS OF EXPORTERS FROM CROATIAN MANUFACTURING INDUSTRY,EKONOMSKI PREGLED,,,,,,,https://openalex.org/works?search=THE%20COMPETITIVENESS%20OF%20EXPORTERS%20FROM%20CROATIAN%20MANUFACTURING%20INDUSTRY,https://scholar.google.com/scholar?q=THE%20COMPETITIVENESS%20OF%20EXPORTERS%20FROM%20CROATIAN%20MANUFACTURING%20INDUSTRY,,,,,source:multi,,,,,
793,2_NO_DOI_MANUAL,0,3,2012,The impact of internationalization on performance and innovation: The moderating effects of ownership concentration,ASIA PACIFIC JOURNAL OF MANAGEMENT,,,,,,,https://openalex.org/works?search=The%20impact%20of%20internationalization%20on%20performance%20and%20innovation%3A%20The%20moderating%20effects%20of%20ownership%20concentration,https://scholar.google.com/scholar?q=The%20impact%20of%20internationalization%20on%20performance%20and%20innovation%3A%20The%20moderating%20effects%20of%20ownership%20concentration,,,,,source:wos,,,,,0
800,2_NO_DOI_MANUAL,2,3,2012,International expansion and firm performance in emerging market: evidence from China,CHINESE MANAGEMENT STUDIES,,,,,,,https://openalex.org/works?search=International%20expansion%20and%20firm%20performance%20in%20emerging%20market%3A%20evidence%20from%20China,https://scholar.google.com/scholar?q=International%20expansion%20and%20firm%20performance%20in%20emerging%20market%3A%20evidence%20from%20China,,,,,source:multi,,,,,0
805,2_NO_DOI_MANUAL,0,3,2013,DEGREE OF INTERNATIONALIZATION IN LOGISTICS SECTOR AND STRATEGIC ORIENTATIONS,LOGFORUM,,,,,,,https://openalex.org/works?search=DEGREE%20OF%20INTERNATIONALIZATION%20IN%20LOGISTICS%20SECTOR%20AND%20STRATEGIC%20ORIENTATIONS,https://scholar.google.com/scholar?q=DEGREE%20OF%20INTERNATIONALIZATION%20IN%20LOGISTICS%20SECTOR%20AND%20STRATEGIC%20ORIENTATIONS,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
806,2_NO_DOI_MANUAL,1,3,2013,AN INVESTIGATION INTO MEDIUM-SIZED MULTINATIONAL ENTERPRISES,ATTI ACCADEMIA PELORITANA DEI PERICOLANTI-CLASSE DI SCIENZE FISICHE MATEMATICHE E NATURALI,,,,,,,https://openalex.org/works?search=AN%20INVESTIGATION%20INTO%20MEDIUM-SIZED%20MULTINATIONAL%20ENTERPRISES,https://scholar.google.com/scholar?q=AN%20INVESTIGATION%20INTO%20MEDIUM-SIZED%20MULTINATIONAL%20ENTERPRISES,,,,,source:multi,,,,,0
810,2_NO_DOI_MANUAL,1,3,2013,The M Curve and the multinationality-performance relationship of Korean INVs,MULTINATIONAL BUSINESS REVIEW,,,,,,,https://openalex.org/works?search=The%20M%20Curve%20and%20the%20multinationality-performance%20relationship%20of%20Korean%20INVs,https://scholar.google.com/scholar?q=The%20M%20Curve%20and%20the%20multinationality-performance%20relationship%20of%20Korean%20INVs,,,,,source:multi,,,,,0
813,2_NO_DOI_MANUAL,0,3,2013,The internet as an alternative path to internationalization?,INTERNATIONAL MARKETING REVIEW,,,,,,,https://openalex.org/works?search=The%20internet%20as%20an%20alternative%20path%20to%20internationalization%3F,https://scholar.google.com/scholar?q=The%20internet%20as%20an%20alternative%20path%20to%20internationalization%3F,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
828,2_NO_DOI_MANUAL,3,3,2012,A Comparative Study of Technology and Industry Clusters of SMEs in India,SCIENCE TECHNOLOGY AND SOCIETY,,,,,,,https://openalex.org/works?search=A%20Comparative%20Study%20of%20Technology%20and%20Industry%20Clusters%20of%20SMEs%20in%20India,https://scholar.google.com/scholar?q=A%20Comparative%20Study%20of%20Technology%20and%20Industry%20Clusters%20of%20SMEs%20in%20India,,,,fsts,source:multi,,,,,0
831,2_NO_DOI_MANUAL,1,3,2013,Export Strategies and Performance of Small and Medium-sized Enterprises: Evidence from Korean Manufacturing SMEs,JOURNAL OF KOREA TRADE,,,,,,,https://openalex.org/works?search=Export%20Strategies%20and%20Performance%20of%20Small%20and%20Medium-sized%20Enterprises%3A%20Evidence%20from%20Korean%20Manufacturing%20SMEs,https://scholar.google.com/scholar?q=Export%20Strategies%20and%20Performance%20of%20Small%20and%20Medium-sized%20Enterprises%3A%20Evidence%20from%20Korean%20Manufacturing%20SMEs,,,,,source:wos,,,,,0
835,2_NO_DOI_MANUAL,0,3,2013,Family Management and Internationalization: The Impact on Firm Performance and Innovation,MANAGEMENT INTERNATIONAL REVIEW,,,,,,,https://openalex.org/works?search=Family%20Management%20and%20Internationalization%3A%20The%20Impact%20on%20Firm%20Performance%20and%20Innovation,https://scholar.google.com/scholar?q=Family%20Management%20and%20Internationalization%3A%20The%20Impact%20on%20Firm%20Performance%20and%20Innovation,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
869,2_NO_DOI_MANUAL,2,3,2014,Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,,,,,https://openalex.org/works?search=Export%20Performance%20Clusters%20of%20the%20Hungarian%20Enterprises%3A%20What%20Factors%20are%20Behind%20the%20Successful%20Export%20Activities%3F,https://scholar.google.com/scholar?q=Export%20Performance%20Clusters%20of%20the%20Hungarian%20Enterprises%3A%20What%20Factors%20are%20Behind%20the%20Successful%20Export%20Activities%3F,,,,,source:multi,,,,,0
874,2_NO_DOI_MANUAL,0,3,2014,"The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Baltic and Caucasus States",ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,,,,,https://openalex.org/works?search=The%20Influence%20of%20Firm%20Characteristics%20and%20Export%20Performance%20in%20Central%20and%20Eastern%20Europe%3A%20Comparisons%20of%20Visegrad%2C%20Bal,https://scholar.google.com/scholar?q=The%20Influence%20of%20Firm%20Characteristics%20and%20Export%20Performance%20in%20Central%20and%20Eastern%20Europe%3A%20Comparisons%20of%20Visegrad%2C%20Bal,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
892,2_NO_DOI_MANUAL,1,3,2014,Explaining Export Performance in the Spanish Defense Industry,DEFENCE AND PEACE ECONOMICS,,,,,,,https://openalex.org/works?search=Explaining%20Export%20Performance%20in%20the%20Spanish%20Defense%20Industry,https://scholar.google.com/scholar?q=Explaining%20Export%20Performance%20in%20the%20Spanish%20Defense%20Industry,,,,,source:multi,,,,,0
905,2_NO_DOI_MANUAL,1,3,2014,A synergy effect of internationalization and firm size on performance US hotel industry,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,,,,,,https://openalex.org/works?search=A%20synergy%20effect%20of%20internationalization%20and%20firm%20size%20on%20performance%20US%20hotel%20industry,https://scholar.google.com/scholar?q=A%20synergy%20effect%20of%20internationalization%20and%20firm%20size%20on%20performance%20US%20hotel%20industry,,,,,source:multi,,,,,0
980,2_NO_DOI_MANUAL,1,3,2015,Internationalization pathways and the performance of SMEs,EUROPEAN JOURNAL OF MARKETING,,,,,,,https://openalex.org/works?search=Internationalization%20pathways%20and%20the%20performance%20of%20SMEs,https://scholar.google.com/scholar?q=Internationalization%20pathways%20and%20the%20performance%20of%20SMEs,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
990,2_NO_DOI_MANUAL,2,3,2015,INTERNATIONALIZATION STRATEGY AND FIRM PERFORMANCE: ESTIMATION OF CORPORATE STRATEGY EFFECT BASED ON BIG DATA OF CHINESE IT COMPANIES IN A COMPLEX NETWORK,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,,,,,,https://openalex.org/works?search=INTERNATIONALIZATION%20STRATEGY%20AND%20FIRM%20PERFORMANCE%3A%20ESTIMATION%20OF%20CORPORATE%20STRATEGY%20EFFECT%20BASED%20ON%20BIG%20DATA%20OF%20CHINESE,https://scholar.google.com/scholar?q=INTERNATIONALIZATION%20STRATEGY%20AND%20FIRM%20PERFORMANCE%3A%20ESTIMATION%20OF%20CORPORATE%20STRATEGY%20EFFECT%20BASED%20ON%20BIG%20DATA%20OF%20CHINESE,,,,,source:multi,,,,,0
1002,2_NO_DOI_MANUAL,2,3,2015,Effect of export experience and market scope strategy on export performance: Evidence from Poland,INTERNATIONAL BUSINESS REVIEW,,,,,,,https://openalex.org/works?search=Effect%20of%20export%20experience%20and%20market%20scope%20strategy%20on%20export%20performance%3A%20Evidence%20from%20Poland,https://scholar.google.com/scholar?q=Effect%20of%20export%20experience%20and%20market%20scope%20strategy%20on%20export%20performance%3A%20Evidence%20from%20Poland,,,,,source:wos,,,,,0
1014,2_NO_DOI_MANUAL,1,3,2015,A PROFILE OF THE ITALIAN MULTINATIONAL FIRMS,POLITICA ECONOMICA,,,,,,,https://openalex.org/works?search=A%20PROFILE%20OF%20THE%20ITALIAN%20MULTINATIONAL%20FIRMS,https://scholar.google.com/scholar?q=A%20PROFILE%20OF%20THE%20ITALIAN%20MULTINATIONAL%20FIRMS,,,,,source:multi,,,,,0
1060,2_NO_DOI_MANUAL,1,3,2015,Product quality and firm heterogeneity in international trade,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,,,,,,,https://openalex.org/works?search=Product%20quality%20and%20firm%20heterogeneity%20in%20international%20trade,https://scholar.google.com/scholar?q=Product%20quality%20and%20firm%20heterogeneity%20in%20international%20trade,,,,fsts,source:multi,,,,,0
1092,2_NO_DOI_MANUAL,0,3,2016,The impact of industry characteristics on firms' export intensity,INTERNATIONAL AREA STUDIES REVIEW,,,,,,,https://openalex.org/works?search=The%20impact%20of%20industry%20characteristics%20on%20firms%27%20export%20intensity,https://scholar.google.com/scholar?q=The%20impact%20of%20industry%20characteristics%20on%20firms%27%20export%20intensity,,,,fsts,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1099,2_NO_DOI_MANUAL,0,3,2016,Multimarket contact and performance: Evidence from emerging economies,BRQ-BUSINESS RESEARCH QUARTERLY,,,,,,,https://openalex.org/works?search=Multimarket%20contact%20and%20performance%3A%20Evidence%20from%20emerging%20economies,https://scholar.google.com/scholar?q=Multimarket%20contact%20and%20performance%3A%20Evidence%20from%20emerging%20economies,,,,,source:wos,,,,,0
1102,2_NO_DOI_MANUAL,0,3,2016,REPLICATING THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: IS THERE AN S-CURVE?,STRATEGIC MANAGEMENT JOURNAL,,,,,,,https://openalex.org/works?search=REPLICATING%20THE%20MULTINATIONALITY-PERFORMANCE%20RELATIONSHIP%3A%20IS%20THERE%20AN%20S-CURVE%3F,https://scholar.google.com/scholar?q=REPLICATING%20THE%20MULTINATIONALITY-PERFORMANCE%20RELATIONSHIP%3A%20IS%20THERE%20AN%20S-CURVE%3F,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1128,2_NO_DOI_MANUAL,0,3,2016,International diversification and firm performance: a four-stage model,EUROMED JOURNAL OF BUSINESS,,,,,,,https://openalex.org/works?search=International%20diversification%20and%20firm%20performance%3A%20a%20four-stage%20model,https://scholar.google.com/scholar?q=International%20diversification%20and%20firm%20performance%3A%20a%20four-stage%20model,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1137,2_NO_DOI_MANUAL,3,3,2017,Working capital management practices in India: survey evidence,MANAGERIAL FINANCE,,,,,,,https://openalex.org/works?search=Working%20capital%20management%20practices%20in%20India%3A%20survey%20evidence,https://scholar.google.com/scholar?q=Working%20capital%20management%20practices%20in%20India%3A%20survey%20evidence,,,,,source:multi,,,,,
1166,2_NO_DOI_MANUAL,2,3,2016,Linking Key Performance Indicators to New International Venture Survival,JOURNAL OF INTERNATIONAL ACCOUNTING RESEARCH,,,,,,,https://openalex.org/works?search=Linking%20Key%20Performance%20Indicators%20to%20New%20International%20Venture%20Survival,https://scholar.google.com/scholar?q=Linking%20Key%20Performance%20Indicators%20to%20New%20International%20Venture%20Survival,,,,fsts,source:multi,,,,,0
1202,2_NO_DOI_MANUAL,0,3,2018,The effects of R&D intensity and internationalization on the performance of non-high-tech SMEs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,,,,,https://openalex.org/works?search=The%20effects%20of%20R%26D%20intensity%20and%20internationalization%20on%20the%20performance%20of%20non-high-tech%20SMEs,https://scholar.google.com/scholar?q=The%20effects%20of%20R%26D%20intensity%20and%20internationalization%20on%20the%20performance%20of%20non-high-tech%20SMEs,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1216,2_NO_DOI_MANUAL,0,3,2018,Effects of the use of competitiveness as a strategy on exporting companies: Status of the issue,EQUIDAD & DESARROLLO,,,,,,,https://openalex.org/works?search=Effects%20of%20the%20use%20of%20competitiveness%20as%20a%20strategy%20on%20exporting%20companies%3A%20Status%20of%20the%20issue,https://scholar.google.com/scholar?q=Effects%20of%20the%20use%20of%20competitiveness%20as%20a%20strategy%20on%20exporting%20companies%3A%20Status%20of%20the%20issue,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1229,2_NO_DOI_MANUAL,0,3,2018,"Process and product innovations, multi-product status and export performance: firm-level evidence from V-4 countries",EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLICY,,,,,,,https://openalex.org/works?search=Process%20and%20product%20innovations%2C%20multi-product%20status%20and%20export%20performance%3A%20firm-level%20evidence%20from%20V-4%20countries,https://scholar.google.com/scholar?q=Process%20and%20product%20innovations%2C%20multi-product%20status%20and%20export%20performance%3A%20firm-level%20evidence%20from%20V-4%20countries,,,,,source:multi,,,,,0
1232,2_NO_DOI_MANUAL,0,3,2018,International Entrepreneurship: A Meta-Analysis on the Internationalization and Performance Relationship,ENTREPRENEURSHIP THEORY AND PRACTICE,,,,,,,https://openalex.org/works?search=International%20Entrepreneurship%3A%20A%20Meta-Analysis%20on%20the%20Internationalization%20and%20Performance%20Relationship,https://scholar.google.com/scholar?q=International%20Entrepreneurship%3A%20A%20Meta-Analysis%20on%20the%20Internationalization%20and%20Performance%20Relationship,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1250,2_NO_DOI_MANUAL,0,3,2018,From intangible resources to export performance: Exploring the mediating effect of absorptive capabilities and innovation,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,,,,,https://openalex.org/works?search=From%20intangible%20resources%20to%20export%20performance%3A%20Exploring%20the%20mediating%20effect%20of%20absorptive%20capabilities%20and%20innovatio,https://scholar.google.com/scholar?q=From%20intangible%20resources%20to%20export%20performance%3A%20Exploring%20the%20mediating%20effect%20of%20absorptive%20capabilities%20and%20innovatio,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1252,2_NO_DOI_MANUAL,0,3,2018,Firm internationalization and performance: Evidence for designing policies,JOURNAL OF POLICY MODELING,,,,,,,https://openalex.org/works?search=Firm%20internationalization%20and%20performance%3A%20Evidence%20for%20designing%20policies,https://scholar.google.com/scholar?q=Firm%20internationalization%20and%20performance%3A%20Evidence%20for%20designing%20policies,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1256,2_NO_DOI_MANUAL,0,3,2018,"Internationalization and performance: Degree, duration, and scale of operations",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,,,,,https://openalex.org/works?search=Internationalization%20and%20performance%3A%20Degree%2C%20duration%2C%20and%20scale%20of%20operations,https://scholar.google.com/scholar?q=Internationalization%20and%20performance%3A%20Degree%2C%20duration%2C%20and%20scale%20of%20operations,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1302,2_NO_DOI_MANUAL,0,3,2017,International e-commerce for fashion products: what is the relationship with performance?,INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,,,,,,,https://openalex.org/works?search=International%20e-commerce%20for%20fashion%20products%3A%20what%20is%20the%20relationship%20with%20performance%3F,https://scholar.google.com/scholar?q=International%20e-commerce%20for%20fashion%20products%3A%20what%20is%20the%20relationship%20with%20performance%3F,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1304,2_NO_DOI_MANUAL,2,3,2017,Effects of human capital on the relationship between export and firm innovation,CHINESE MANAGEMENT STUDIES,,,,,,,https://openalex.org/works?search=Effects%20of%20human%20capital%20on%20the%20relationship%20between%20export%20and%20firm%20innovation,https://scholar.google.com/scholar?q=Effects%20of%20human%20capital%20on%20the%20relationship%20between%20export%20and%20firm%20innovation,,,,,source:wos,,,,,0
1309,2_NO_DOI_MANUAL,0,3,2017,SME international performance in Latin America The role of entrepreneurial and technological capabilities,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,,,,,,,https://openalex.org/works?search=SME%20international%20performance%20in%20Latin%20America%20The%20role%20of%20entrepreneurial%20and%20technological%20capabilities,https://scholar.google.com/scholar?q=SME%20international%20performance%20in%20Latin%20America%20The%20role%20of%20entrepreneurial%20and%20technological%20capabilities,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1310,2_NO_DOI_MANUAL,3,3,2017,Internationalization and performance of Indian born globals Moderating role of presence of foreign equity,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,,,,,https://openalex.org/works?search=Internationalization%20and%20performance%20of%20Indian%20born%20globals%20Moderating%20role%20of%20presence%20of%20foreign%20equity,https://scholar.google.com/scholar?q=Internationalization%20and%20performance%20of%20Indian%20born%20globals%20Moderating%20role%20of%20presence%20of%20foreign%20equity,,,,,source:multi,,,,,0
1373,2_NO_DOI_MANUAL,2,3,2019,Effect of Marketing Strategies on Export Performance of Agricultural Products: The Case of Saffron in Iran,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,,,,,,,https://openalex.org/works?search=Effect%20of%20Marketing%20Strategies%20on%20Export%20Performance%20of%20Agricultural%20Products%3A%20The%20Case%20of%20Saffron%20in%20Iran,https://scholar.google.com/scholar?q=Effect%20of%20Marketing%20Strategies%20on%20Export%20Performance%20of%20Agricultural%20Products%3A%20The%20Case%20of%20Saffron%20in%20Iran,,,,,source:multi,,,,,0
1390,2_NO_DOI_MANUAL,1,3,2019,Family culture and organisational systems as antecedents of market orientation and performance among family wineries,INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH,,,,,,,https://openalex.org/works?search=Family%20culture%20and%20organisational%20systems%20as%20antecedents%20of%20market%20orientation%20and%20performance%20among%20family%20wineries,https://scholar.google.com/scholar?q=Family%20culture%20and%20organisational%20systems%20as%20antecedents%20of%20market%20orientation%20and%20performance%20among%20family%20wineries,,,,,source:wos,,,,,
1455,2_NO_DOI_MANUAL,1,3,2020,Human capital and export performance in the Spanish manufacturing firms,BALTIC JOURNAL OF MANAGEMENT,,,,,,,https://openalex.org/works?search=Human%20capital%20and%20export%20performance%20in%20the%20Spanish%20manufacturing%20firms,https://scholar.google.com/scholar?q=Human%20capital%20and%20export%20performance%20in%20the%20Spanish%20manufacturing%20firms,,,,,source:wos,,,,,0
1466,2_NO_DOI_MANUAL,0,3,2020,Internationalization and family firm performance A cross-cultural meta-analysis of the main effect and moderating factors,CROSS CULTURAL & STRATEGIC MANAGEMENT,,,,,,,https://openalex.org/works?search=Internationalization%20and%20family%20firm%20performance%20A%20cross-cultural%20meta-analysis%20of%20the%20main%20effect%20and%20moderating%20factor,https://scholar.google.com/scholar?q=Internationalization%20and%20family%20firm%20performance%20A%20cross-cultural%20meta-analysis%20of%20the%20main%20effect%20and%20moderating%20factor,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1470,2_NO_DOI_MANUAL,3,3,2020,Conventional procedure <i>vis-a-vis</i> bootstrap-based corrections of efficiency analyses,INDIAN GROWTH AND DEVELOPMENT REVIEW,,,,,,,https://openalex.org/works?search=Conventional%20procedure%20%3Ci%3Evis-a-vis%3C/i%3E%20bootstrap-based%20corrections%20of%20efficiency%20analyses,https://scholar.google.com/scholar?q=Conventional%20procedure%20%3Ci%3Evis-a-vis%3C/i%3E%20bootstrap-based%20corrections%20of%20efficiency%20analyses,,,,fsts,source:multi,,,,,0
1472,2_NO_DOI_MANUAL,2,3,2020,Impact of Logistics Capacity on Economic Sustainability of SMEs,SUSTAINABILITY,,,,,,,https://openalex.org/works?search=Impact%20of%20Logistics%20Capacity%20on%20Economic%20Sustainability%20of%20SMEs,https://scholar.google.com/scholar?q=Impact%20of%20Logistics%20Capacity%20on%20Economic%20Sustainability%20of%20SMEs,,,,,source:multi,,,,,
1480,2_NO_DOI_MANUAL,0,3,2020,Dimensional Impact of Social Capital on Financial Performance of SMEs,JOURNAL OF ENTREPRENEURSHIP,,,,,,,https://openalex.org/works?search=Dimensional%20Impact%20of%20Social%20Capital%20on%20Financial%20Performance%20of%20SMEs,https://scholar.google.com/scholar?q=Dimensional%20Impact%20of%20Social%20Capital%20on%20Financial%20Performance%20of%20SMEs,,,,,source:wos,,,,,
1481,2_NO_DOI_MANUAL,1,3,2020,International expansion: mediation of dynamic capabilities,MARKETING INTELLIGENCE & PLANNING,,,,,,,https://openalex.org/works?search=International%20expansion%3A%20mediation%20of%20dynamic%20capabilities,https://scholar.google.com/scholar?q=International%20expansion%3A%20mediation%20of%20dynamic%20capabilities,,,,,source:multi,,,,,0
1491,2_NO_DOI_MANUAL,0,3,2020,Social media resources and export performance: the role of trust and commitment,INTERNATIONAL MARKETING REVIEW,,,,,,,https://openalex.org/works?search=Social%20media%20resources%20and%20export%20performance%3A%20the%20role%20of%20trust%20and%20commitment,https://scholar.google.com/scholar?q=Social%20media%20resources%20and%20export%20performance%3A%20the%20role%20of%20trust%20and%20commitment,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1494,2_NO_DOI_MANUAL,0,3,2020,"Learning by exporting under fast, short-term changes: The moderating role of absorptive capacity and foreign collaborative agreements",INTERNATIONAL BUSINESS REVIEW,,,,,,,https://openalex.org/works?search=Learning%20by%20exporting%20under%20fast%2C%20short-term%20changes%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20foreign%20collaborati,https://scholar.google.com/scholar?q=Learning%20by%20exporting%20under%20fast%2C%20short-term%20changes%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20foreign%20collaborati,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1496,2_NO_DOI_MANUAL,0,3,2020,FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,,,,,,https://openalex.org/works?search=FIRMS%27%20EXPORT%20PERFORMANCE%3A%20A%20FRACTIONAL%20ECONOMETRIC%20APPROACH,https://scholar.google.com/scholar?q=FIRMS%27%20EXPORT%20PERFORMANCE%3A%20A%20FRACTIONAL%20ECONOMETRIC%20APPROACH,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1547,2_NO_DOI_MANUAL,1,3,2020,Does Gender Diversity Affect Performance in Agri-Food Cooperatives? A Moderated Model,SUSTAINABILITY,,,,,,,https://openalex.org/works?search=Does%20Gender%20Diversity%20Affect%20Performance%20in%20Agri-Food%20Cooperatives%3F%20A%20Moderated%20Model,https://scholar.google.com/scholar?q=Does%20Gender%20Diversity%20Affect%20Performance%20in%20Agri-Food%20Cooperatives%3F%20A%20Moderated%20Model,,,,fsts,source:wos,,,,,0
1561,2_NO_DOI_MANUAL,0,3,2020,Knowledge integration in international SMEs - The effects on firm innovation and performance,COGENT BUSINESS & MANAGEMENT,,,,,,,https://openalex.org/works?search=Knowledge%20integration%20in%20international%20SMEs%20-%20The%20effects%20on%20firm%20innovation%20and%20performance,https://scholar.google.com/scholar?q=Knowledge%20integration%20in%20international%20SMEs%20-%20The%20effects%20on%20firm%20innovation%20and%20performance,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
1564,2_NO_DOI_MANUAL,0,3,2022,Top management team international diversity and the performance of international R&D,GLOBAL STRATEGY JOURNAL,,,,,,,https://openalex.org/works?search=Top%20management%20team%20international%20diversity%20and%20the%20performance%20of%20international%20R%26D,https://scholar.google.com/scholar?q=Top%20management%20team%20international%20diversity%20and%20the%20performance%20of%20international%20R%26D,,,,,source:wos,,,,,0
1568,2_NO_DOI_MANUAL,0,3,2021,Export behaviour and innovation: a challenge to be met by cooperatives,ECONOMICS BULLETIN,,,,,,,https://openalex.org/works?search=Export%20behaviour%20and%20innovation%3A%20a%20challenge%20to%20be%20met%20by%20cooperatives,https://scholar.google.com/scholar?q=Export%20behaviour%20and%20innovation%3A%20a%20challenge%20to%20be%20met%20by%20cooperatives,,,,fsts,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
1578,2_NO_DOI_MANUAL,2,3,2020,Chinese Service Multinationals: The Degree of Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,,,,,,https://openalex.org/works?search=Chinese%20Service%20Multinationals%3A%20The%20Degree%20of%20Internationalization%20and%20Performance,https://scholar.google.com/scholar?q=Chinese%20Service%20Multinationals%3A%20The%20Degree%20of%20Internationalization%20and%20Performance,,,,,source:multi,,,,,0
1580,2_NO_DOI_MANUAL,2,3,2020,THE IMPACT OF GENDER ON FINANCIAL PERFORMANCE: EVIDENCE FROM A SAMPLE OF PORTUGUESE SMEs,POLISH JOURNAL OF MANAGEMENT STUDIES,,,,,,,https://openalex.org/works?search=THE%20IMPACT%20OF%20GENDER%20ON%20FINANCIAL%20PERFORMANCE%3A%20EVIDENCE%20FROM%20A%20SAMPLE%20OF%20PORTUGUESE%20SMEs,https://scholar.google.com/scholar?q=THE%20IMPACT%20OF%20GENDER%20ON%20FINANCIAL%20PERFORMANCE%3A%20EVIDENCE%20FROM%20A%20SAMPLE%20OF%20PORTUGUESE%20SMEs,,,,,source:multi,,,,,
1583,2_NO_DOI_MANUAL,2,3,2020,Top management capabilities and performance of halal product,INNOVATION & MANAGEMENT REVIEW,,,,,,,https://openalex.org/works?search=Top%20management%20capabilities%20and%20performance%20of%20halal%20product,https://scholar.google.com/scholar?q=Top%20management%20capabilities%20and%20performance%20of%20halal%20product,,,,,source:multi,,,,,0
