seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type,l2_deep_flag,l2_deep_reason,priority,dedup_status,dedup_key
721,"The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan","Driffield, Nigel; Chiang, P.",2009,INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,crossref_score=70,Driffield_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:subsidiaries+fp,UNSURE,WEAK-INCL:subsidiaries,1,,,Y,L2:subsidiaries+fp,Low,new_unique,driffield_2009
726,Relationships between business factors and performance in internationalization An empirical study in China,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",2009,MANAGEMENT DECISION,,crossref_no_match,Zeng_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,zeng_2009
727,Triple-testing the quality of multinationality-performance research: An internalization theory perspective,"Verbeke, Alain; Brugman, Paul",2009,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.01.005,crossref_score=73,Verbeke_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,verbeke_2009
730,How Firm Performance Affects Internationalization,"Jung, Jae C.; Bansal, Pratima",2009,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Jung_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,jung_2009
731,Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,"Mauri, Alfredo J.",2009,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,crossref_score=68,Mauri_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:firm-performance,,,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Low,new_unique,mauri_2009
732,Exporting and productivity in business services: Evidence from the United States,"Love, James H.; Mansury, Mica Ariana",2009,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,crossref_score=60,Love_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,1,,,Y,L2:exporter+fp-confirmed,Low,new_unique,love_2009
733,Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",2009,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,crossref_score=85,Koh_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,1,other,firm_performance,Y,L2:title-I+P-confirmed,Low,new_unique,koh_2009
734,Internationalization of retail banks: A micro-level study of the multinationality-performance relationship,"Venzin, Markus; Kumar, Vikas; Kleine, Jens",2008,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-008-0027-7,crossref_score=75,Venzin_2008,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,venzin_2008
735,Multinationality and technical efficiency: A neglected perspective,"Li, Lei",2008,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Li_2008,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,li_2008
736,The role of internationalization in explaining innovation performance,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John A.; Wang, Chengqi",2008,TECHNOVATION,,crossref_no_match,Kafouros_2008,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,kafouros_2008
737,"Multinationality, R&D Intensity, and Firm Performance: Evidence from U.S. Manufacturing Firms","Bae, Sung C.; Park, Bell J. C.; Wang, Xiaohong",2008,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Bae_2008,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,1,other,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,bae_2008
738,"Subsidiary size, internationalization, product diversification, and performance in an emerging market","Chiao, Yu-Ching; Yu, Chow-Ming Joseph; Li, Peng-Yu; Chen, Yi-Chuan",2008,INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,crossref_score=67,Chiao_2008,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,chiao_2008
742,The impact of corporate social performance on a firm's multinationality,"Bouquet, Cyril; Deutsch, Yuval",2008,JOURNAL OF BUSINESS ETHICS,,crossref_no_match,Bouquet_2008,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,bouquet_2008
750,TESTING THE GLOBAL AND REGIONAL STRATEGIES OF MULTINATIONAL ENTERPRISES,"Li, Lei; Li, Dan",2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,crossref_no_match,Li_2007,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,li_2007
751,INTERNATIONALIZATION AND PERFORMANCE: THE MODERATING ROLE OF STRATEGIC FIT,"Fortanier, Fabienne; Muller, Alan; van Tulder, Rob",2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,10.1016/s1064-4857(07)13008-4,crossref_score=61,Fortanier_2007,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,fortanier_2007
752,THE EMPIRICS OF MULTINATIONALITY AND PERFORMANCE,"Bowen, Harry P.",2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,crossref_no_match,Bowen_2007,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,bowen_2007
753,"Internationalisation, innovation and productivity: How do firms differ in Italy?","Castellani, Davide; Zanfei, Antonello",2007,WORLD ECONOMY,10.1111/j.1467-9701.2007.00875.x,crossref_score=74,Castellani_2007,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,castellani_2007
755,The impact of national culture and communication on exporter-distributor relations and on export performance,"Nes, Erik B.; Solberg, Carl Arthur; Silkoset, Ragnhild",2007,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.008,crossref_score=68,Nes_2007,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,WEAK-INCL:exporter,,,,Y,L2:title-I+P-confirmed,Low,new_unique,nes_2007
756,"Corporate governance, managers' independence, exporting, and performance of firms in transition economies","Filatotchev, Igor; Isachenkova, Natalia; Mickiewicz, Tomasz",2007,EMERGING MARKETS FINANCE AND TRADE,10.2753/ree1540-496x430504,crossref_score=81,Filatotchev_2007,,,,,,,,,,,,,2,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,2,,,Y,L2:exporter+fp-confirmed,Low,new_unique,filatotchev_2007
757,"How firms differ in innovation, productivity and internationalisation","Castellani, Davide; Zanfei, Antonello",2006,"MULTINATIONAL FIRMS, INNOVATION AND PRODUCTIVITY",,crossref_title_mismatch,Castellani_2006,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,castellani_2006
758,Venture adolescence Internationalization and performance implications of maturation,"Bloodgood, James",2006,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,crossref_no_match,Bloodgood_2006,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,bloodgood_2006
759,"Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy","Chiao, Yu-Ching; Yang, Kuo-Pin; Yu, Chwo-Ming Joseph",2006,SMALL BUSINESS ECONOMICS,10.1007/s11187-005-5604-6,crossref_score=74,Chiao_2006,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,chiao_2006
760,The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,"Yu, CMJ; Chiao, YC; Chen, CJ",2005,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2005.006007,crossref_score=75,Yu_2005,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,1,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,yu_2005
762,The degree of internationalization and the financial performance of European mobile network operators,"Gerpott, TJ; Jakopin, NM",2005,TELECOMMUNICATIONS POLICY,10.1016/j.telpol.2005.06.003,crossref_score=65,Gerpott_2005,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|DOI|financial-perf,,DOI,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,gerpott_2005
763,International learning: antecedents and performance implications among newly internationalizing companies in an exporting context,"Yeoh, PL",2004,INTERNATIONAL MARKETING REVIEW,10.1108/02651330410547171,crossref_score=85,Yeoh_2004,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|exporter,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,yeoh_2004
764,"Internationalization and size, age and profitability in the United Kingdom","Hall, Graham; Tu, Ciwen",2004,HANDBOOK OF RESEARCH ON INTERNATIONAL ENTREPRENEURSHIP,,crossref_no_match,Hall_2004,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,1,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,hall_2004
767,Firms' productivity and internationalization: a statistical dominance test,"Merino, F",2004,APPLIED ECONOMICS LETTERS,10.1080/1350485042000254890,crossref_score=64,Merino_2004,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,merino_2004
769,A three-stage theory of international expansion: the link between multinationality and performance in the service sector,"Contractor, FJ; Kundu, SK; Hsu, CC",2003,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8400003,crossref_score=70,Contractor_2003,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,in_existing,contractor_2003
772,Geographic scope and multinational enterprise performance,"Goerzen, A; Beamish, PW",2003,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.357,crossref_score=62,Goerzen_2003,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,goerzen_2003
774,Multinationality and firm performance: The moderating role of R&D and marketing capabilities,"Kotabe, M; Srinivasan, SS; Aulakh, PS",2002,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8491006,crossref_score=62,Kotabe_2002,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,High,in_existing,kotabe_2002
777,Exchange rate movements and the profitability of US multinationals,"Gao, T",2000,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,,crossref_no_match,Gao_2000,,,,,,,,,,,,,2,,,,,,,Y,L2:prescreen-Y+fp=financial_perf,Y,INCL:MNE|financial-perf,1,other,financial_perf,Y,L2:prescreen-Y+fp=financial_perf,Low,new_unique,gao_2000
780,Analysis of the interaction between regional R&D productivity and the investment strategies of multinational enterprises,"Campi, C; La Bella, A",1998,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,crossref_no_match,Campi_1998,,,,,,,,,,,,,1,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,campi_1998
782,MULTINATIONALITY AND PROFITABILITY,"JUNG, YJ",1991,JOURNAL OF BUSINESS RESEARCH,,crossref_no_match,JUNG_1991,,,,,,,,,,,,,1,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,High,new_unique,jung_1991
