seq,extraction_priority,icrv,dpl,fp_type,internationalization_measure_guess,model_type,title,authors,year,journal,doi,doi_link,google_scholar,fulltext_screening_decision,sample_size_n,reported_coefficient,t_value,df_for_t,p_value,converted_r,conversion_formula,performance_measure_guess,country_guess,region_guess,study_period_start,study_period_end,curve_type,ready_for_r,notes_for_extractor,extracted_by,is_oa,oa_status,pdf_url,best_url
1455,2_NO_DOI_MANUAL,,3,composite,,,Human capital and export performance in the Spanish manufacturing firms,"Lopez Rodriguez, Jose; Serrano Orellana, Bill",2020,BALTIC JOURNAL OF MANAGEMENT,,,https://scholar.google.com/scholar?q=Human%20capital%20and%20export%20performance%20in%20the%20Spanish%20manufacturing%20firms,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1466,2_NO_DOI_MANUAL,,3,composite,,,Internationalization and family firm performance A cross-cultural meta-analysis of the main effect and moderating factors,"Debicki, Bart J.; Miao, Chao; Qian, Shanshan",2020,CROSS CULTURAL & STRATEGIC MANAGEMENT,,,https://scholar.google.com/scholar?q=Internationalization%20and%20family%20firm%20performance%20A%20cross-cultural%20meta-analysis%20of%20the%20main%20effect%20and%20moderating%20factor,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1470,2_NO_DOI_MANUAL,3,3,productivity,fsts,ols,Conventional procedure <i>vis-a-vis</i> bootstrap-based corrections of efficiency analyses,"Valiyattoor, Vipin; Bhandari, Anup Kumar",2020,INDIAN GROWTH AND DEVELOPMENT REVIEW,,,https://scholar.google.com/scholar?q=Conventional%20procedure%20%3Ci%3Evis-a-vis%3C/i%3E%20bootstrap-based%20corrections%20of%20efficiency%20analyses,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1481,2_NO_DOI_MANUAL,,3,composite,,sem,International expansion: mediation of dynamic capabilities,"Ledesma-Chaves, Pablo; Arenas-Gaitan, Jorge; Garcia-Cruz, Rosario",2020,MARKETING INTELLIGENCE & PLANNING,,,https://scholar.google.com/scholar?q=International%20expansion%3A%20mediation%20of%20dynamic%20capabilities,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1491,2_NO_DOI_MANUAL,,3,composite,,,Social media resources and export performance: the role of trust and commitment,"Mahmoud, Mahmoud Abdulai; Adams, Matilda; Abubakari, Aidatu; Commey, Nicholas Oblitei; Kastner, Adelaide Naa Amerley",2020,INTERNATIONAL MARKETING REVIEW,,,https://scholar.google.com/scholar?q=Social%20media%20resources%20and%20export%20performance%3A%20the%20role%20of%20trust%20and%20commitment,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1494,2_NO_DOI_MANUAL,,3,,,,"Learning by exporting under fast, short-term changes: The moderating role of absorptive capacity and foreign collaborative agreements","D'Angelo, Alfredo; Ganotakis, Panagiotis; Love, James H.",2020,INTERNATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=Learning%20by%20exporting%20under%20fast%2C%20short-term%20changes%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20foreign%20collaborati,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1496,2_NO_DOI_MANUAL,,3,composite,,,FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,"Faria, Samuel; Rebelo, Joao; Gouveia, Sofia",2020,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,,https://scholar.google.com/scholar?q=FIRMS%27%20EXPORT%20PERFORMANCE%3A%20A%20FRACTIONAL%20ECONOMETRIC%20APPROACH,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1547,2_NO_DOI_MANUAL,,3,composite,fsts,,Does Gender Diversity Affect Performance in Agri-Food Cooperatives? A Moderated Model,"Melia-Marti, Elena; Tormo-Carbo, Guillermina; Francisco Julia-Igual, Juan",2020,SUSTAINABILITY,,,https://scholar.google.com/scholar?q=Does%20Gender%20Diversity%20Affect%20Performance%20in%20Agri-Food%20Cooperatives%3F%20A%20Moderated%20Model,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1561,2_NO_DOI_MANUAL,,3,composite,,,Knowledge integration in international SMEs - The effects on firm innovation and performance,"Azari, Mohammad Javadinia; Aspelund, Arild; Eide, Ann Elida",2020,COGENT BUSINESS & MANAGEMENT,,,https://scholar.google.com/scholar?q=Knowledge%20integration%20in%20international%20SMEs%20-%20The%20effects%20on%20firm%20innovation%20and%20performance,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1578,2_NO_DOI_MANUAL,2,3,composite,,,Chinese Service Multinationals: The Degree of Internationalization and Performance,"Wei, Ziyi; Nguyen, Quyen T. K.",2020,MANAGEMENT INTERNATIONAL REVIEW,,,https://scholar.google.com/scholar?q=Chinese%20Service%20Multinationals%3A%20The%20Degree%20of%20Internationalization%20and%20Performance,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1583,2_NO_DOI_MANUAL,2,3,composite,,,Top management capabilities and performance of halal product,"Ismail, Mazida; Mohamad, Norhidayah; Ahamat, Amiruddin",2020,INNOVATION & MANAGEMENT REVIEW,,,https://scholar.google.com/scholar?q=Top%20management%20capabilities%20and%20performance%20of%20halal%20product,Y,,,,,,,,,,,,,,0,source:multi,,,,,
506,2_NO_DOI_MANUAL,,3,GROW,Internationalization,,How internationalization affects firms' growth in the MENA region? A quantile regression approach,"Ben Slimane, Mehdi; Baghdadi, Leila",2019,ECONOMICS BULLETIN,,,https://scholar.google.com/scholar?q=How%20internationalization%20affects%20firms%27%20growth%20in%20the%20MENA%20region%3F%20A%20quantile%20regression%20approach,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Growth,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
1373,2_NO_DOI_MANUAL,,3,composite,,,Effect of Marketing Strategies on Export Performance of Agricultural Products: The Case of Saffron in Iran,"Kashefi, M.; Mohammadi, H.; Abolhasani, L.",2019,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,,,https://scholar.google.com/scholar?q=Effect%20of%20Marketing%20Strategies%20on%20Export%20Performance%20of%20Agricultural%20Products%3A%20The%20Case%20of%20Saffron%20in%20Iran,Y,,,,,,,,,,,,,,0,source:multi,,,,,
2372,2_NO_DOI_MANUAL,,3,composite,,,Internationalization effects on financial performance: The case of portuguese industrial SMEs,Pacheco L.,2019,Journal of Small Business Strategy,,,https://scholar.google.com/scholar?q=Internationalization%20effects%20on%20financial%20performance%3A%20The%20case%20of%20portuguese%20industrial%20SMEs,Y,,,,,,,,,,,,,,0,source:scopus,,,,,
2380,2_NO_DOI_MANUAL,,3,composite,,,Internationalization effects on performance: The case of the portuguese textile and wearing firms,Pacheco L.,2019,Journal of Textile and Apparel Technology and Management,,,https://scholar.google.com/scholar?q=Internationalization%20effects%20on%20performance%3A%20The%20case%20of%20the%20portuguese%20textile%20and%20wearing%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,,,,
509,2_NO_DOI_MANUAL,,3,ACC,Export intensity,,"Manufacturing exports, profitability and working capital","Habib, Ashfaq; Huang, Xiaoxia",2018,HUMAN SYSTEMS MANAGEMENT,,,https://scholar.google.com/scholar?q=Manufacturing%20exports%2C%20profitability%20and%20working%20capital,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
1202,2_NO_DOI_MANUAL,,3,composite,,,The effects of R&D intensity and internationalization on the performance of non-high-tech SMEs,"Booltink, Lucas W. A.; Saka-Helmhout, Ayse",2018,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,https://scholar.google.com/scholar?q=The%20effects%20of%20R%26D%20intensity%20and%20internationalization%20on%20the%20performance%20of%20non-high-tech%20SMEs,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1216,2_NO_DOI_MANUAL,,3,productivity,,,Effects of the use of competitiveness as a strategy on exporting companies: Status of the issue,"Valero Cordoba, Gladys Mireya; Rodenes, Manuel; Elena Rueda, Gladys",2018,EQUIDAD & DESARROLLO,,,https://scholar.google.com/scholar?q=Effects%20of%20the%20use%20of%20competitiveness%20as%20a%20strategy%20on%20exporting%20companies%3A%20Status%20of%20the%20issue,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1229,2_NO_DOI_MANUAL,,3,composite,,,"Process and product innovations, multi-product status and export performance: firm-level evidence from V-4 countries","Cieslik, Andrzej; Michalek, Jan Jakub",2018,EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLICY,,,https://scholar.google.com/scholar?q=Process%20and%20product%20innovations%2C%20multi-product%20status%20and%20export%20performance%3A%20firm-level%20evidence%20from%20V-4%20countries,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1232,2_NO_DOI_MANUAL,,3,composite,,,International Entrepreneurship: A Meta-Analysis on the Internationalization and Performance Relationship,"Schwens, Christian; Zapkau, Florian B.; Bierwerth, Michael; Isidor, Rodrigo; Knight, Gary; Kabst, Ruediger",2018,ENTREPRENEURSHIP THEORY AND PRACTICE,,,https://scholar.google.com/scholar?q=International%20Entrepreneurship%3A%20A%20Meta-Analysis%20on%20the%20Internationalization%20and%20Performance%20Relationship,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1250,2_NO_DOI_MANUAL,,3,composite,,,From intangible resources to export performance: Exploring the mediating effect of absorptive capabilities and innovation,"Rua, Orlando Lima",2018,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,https://scholar.google.com/scholar?q=From%20intangible%20resources%20to%20export%20performance%3A%20Exploring%20the%20mediating%20effect%20of%20absorptive%20capabilities%20and%20innovatio,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1252,2_NO_DOI_MANUAL,,3,composite,,,Firm internationalization and performance: Evidence for designing policies,"Calabrese, Giuseppe Giulio; Manello, Alessandro",2018,JOURNAL OF POLICY MODELING,,,https://scholar.google.com/scholar?q=Firm%20internationalization%20and%20performance%3A%20Evidence%20for%20designing%20policies,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1256,2_NO_DOI_MANUAL,,3,composite,,,"Internationalization and performance: Degree, duration, and scale of operations","Abdi, Majid; Aulakh, Preet S.",2018,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,https://scholar.google.com/scholar?q=Internationalization%20and%20performance%3A%20Degree%2C%20duration%2C%20and%20scale%20of%20operations,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1302,2_NO_DOI_MANUAL,,3,composite,,,International e-commerce for fashion products: what is the relationship with performance?,"Macchion, Laura; Moretto, Antonella Maria; Caniato, Federico; Caridi, Maria; Danese, Pamela; Vinelli, Andrea",2017,INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,,,https://scholar.google.com/scholar?q=International%20e-commerce%20for%20fashion%20products%3A%20what%20is%20the%20relationship%20with%20performance%3F,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1304,2_NO_DOI_MANUAL,2,3,,,,Effects of human capital on the relationship between export and firm innovation,"Liu, Guangqiang; Pang, Lirang; Kong, Dongmin",2017,CHINESE MANAGEMENT STUDIES,,,https://scholar.google.com/scholar?q=Effects%20of%20human%20capital%20on%20the%20relationship%20between%20export%20and%20firm%20innovation,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1309,2_NO_DOI_MANUAL,,3,composite,,,SME international performance in Latin America The role of entrepreneurial and technological capabilities,"Bianchi, Constanza; Glavas, Charmaine; Mathews, Shane",2017,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,,,https://scholar.google.com/scholar?q=SME%20international%20performance%20in%20Latin%20America%20The%20role%20of%20entrepreneurial%20and%20technological%20capabilities,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1310,2_NO_DOI_MANUAL,3,3,composite,,,Internationalization and performance of Indian born globals Moderating role of presence of foreign equity,"Ganvir, Manish B.; Dwivedi, Neeraj",2017,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,https://scholar.google.com/scholar?q=Internationalization%20and%20performance%20of%20Indian%20born%20globals%20Moderating%20role%20of%20presence%20of%20foreign%20equity,Y,,,,,,,,,,,,,,0,source:multi,,,,,
511,2_NO_DOI_MANUAL,2,3,TBD,Degree of internationalization/multinationality,,Rethinking the Literature on the Performance of Chinese Multinational Enterprises,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",2016,MANAGEMENT AND ORGANIZATION REVIEW,,,https://scholar.google.com/scholar?q=Rethinking%20the%20Literature%20on%20the%20Performance%20of%20Chinese%20Multinational%20Enterprises,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,China,Asia,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
510,2_NO_DOI_MANUAL,,3,Productivity,Export intensity,,"R&D investments, financing constraints, exporting and productivity","Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea",2016,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,,https://scholar.google.com/scholar?q=R%26D%20investments%2C%20financing%20constraints%2C%20exporting%20and%20productivity,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Productivity,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
1092,2_NO_DOI_MANUAL,,3,composite,fsts,panel,The impact of industry characteristics on firms' export intensity,"Reis, Joana; Forte, Rosa",2016,INTERNATIONAL AREA STUDIES REVIEW,,,https://scholar.google.com/scholar?q=The%20impact%20of%20industry%20characteristics%20on%20firms%27%20export%20intensity,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1099,2_NO_DOI_MANUAL,0,3,composite,,,Multimarket contact and performance: Evidence from emerging economies,"Dominguez, Beatriz; Garrido, Elisabet; Orcos, Raquel",2016,BRQ-BUSINESS RESEARCH QUARTERLY,,,https://scholar.google.com/scholar?q=Multimarket%20contact%20and%20performance%3A%20Evidence%20from%20emerging%20economies,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1102,2_NO_DOI_MANUAL,,3,composite,,,REPLICATING THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: IS THERE AN S-CURVE?,"Berry, Heather; Kaul, Aseem",2016,STRATEGIC MANAGEMENT JOURNAL,,,https://scholar.google.com/scholar?q=REPLICATING%20THE%20MULTINATIONALITY-PERFORMANCE%20RELATIONSHIP%3A%20IS%20THERE%20AN%20S-CURVE%3F,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1128,2_NO_DOI_MANUAL,,3,composite,,,International diversification and firm performance: a four-stage model,"Ferraris, Alberto; Bresciani, Stefano",2016,EUROMED JOURNAL OF BUSINESS,,,https://scholar.google.com/scholar?q=International%20diversification%20and%20firm%20performance%3A%20a%20four-stage%20model,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1166,2_NO_DOI_MANUAL,2,3,sales_growth,fsts,,Linking Key Performance Indicators to New International Venture Survival,"Chen, Yasheng; Jermias, Johnny",2016,JOURNAL OF INTERNATIONAL ACCOUNTING RESEARCH,,,https://scholar.google.com/scholar?q=Linking%20Key%20Performance%20Indicators%20to%20New%20International%20Venture%20Survival,Y,,,,,,,,,,,,,,0,source:multi,,,,,
980,2_NO_DOI_MANUAL,,3,composite,,,Internationalization pathways and the performance of SMEs,"Fernandez Olmos, Marta; Diez-Vial, Isabel",2015,EUROPEAN JOURNAL OF MARKETING,,,https://scholar.google.com/scholar?q=Internationalization%20pathways%20and%20the%20performance%20of%20SMEs,Y,,,,,,,,,,,,,,0,source:wos,,,,,
990,2_NO_DOI_MANUAL,2,3,composite,,,INTERNATIONALIZATION STRATEGY AND FIRM PERFORMANCE: ESTIMATION OF CORPORATE STRATEGY EFFECT BASED ON BIG DATA OF CHINESE IT COMPANIES IN A COMPLEX NETWORK,"Huo, Da; Hung, Ken",2015,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,,https://scholar.google.com/scholar?q=INTERNATIONALIZATION%20STRATEGY%20AND%20FIRM%20PERFORMANCE%3A%20ESTIMATION%20OF%20CORPORATE%20STRATEGY%20EFFECT%20BASED%20ON%20BIG%20DATA%20OF%20CHINESE,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1002,2_NO_DOI_MANUAL,2,3,composite,,,Effect of export experience and market scope strategy on export performance: Evidence from Poland,"Cieslik, Jerzy; Kaciak, Eugene; Thongpapanl, Narongsak (Tek)",2015,INTERNATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=Effect%20of%20export%20experience%20and%20market%20scope%20strategy%20on%20export%20performance%3A%20Evidence%20from%20Poland,Y,,,,,,,,,,,,,,0,source:wos,,,,,
1014,2_NO_DOI_MANUAL,,3,productivity,,,A PROFILE OF THE ITALIAN MULTINATIONAL FIRMS,"Cristadoro, Riccardo; D'Aurizio, Leandro",2015,POLITICA ECONOMICA,,,https://scholar.google.com/scholar?q=A%20PROFILE%20OF%20THE%20ITALIAN%20MULTINATIONAL%20FIRMS,Y,,,,,,,,,,,,,,0,source:multi,,,,,
1060,2_NO_DOI_MANUAL,,3,productivity,fsts,,Product quality and firm heterogeneity in international trade,"Gervais, Antoine",2015,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,,,https://scholar.google.com/scholar?q=Product%20quality%20and%20firm%20heterogeneity%20in%20international%20trade,Y,,,,,,,,,,,,,,0,source:multi,,,,,
512,2_NO_DOI_MANUAL,,3,composite,Geographic diversification,,"Added Psychic Distance Stimuli and MNE Performance Performance Effects of Added Cultural, Governance, Geographic, and Economic Distance in MNEs' International Expansion","Hutzschenreuter, Thomas; Kleindienst, Ingo; Lange, Sandra",2014,JOURNAL OF INTERNATIONAL MANAGEMENT,,,https://scholar.google.com/scholar?q=Added%20Psychic%20Distance%20Stimuli%20and%20MNE%20Performance%20Performance%20Effects%20of%20Added%20Cultural%2C%20Governance%2C%20Geographic%2C%20and%20Economic%20Distance%20in%20MNEs%27%20International%20Expansion,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
869,2_NO_DOI_MANUAL,2,3,composite,,,Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,"Onodi, Annamaria Kazai",2014,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,https://scholar.google.com/scholar?q=Export%20Performance%20Clusters%20of%20the%20Hungarian%20Enterprises%3A%20What%20Factors%20are%20Behind%20the%20Successful%20Export%20Activities%3F,Y,,,,,,,,,,,,,,0,source:multi,,,,,
874,2_NO_DOI_MANUAL,,3,composite,,,"The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Baltic and Caucasus States","Cieslik, Andrzej; Michalek, Jan; Michalek, Anna",2014,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,https://scholar.google.com/scholar?q=The%20Influence%20of%20Firm%20Characteristics%20and%20Export%20Performance%20in%20Central%20and%20Eastern%20Europe%3A%20Comparisons%20of%20Visegrad%2C%20Bal,Y,,,,,,,,,,,,,,0,source:multi,,,,,
892,2_NO_DOI_MANUAL,,3,composite,,,Explaining Export Performance in the Spanish Defense Industry,"Fonfria, Antonio; Duch-Brown, Nestor",2014,DEFENCE AND PEACE ECONOMICS,,,https://scholar.google.com/scholar?q=Explaining%20Export%20Performance%20in%20the%20Spanish%20Defense%20Industry,Y,,,,,,,,,,,,,,0,source:multi,,,,,
900,2_NO_DOI_MANUAL,,3,composite,,,The impact of MNE cultural diversity on the internationalization-performance relationship Theory and evidence from European multinational enterprises,"de Jong, Gjalt; van Houten, Jerry",2014,INTERNATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=The%20impact%20of%20MNE%20cultural%20diversity%20on%20the%20internationalization-performance%20relationship%20Theory%20and%20evidence%20from%20Europ,Y,,,,,,,,,,,,,,0,source:multi,,,,,
905,2_NO_DOI_MANUAL,,3,composite,,,A synergy effect of internationalization and firm size on performance US hotel industry,"Lee, Seoki; Upneja, Arun; Ozdemir, Ozgur; Sun, Kyung-A",2014,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,,https://scholar.google.com/scholar?q=A%20synergy%20effect%20of%20internationalization%20and%20firm%20size%20on%20performance%20US%20hotel%20industry,Y,,,,,,,,,,,,,,0,source:multi,,,,,
2428,2_NO_DOI_MANUAL,,3,,,,Internationalization and innovation profitability: The case of Tunisian service firms,Sdiri H.,2014,Problems and Perspectives in Management,,,https://scholar.google.com/scholar?q=Internationalization%20and%20innovation%20profitability%3A%20The%20case%20of%20Tunisian%20service%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,,,,
437,2_NO_DOI_MANUAL,,3,TBD,FDI,,Multinational Performance and the Geography of FDI,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",2013,MANAGEMENT INTERNATIONAL REVIEW,,,https://scholar.google.com/scholar?q=Multinational%20Performance%20and%20the%20Geography%20of%20FDI,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
805,2_NO_DOI_MANUAL,,3,,,,DEGREE OF INTERNATIONALIZATION IN LOGISTICS SECTOR AND STRATEGIC ORIENTATIONS,"Polat, Inci; Mutlu, Hanifi Murat",2013,LOGFORUM,,,https://scholar.google.com/scholar?q=DEGREE%20OF%20INTERNATIONALIZATION%20IN%20LOGISTICS%20SECTOR%20AND%20STRATEGIC%20ORIENTATIONS,Y,,,,,,,,,,,,,,0,source:wos,,,,,
806,2_NO_DOI_MANUAL,,3,composite,,,AN INVESTIGATION INTO MEDIUM-SIZED MULTINATIONAL ENTERPRISES,"Musca, Maria; Schiliro, Daniele",2013,ATTI ACCADEMIA PELORITANA DEI PERICOLANTI-CLASSE DI SCIENZE FISICHE MATEMATICHE E NATURALI,,,https://scholar.google.com/scholar?q=AN%20INVESTIGATION%20INTO%20MEDIUM-SIZED%20MULTINATIONAL%20ENTERPRISES,Y,,,,,,,,,,,,,,0,source:multi,,,,,
810,2_NO_DOI_MANUAL,1,3,composite,,,The M Curve and the multinationality-performance relationship of Korean INVs,"Lee, In Hyeock (Ian)",2013,MULTINATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=The%20M%20Curve%20and%20the%20multinationality-performance%20relationship%20of%20Korean%20INVs,Y,,,,,,,,,,,,,,0,source:multi,,,,,
813,2_NO_DOI_MANUAL,,3,composite,,,The internet as an alternative path to internationalization?,"Sinkovics, Noemi; Sinkovics, Rudolf R.; Jean, Ruey-Jer 'Bryan'",2013,INTERNATIONAL MARKETING REVIEW,,,https://scholar.google.com/scholar?q=The%20internet%20as%20an%20alternative%20path%20to%20internationalization%3F,Y,,,,,,,,,,,,,,0,source:wos,,,,,
831,2_NO_DOI_MANUAL,1,3,composite,,,Export Strategies and Performance of Small and Medium-sized Enterprises: Evidence from Korean Manufacturing SMEs,"Lee, Seong-Bong; Kotabe, Masaaki; Yoon, Albert H.; Kwon, Ki-Hwan",2013,JOURNAL OF KOREA TRADE,,,https://scholar.google.com/scholar?q=Export%20Strategies%20and%20Performance%20of%20Small%20and%20Medium-sized%20Enterprises%3A%20Evidence%20from%20Korean%20Manufacturing%20SMEs,Y,,,,,,,,,,,,,,0,source:wos,,,,,
835,2_NO_DOI_MANUAL,,3,composite,,,Family Management and Internationalization: The Impact on Firm Performance and Innovation,"Tsao, Shou-Min; Lien, Wei-Hao",2013,MANAGEMENT INTERNATIONAL REVIEW,,,https://scholar.google.com/scholar?q=Family%20Management%20and%20Internationalization%3A%20The%20Impact%20on%20Firm%20Performance%20and%20Innovation,Y,,,,,,,,,,,,,,0,source:multi,,,,,
2448,2_NO_DOI_MANUAL,1,3,composite,,,"Foreign direct investment, firm-specific resources, and financial performance in a host country: Evidence from Taiwan",Chung K.C.,2013,Actual Problems of Economics,,,https://scholar.google.com/scholar?q=Foreign%20direct%20investment%2C%20firm-specific%20resources%2C%20and%20financial%20performance%20in%20a%20host%20country%3A%20Evidence%20from%20Taiwan,Y,,,,,,,,,,,,,,0,source:scopus,,,,,
514,2_NO_DOI_MANUAL,1,3,firm_performance,Degree of internationalization/multinationality,,Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",2012,INTERNATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=Proactive%20management%20of%20political%20risk%20and%20corporate%20performance%3A%20The%20case%20of%20Spanish%20multinational%20enterprises,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,Spain,Europe,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
440,2_NO_DOI_MANUAL,,3,TBD,Internationalization,,Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",2012,JOURNAL OF RETAILING,,,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Retail%20Firms%3A%20A%20Bayesian%20Dynamic%20Model,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
441,2_NO_DOI_MANUAL,,3,TBD,Internationalization,,INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,"Fisch, Jan Hendrik",2012,GLOBAL STRATEGY JOURNAL,,,https://scholar.google.com/scholar?q=INFORMATION%20COSTS%20AND%20INTERNATIONALIZATION%20PERFORMANCE,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
442,2_NO_DOI_MANUAL,,3,Productivity,Export intensity,,Firms' internationalization and productivity growth,"Merino, Fernando",2012,RESEARCH IN ECONOMICS,,,https://scholar.google.com/scholar?q=Firms%27%20internationalization%20and%20productivity%20growth,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Productivity,TO_EXTRACT,TO_EXTRACT,,,,NO,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,
