seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes
565,Foreign multinationals and domestic innovation: Intra-industry effects and firm heterogeneity,"Crescenzi, Riccardo; Gagliardi, Luisa; Iammarino, Simona",2015,RESEARCH POLICY,10.1016/j.respol.2014.12.009,crossref_score=77,Crescenzi_2015,,,,,,,,,,,,,3,,,,,,,,
566,R&D internationalization and innovation performance,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",2015,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Hsu_2015,,,,,,,,,,,,,3,,,,,,,,
567,"Home institutions, internationalization and firm performance Evidence from listed Chinese firms","Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao",2015,MANAGEMENT DECISION,,crossref_no_match,Chen_2015,,,,,,,,,,,,,3,,,,,,,,
568,Globalization and diversification strategy: A managerial perspective,"Bowen, Harry P.; Baker, H. Kent; Powell, Gary E.",2015,SCANDINAVIAN JOURNAL OF MANAGEMENT,,crossref_no_match,Bowen_2015,,,,,,,,,,,,,3,,,,,,,,
569,Internationalization pathways and the performance of SMEs,"Fernandez Olmos, Marta; Diez-Vial, Isabel",2015,EUROPEAN JOURNAL OF MARKETING,,crossref_no_match,Olmos_2015,,,,,,,,,,,,,3,,,,,,,,
570,The Effects of Internationalization on Innovation: Firm-Level Evidence for Transition Economies,"Boermans, Martijn Adriaan; Roelfsema, Hein",2015,OPEN ECONOMIES REVIEW,10.1007/s11079-014-9334-8,crossref_score=67,Boermans_2015,,,,,,,,,,,,,3,,,,,,,,
571,The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,"De Noni, Ivan; Apa, Roberta",2015,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-015-0148-6,crossref_score=77,Noni_2015,,,,,,,,,,,,,3,,,,,,,,
572,What Determines Small Champions' Export Performance? Evidence from Korea Firm-Level Data,"Kim, Young Gui; Suh, Jeongmeen",2015,ASIAN ECONOMIC PAPERS,10.1162/asep_a_00356,crossref_score=80,Kim_2015,,,,,,,,,,,,,3,,,,,,,,
573,Efficiency and exports: Evidence from Southern European companies,"Moral-Pajares, Encarnacion; Mozas-Moral, Adoracion; Bernal-Jurado, Enrique; Jesus Medina-Viruel, Miguel",2015,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2015.01.042,crossref_score=70,MoralPajares_2015,,,,,,,,,,,,,3,,,,,,,,
574,Export Experience of Managers and the Internationalisation of Firms,"Sala, Davide; Yalcin, Erdal",2015,WORLD ECONOMY,,crossref_no_match,Sala_2015,,,,,,,,,,,,,3,,,,,,,,
575,FDI from emerging markets and the productivity gap An analysis on affiliates of BRICS EMNEs in Europe,"Sanfilippo, Marco",2015,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.11.005,crossref_score=86,Sanfilippo_2015,,,,,,,,,,,,,3,,,,,,,,
576,International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",2015,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,crossref_score=87,AguileraCaracuel_2015,,,,,,,,,,,,,3,,,,,,,,
577,Determinants of Export Performance: Comparison of Central European and Baltic Firms,"Cieslik, Andrzej; Michalek, Anna; Michalek, Jan Jakub; Mycielski, Jerzy",2015,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,,crossref_no_match,Cieslik_2015,,,,,,,,,,,,,3,,,,,,,,
578,INTERNATIONALIZATION STRATEGY AND FIRM PERFORMANCE: ESTIMATION OF CORPORATE STRATEGY EFFECT BASED ON BIG DATA OF CHINESE IT COMPANIES IN A COMPLEX NETWORK,"Huo, Da; Hung, Ken",2015,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,crossref_no_match,Huo_2015,,,,,,,,,,,,,3,,,,,,,,
579,Internationalisation of upper echelons in different institutional contexts: top managers in Germany and the UK,"Schmid, Stefan; Wurster, Dennis J.",2015,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2015.070232,crossref_score=80,Schmid_2015,,,,,,,,,,,,,3,,,,,,,,
580,Performance management in Polish companies internationalizing their market activities,"Buchelt, Beata",2015,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2015.1041758,crossref_score=74,Buchelt_2015,,,,,,,,,,,,,3,,,,,,,,
581,"Start-ups' Internationalization: The Impact of Business Owners' Management Experience, Start-up Experience and Professional Network on Export Intensity","Debrulle, Jonas; Maes, Johan",2015,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12050,crossref_score=111,Debrulle_2015,,,,,,,,,,,,,3,,,,,,,,
582,Effects of Location Diversification and Corporate Governance on Multinational Enterprises' Financial Performance and Risk-taking: Evidence from Taiwanese Enterprises,"Lu, Cheng-Chang; Kuan, Tsung-Han; Liu, Chwen-Chi",2015,CHINA & WORLD ECONOMY,10.1111/cwe.12128,crossref_score=87,Lu_2015,,,,,,,,,,,,,3,,,,,,,,
583,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries","Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas",2015,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.03.002,crossref_score=76,Heidenreich_2015,,,,,,,,,,,,,3,,,,,,,,
584,Effect of export experience and market scope strategy on export performance: Evidence from Poland,"Cieslik, Jerzy; Kaciak, Eugene; Thongpapanl, Narongsak (Tek)",2015,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Cieslik_2015,,,,,,,,,,,,,3,,,,,,,,
585,Export Behaviour of Micro Firms in the Swedish Computer and Business Service Industries,"Falk, Martin; Hagsten, Eva",2015,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,10.5018/economics-ejournal.ja.2015-32,crossref_score=70,Falk_2015,,,,,,,,,,,,,3,,,,,,,,
586,DOES THE GENDER OF TOP MANAGERS AND OWNERS MATTER FOR FIRM EXPORTS?,"Marques, Helena",2015,FEMINIST ECONOMICS,10.1080/13545701.2015.1029958,crossref_score=69,Marques_2015,,,,,,,,,,,,,3,,,,,,,,
587,"Foreign market experience, learning by hiring and firm export performance","Masso, Jaan; Roigas, Kaert; Vahter, Priit",2015,REVIEW OF WORLD ECONOMICS,10.1007/s10290-015-0224-y,crossref_score=69,Masso_2015,,,,,,,,,,,,,3,,,,,,,,
588,When over internationalized companies reduce their international footprint,"Buigues, Pierre-Andre; Lacoste, Denis; Lavigne, Stephanie",2015,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.04.006,crossref_score=75,Buigues_2015,,,,,,,,,,,,,3,,,,,,,,
589,Innovation and export performance: do young and mature innovative firms differ?,"Gkypali, Areti; Rafailidis, Apostolos; Tsekouras, Kostas",2015,EURASIAN BUSINESS REVIEW,10.1007/s40821-015-0030-4,crossref_score=79,Gkypali_2015,,,,,,,,,,,,,3,,,,,,,,
590,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",2015,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,crossref_score=61,Lu_2015,,,,,,,,,,,,,3,,,,,,,,
591,Performance of unlisted Italian companies acquired by multinationals from emerging markets The case of Indian acquisitions,"Aureli, Selena",2015,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,10.1108/jocm-12-2014-0233,crossref_score=85,Aureli_2015,,,,,,,,,,,,,3,,,,,,,,
592,THE INTERNATIONALIZATION OF AN ALLIANCE PORTFOLIO AS A SME DEVELOPMENT DRIVER,"Castiglioni, Marco; Castro, Ignacio; Luis Galan, Jose",2015,STRATEGIC ALLIANCES FOR SME DEVELOPMENT,10.1108/978-1-68123-906-420251006,crossref_score=61,Castiglioni_2015,,,,,,,,,,,,,3,,,,,,,,
593,Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,"Onodi, Annamaria Kazai",2014,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,crossref_no_match,Onodi_2014,,,,,,,,,,,,,3,,,,,,,,
594,ORGANIZING EXPORT STRATEGIES,"Lojacono, Gabriella; Venzin, Markus",2014,ORCHESTRATION OF THE GLOBAL NETWORK ORGANIZATION,,crossref_no_match,Lojacono_2014,,,,,,,,,,,,,3,,,,,,,,
595,"The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Baltic and Caucasus States","Cieslik, Andrzej; Michalek, Jan; Michalek, Anna",2014,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,crossref_no_match,Cieslik_2014,,,,,,,,,,,,,3,,,,,,,,
596,"Policy effectiveness and ""misalignment"" with firms' strategies A study of pro-internationalization incentives","Torres, Miguel M.; Clegg, L. Jeremy",2014,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Torres_2014,,,,,,,,,,,,,3,,,,,,,,
597,"Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation","Yeoh, Poh-Lin",2014,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21597,crossref_score=78,Yeoh_2014,,,,,,,,,,,,,3,,,,,,,,
598,Export performance: multiple predictors and multiple measures approach,"Kahiya, Eldrede Tinashe; Dean, David L.",2014,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-11-2012-0119,crossref_score=68,Kahiya_2014,,,,,,,,,,,,,3,,,,,,,,
599,"An explanation of firms' internationalisation modes, blending firm heterogeneity and spatial agglomeration: microevidence from Italy","Cainelli, Giulio; Di Maria, Eleonora; Ganau, Roberto",2014,ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,10.1068/a4690,crossref_score=100,Cainelli_2014,,,,,,,,,,,,,3,,,,,,,,
600,How do resources and diversification strategy explain the performance consequences of internationalization?,"Chen, Yan; Jiang, Yiwei; Wang, Chengqi; Hsu, Wen Chung",2014,MANAGEMENT DECISION,10.1108/md-10-2013-0527,crossref_score=63,Chen_2014,,,,,,,,,,,,,3,,,,,,,,
601,"Facing global economic crisis: Foreign sales, ownership groups, and corporate value","Ma, Xufei; Yiu, Daphne W.; Zhou, Nan",2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.02.002,crossref_score=75,Ma_2014,,,,,,,,,,,,,3,,,,,,,,
602,"Testing the Regional Performance of Multinational Enterprises in the Retail Sector: The Moderating Effects of Timing, Speed and Experience","Mohr, Alex; Fastoso, Fernando; Wang, Chengang; Shirodkar, Vikrant",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12013,crossref_score=72,Mohr_2014,,,,,,,,,,,,,3,,,,,,,,
603,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,"Oh, Chang Hoon; Contractor, Farok",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12019,crossref_score=69,Oh_2014,,,,,,,,,,,,,3,,,,,,,,
604,Explaining Export Performance in the Spanish Defense Industry,"Fonfria, Antonio; Duch-Brown, Nestor",2014,DEFENCE AND PEACE ECONOMICS,,crossref_no_match,Fonfria_2014,,,,,,,,,,,,,3,,,,,,,,
605,How Do Local Knowledge Spillovers and Experience Affect Export Performance?,"Diez-Vial, Isabel; Fernandez-Olmos, Marta",2014,EUROPEAN PLANNING STUDIES,10.1080/09654313.2012.741570,crossref_score=72,DiezVial_2014,,,,,,,,,,,,,3,,,,,,,,
606,From M-P to MA-P: Multinationality alignment and performance,"Powell, K. Skylar",2014,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,crossref_no_match,Powell_2014,,,,,,,,,,,,,3,,,,,,,,
607,The role of services for manufacturing firm exports,"Lodefalk, Magnus",2014,REVIEW OF WORLD ECONOMICS,10.1007/s10290-013-0171-4,crossref_score=61,Lodefalk_2014,,,,,,,,,,,,,3,,,,,,,,
608,A synergy effect of internationalization and firm size on performance US hotel industry,"Lee, Seoki; Upneja, Arun; Ozdemir, Ozgur; Sun, Kyung-A",2014,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,crossref_no_match,Lee_2014,,,,,,,,,,,,,3,,,,,,,,
609,The impact of multinationality on firm value: A comparative analysis of machine learning techniques,"Kuzey, Cemil; Uyar, Ali; Delen, Dursun",2014,DECISION SUPPORT SYSTEMS,10.1016/j.dss.2013.11.001,crossref_score=66,Kuzey_2014,,,,,,,,,,,,,3,,,,,,,,
610,"Added Psychic Distance Stimuli and MNE Performance Performance Effects of Added Cultural, Governance, Geographic, and Economic Distance in MNEs' International Expansion","Hutzschenreuter, Thomas; Kleindienst, Ingo; Lange, Sandra",2014,JOURNAL OF INTERNATIONAL MANAGEMENT,,crossref_title_mismatch,Hutzschenreuter_2014,,,,,,,,,,,,,3,,,,,,,,
611,Absorptive capacity from foreign direct investment in Spanish manufacturing firms,"Sanchez-Sellero, Pedro; Rosell-Martinez, Jorge; Manuel Garcia-Vazquez, Jose",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.06.006,crossref_score=77,SanchezSellero_2014,,,,,,,,,,,,,3,,,,,,,,
612,"Globalisation, industrial diversification and productivity growth in large European R&D companies","Cincera, Michele; Ravet, Julien",2014,JOURNAL OF PRODUCTIVITY ANALYSIS,10.1007/s11123-012-0315-x,crossref_score=70,Cincera_2014,,,,,,,,,,,,,3,,,,,,,,
613,Internationalisation of Family Business: The Effect of Ownership and Generation Involvement,"Huang, Kai-Ping; Lo, Sheng Chung; Liu, Chu-Mei; Tung, Jane",2014,ANTHROPOLOGIST,,crossref_no_match,Huang_2014,,,,,,,,,,,,,3,,,,,,,,
614,Should I stay or should I go? Bank productivity and internationalization decisions,"Buch, Claudia M.; Koch, Catherine T.; Koetter, Michael",2014,JOURNAL OF BANKING & FINANCE,10.1016/j.jbankfin.2014.02.003,crossref_score=76,Buch_2014,,,,,,,,,,,,,3,,,,,,,,
615,Spillovers through backward linkages and the export performance of business services. Evidence from a sample of Italian firms,"Conti, Giuliano; Lo Turco, Alessia; Maggioni, Daniela",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.09.003,crossref_score=80,Conti_2014,,,,,,,,,,,,,3,,,,,,,,
616,Diaspora Investments and Firm Export Performance in Selected Sub-Saharan African Countries,"Boly, Amadou; Coniglio, Nicola Daniele; Prota, Francesco",2014,WORLD DEVELOPMENT,10.1016/j.worlddev.2014.02.006,crossref_score=82,Boly_2014,,,,,,,,,,,,,3,,,,,,,,
617,How do managers decide on internationalization processes? The role of organizational slack and performance feedback,"Lin, Wen-Ting",2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.08.001,crossref_score=75,Lin_2014,,,,,,,,,,,,,3,,,,,,,,
618,The influence of political risk on the scope of internationalization of regulated companies: Insights from a Spanish sample,"Jimenez, Alfredo; Luis-Rico, Isabel; Benito-Osorio, Diana",2014,JOURNAL OF WORLD BUSINESS,,crossref_no_match,Jimenez_2014,,,,,,,,,,,,,3,,,,,,,,
619,Information management for the internationalization of SMEs: An exploratory study based on a strategic alignment perspective,"Dutot, Vincent; Bergeron, Francois; Raymond, Louis",2014,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,10.1016/j.ijinfomgt.2014.06.006,crossref_score=68,Dutot_2014,,,,,,,,,,,,,3,,,,,,,,
620,"EMPLOYEE PRODUCTIVITY, EMPLOYMENT GROWTH, AND THE CROSS-BORDER ACQUISITIONS BY EMERGING MARKET FIRMS","Ataullah, Ali; Le, Hang; Sahota, Amandeep S.",2014,HUMAN RESOURCE MANAGEMENT,10.1002/hrm.21619,crossref_score=80,Ataullah_2014,,,,,,,,,,,,,3,,,,,,,,
621,"Innovativeness, offshoring and black economy decisions. Evidence from Italian manufacturing firms","Amendolagine, Vito; Capolupo, Rosa; Ferri, Giovanni",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.03.011,crossref_score=89,Amendolagine_2014,,,,,,,,,,,,,3,,,,,,,,
622,"How do business groups' small world networks effect diversification, innovation, and internationalization?","Chen, Ying-Yu; Jaw, Yi-Long",2014,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-014-9385-9,crossref_score=70,Chen_2014,,,,,,,,,,,,,3,,,,,,,,
623,Chinese Outward Foreign Direct Investment Performance: The Role of Learning,"Lyles, Marjorie; Li, Dan; Yan, Haifeng",2014,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,crossref_score=65,Lyles_2014,,,,,,,,,,,,,3,,,,,,,,
624,Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",2014,EMERGING MARKETS FINANCE AND TRADE,,crossref_no_match,Cheng_2014,,,,,,,,,,,,,3,,,,,,,,
625,"Innovation, Exports and Technical Efficiency in Spain","Angeles Diaz-Mayans, M.; Sanchez-Perez, Rosario",2014,"DESIGN A PATTERN OF SUSTAINABLE GROWTH: INNOVATION, EDUCATION, ENERGY AND ENVIRONMENT",,crossref_no_match,DiazMayans_2014,,,,,,,,,,,,,3,,,,,,,,
626,DEGREE OF INTERNATIONALIZATION IN LOGISTICS SECTOR AND STRATEGIC ORIENTATIONS,"Polat, Inci; Mutlu, Hanifi Murat",2013,LOGFORUM,,crossref_no_match,Polat_2013,,,,,,,,,,,,,3,,,,,,,,
627,Performance implications of multinationality: moderating role of foreign market entry mode,"Yildiz, Harun Emre",2013,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-04-2013-0021,crossref_score=76,Yildiz_2013,,,,,,,,,,,,,3,,,,,,,,
628,Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",2013,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.06.001,crossref_score=65,Hsu_2013,,,,,,,,,,,,,3,,,,,,,,
629,Business group attributes and internationalization strategy in China,"Yiu, Daphne W.; Ng, Frank W.; Ma, Xufei",2013,ASIAN BUSINESS & MANAGEMENT,,crossref_no_match,Yiu_2013,,,,,,,,,,,,,3,,,,,,,,
630,Strategic capability configurations for the internationalization of SMEs: A study in equifinality,"Raymond, Louis; St-Pierre, Josee",2013,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242610391325,crossref_score=65,Raymond_2013,,,,,,,,,,,,,3,,,,,,,,
631,Exports and FDI motivations: Empirical evidence from US foreign subsidiaries,"Franco, Chiara",2013,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2012.02.002,crossref_score=73,Franco_2013,,,,,,,,,,,,,3,,,,,,,,
632,Network analysis to detect common strategies in Italian foreign direct investment,"De Masi, G.; Giovannetti, G.; Ricchiuti, G.",2013,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,10.1016/j.physa.2012.10.033,crossref_score=71,Masi_2013,,,,,,,,,,,,,3,,,,,,,,
633,Export intensity and the productivity gains of exporting,"Manjon Antolin, Miguel; Manez, Juan A.; Rochina Barrachina, Maria E.; Sanchis Llopis, Juan A.",2013,APPLIED ECONOMICS LETTERS,,crossref_no_match,Antolin_2013,,,,,,,,,,,,,3,,,,,,,,
634,"Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability","Dau, Luis Alfonso",2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,crossref_score=91,Dau_2013,,,,,,,,,,,,,3,,,,,,,,
635,Geography and the Determinants of Firm Exports in Indonesia,"Rodriguez-Pose, Andres; Tselios, Vassilis; Winkler, Deborah; Farole, Thomas",2013,WORLD DEVELOPMENT,,crossref_no_match,RodriguezPose_2013,,,,,,,,,,,,,3,,,,,,,,
636,Internationalisation and firm performance: state of empirical research efforts and need for improved approaches,"Oesterle, Michael-Joerg; Richta, Hannah Noriko",2013,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2013.052834,crossref_score=74,Oesterle_2013,,,,,,,,,,,,,3,,,,,,,,
637,Using export market performance to evaluate regional preferential policies in China,"Schminke, Annette; Van Biesebroeck, Johannes",2013,REVIEW OF WORLD ECONOMICS,10.1007/s10290-012-0145-y,crossref_score=74,Schminke_2013,,,,,,,,,,,,,3,,,,,,,,
638,Global cities and multinational enterprise location strategy,"Goerzen, Anthony; Asmussen, Christian Geisler; Nielsen, Bo Bernhard",2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/9781137472311.0008,crossref_score=64,Goerzen_2013,,,,,,,,,,,,,3,,,,,,,,
639,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,"Xiao, Simon Shufeng; Jeong, Insik; Moon, Jon Jungbien; Chung, Chris Changwha; Chung, Jaiho",2013,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,crossref_score=62,Xiao_2013,,,,,,,,,,,,,3,,,,,,,,
640,The effect of institutional quality on firm export performance in emerging economies: a contingency model of firm age and size,"LiPuma, Joseph A.; Newbert, Scott L.; Doh, Jonathan P.",2013,SMALL BUSINESS ECONOMICS,10.1007/s11187-011-9395-7,crossref_score=82,LiPuma_2013,,,,,,,,,,,,,3,,,,,,,,
641,"BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS","Iona, Alfonsina; Leonida, Leone; Navarra, Pietro",2013,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2013.01060.x,crossref_score=71,Iona_2013,,,,,,,,,,,,,3,,,,,,,,
642,In at the Deep End of Firm Internationalization,"Kaczmarek, Szymon; Ruigrok, Winfried",2013,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Kaczmarek_2013,,,,,,,,,,,,,3,,,,,,,,
643,"Exploring links between cooperation, internationalization and profitability: a study of Polish manufacturing companies","Mazur, Jolanta; Zaborek, Piotr",2013,INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,10.2478/ijme-2014-0020,crossref_score=69,Mazur_2013,,,,,,,,,,,,,3,,,,,,,,
644,The role of corporations in economic development: Albania on its way to internationalisation,"Prasnikar, Janez; Memaj, Fatmir; Redek, Tjasa; Voje, Damjan",2013,POST-COMMUNIST ECONOMIES,,crossref_no_match,Prasnikar_2013,,,,,,,,,,,,,3,,,,,,,,
645,"Intangibles, Export Intensity, and Company Performance in the French Wine Industry","Amadieu, Paul; Maurel, Carole; Viviani, Jean-Laurent",2013,JOURNAL OF WINE ECONOMICS,10.1017/jwe.2013.27,crossref_score=75,Amadieu_2013,,,,,,,,,,,,,3,,,,,,,,
646,Born local: toward a theory of new venture's choice of internationalization,"Acs, Zoltan J.; Terjesen, Siri",2013,SMALL BUSINESS ECONOMICS,,crossref_no_match,Acs_2013,,,,,,,,,,,,,3,,,,,,,,
647,"FIRM SIZE, TECHNOLOGICAL CAPABILITY, EXPORTS AND ECONOMIC PERFORMANCE: THE CASE OF ELECTRONICS INDUSTRY IN MALAYSIA","Chandran, V. G. R.; Rasiah, Rajah",2013,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2012.668860,crossref_score=76,Chandran_2013,,,,,,,,,,,,,3,,,,,,,,
648,R&D offshoring and the productivity growth of European regions,"Castellani, Davide; Pieri, Fabio",2013,RESEARCH POLICY,,crossref_no_match,Castellani_2013,,,,,,,,,,,,,3,,,,,,,,
649,Multinational Performance and the Geography of FDI,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",2013,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Yang_2013,,,,,,,,,,,,,3,,,,,,,,
650,"International Involvement, Target Market Selection, and Consolidated Performance: A Firm-Level Analysis of Taiwan's FDI in China","Shiau, Huey-Ling; Huang, Chen-Jui; Chen, Fong-Chyi",2013,EMERGING MARKETS FINANCE AND TRADE,10.2753/ree1540-496x4905s413,crossref_score=74,Shiau_2013,,,,,,,,,,,,,3,,,,,,,,
651,"Antecedents to the export market orientation of Hungarian higher education institutions, and their export performance consequences","Nagy, Gabor; Beracs, Jozsef",2012,JOURNAL OF MARKETING FOR HIGHER EDUCATION,10.1080/08841241.2012.738716,crossref_score=84,Nagy_2012,,,,,,,,,,,,,3,,,,,,,,
652,Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,"Wakasugi, Ryuhei; Tanaka, Ayumu",2012,MILLENNIAL ASIA,10.1177/097639961200300103,crossref_score=67,Wakasugi_2012,,,,,,,,,,,,,3,,,,,,,,
653,Which manufacturing firms learn by exporting?,"Silva, Armando; Afonso, Oscar; Africano, Ana Paula",2012,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,,crossref_no_match,Silva_2012,,,,,,,,,,,,,3,,,,,,,,
654,Globalising the hotel industry 1946-68: A multinational case study of the Intercontinental Hotel Corporation,"Quek, Mary",2012,BUSINESS HISTORY,10.1080/00076791.2011.631116,crossref_score=100,Quek_2012,,,,,,,,,,,,,3,,,,,,,,
655,"Organisational learning capability, product innovation performance and export intensity","Alegre, Joaquin; Pla-Barber, Jose; Chiva, Ricardo; Villar, Cristina",2012,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,10.1080/09537325.2012.674672,crossref_score=68,Alegre_2012,,,,,,,,,,,,,3,,,,,,,,
656,"Export, FDI and firm productivity","Engel, D.; Procher, V.",2012,APPLIED ECONOMICS,,crossref_no_match,Engel_2012,,,,,,,,,,,,,3,,,,,,,,
657,The impact of geographic diversification on export performance of small and medium-sized enterprises (SMEs),"Cieslik, Jerzy; Kaciak, Eugene; Welsh, Dianne H. B.",2012,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,crossref_no_match,Cieslik_2012,,,,,,,,,,,,,3,,,,,,,,
658,"Successor characteristics, change in the degree of firm internationalization, and firm performance: The moderating role of environmental uncertainty","Lin, Wen-Ting; Liu, Yunshi",2012,JOURNAL OF MANAGEMENT & ORGANIZATION,10.5172/jmo.2012.18.1.16,crossref_score=79,Lin_2012,,,,,,,,,,,,,3,,,,,,,,
659,"Environmental Impact, Export Intensity, and Productivity Interactions: An Empirical Index Analysis of the Agri-Food Industry in Spain","Rodriguez-Rodriguez, Manuel; Galdeano-Gomez, Emilio; Carmona-Moreno, Eva; Godoy-Duran, Angeles",2012,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,,crossref_no_match,RodriguezRodriguez_2012,,,,,,,,,,,,,3,,,,,,,,
660,Is the effect really so large? Firm-level evidence on the role of FDI in a transition economy,"Hagemejer, Jan; Tyrowicz, Joanna",2012,ECONOMICS OF TRANSITION,10.1111/j.1468-0351.2012.00433.x,crossref_score=70,Hagemejer_2012,,,,,,,,,,,,,3,,,,,,,,
661,"Learning by exporting and high-tech capital deepening in Singapore manufacturing industries, 1974-2006","Chongvilaivan, Aekapol",2012,APPLIED ECONOMICS,10.1080/00036846.2011.566184,crossref_score=98,Chongvilaivan_2012,,,,,,,,,,,,,3,,,,,,,,
