seq,title,decision,reason,has_abstract
1859,"Strategic agility of SMEs in emerging economies: Antecedents, consequences and b",UNSURE,auto:insufficient_evidence,N
1861,"Entry, speed and degree of formality for household businesses: an integrated app",UNSURE,auto:insufficient_evidence,Y
1862,Cross-border marketing ecosystem orchestration: A conceptualization of its deter,UNSURE,auto:insufficient_evidence,N
1864,Is innovativeness influenced by proactiveness and risk- taking? Evidence from Po,UNSURE,auto:insufficient_evidence,Y
1866,The survival of outward investments from China and India: Is there a North-South,UNSURE,auto:insufficient_evidence,N
1867,Firm level assessment of Pakistan and Malaysia Free Trade Agreement,UNSURE,auto:insufficient_evidence,N
1869,Export globalization and pollution localization: Multivariate heterogeneous data,UNSURE,auto:insufficient_evidence,N
1872,"Industry does matter: Analysing innovation, firm performance and organisational ",UNSURE,auto:insufficient_evidence,N
1874,What explains entrepreneurial start-ups across countries: An integrative model,UNSURE,auto:insufficient_evidence,Y
1875,The Determinants of Firm's Growth in the Telecommunication Services Industry: Em,UNSURE,auto:insufficient_evidence,N
1876,"When in Rome, do as the Romans do: can international marketing adaptation improv",Y,"auto_abstract:quantitative_stat,ip_performance",Y
1877,The Moderating Role of Host Investment Environments on the Relationship between ,UNSURE,auto:insufficient_evidence,Y
1878,Direct Versus Indirect Exports in Post-Communist Europe and Central Asia: The Ro,UNSURE,auto:insufficient_evidence,N
1879,Board gender diversity and the financial performance of Pakistani non-financial ,UNSURE,auto:insufficient_evidence,Y
1880,Competence and enterprise of management as drivers of early foreign listing of m,UNSURE,auto:insufficient_evidence,N
1883,Internationalization of Emerging Economy SMEs: A Tripod Approach,UNSURE,auto:insufficient_evidence,N
1884,Alibaba and Coupang in the spotlight,UNSURE,auto:insufficient_evidence,Y
1885,"The roles of social capital, entrepreneurial orientation and competitive intensi",UNSURE,auto:insufficient_evidence,Y
1886,Assessing the effect of domestic and foreign R&D on export: empirical evidence f,UNSURE,auto:insufficient_evidence,N
1889,Early internationalization and subsequent geographic expansion: An extended Penr,UNSURE,auto:insufficient_evidence,N
1890,Internationalization and breaking the glass ceiling: An institutional perspectiv,UNSURE,auto:insufficient_evidence,N
1891,"Analysis of productivity, efficiency, and their explanatory factors in the fast ",UNSURE,auto:insufficient_evidence,N
1895,Strategic orientation and its role in linking human capital with the performance,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1896,The role of digital orientation in moderating the relationship between innovatio,UNSURE,auto:insufficient_evidence,N
1897,"Interlinkage between corporate social, environmental performance and financial p",UNSURE,auto:insufficient_evidence,N
1898,A Dynamic Model of Internationalization and Innovation in Emerging Market Enterp,UNSURE,auto:insufficient_evidence,N
1899,Sequentially exporting products across countries,UNSURE,auto:insufficient_evidence,N
1900,Training and performance in SMEs: Empirical evidence from large-scale data from ,UNSURE,auto:insufficient_evidence,N
1901,Development of international market information in emerging economy family SMEs:,UNSURE,auto:insufficient_evidence,N
1902,Impact of imports from China on Indian manufacturing performance: an analysis of,UNSURE,auto:insufficient_evidence,Y
1903,Exploring the Relationship between R&D Investment and Business Performance-An Em,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1906,The role of organisational factors and environmental conditions on the success o,UNSURE,auto:insufficient_evidence,Y
1907,ESSENTIAL ELEMENTS OF THE ORGANIZATIONAL CULTURE FOR THE FORMULATION OF THE COMP,UNSURE,auto:insufficient_evidence,N
1908,Institutional misalignment and escape-based FDI: A prospect theory lens,UNSURE,auto:insufficient_evidence,N
1909,Profitability determinants of the natural stone industry: Evidence from Spain an,Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
1912,Heterogeneity and influence factors of carbon productivity: Evidence from Chines,UNSURE,auto:insufficient_evidence,N
1913,FDI or International-Trade-Driven Green Growth of 24 Korean Manufacturing Indust,UNSURE,auto:insufficient_evidence,Y
1914,INSIDE ENTREPRENEURIAL ORIENTATION: DO RISK-TAKING AND INNOVATIVENESS INFLUENCE ,UNSURE,auto:insufficient_evidence,Y
1915,"Captive Offshoring, Innovation and Market Diffusion: Evidence from the Swedish C",UNSURE,auto:insufficient_evidence,Y
1916,Early internationalisation of entrepreneurial firms: the role of artificial inte,UNSURE,auto:insufficient_evidence,Y
1918,Blood and Water: Information Technology Investment and Control in Family-owned B,Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
1919,How outward FDIs affect income: experiences from Chinese city-regions,UNSURE,auto:insufficient_evidence,Y
1920,Post-Brexit: Do board interlocks make banks take similar relocation decisions?,UNSURE,auto:insufficient_evidence,Y
1923,The Lights and Shadows of Family Involvement in Small and Medium-Sized Firms,UNSURE,auto:insufficient_evidence,Y
1926,Foreign Versus Local Ownership and Performance in Eastern Versus Western EU: A R,UNSURE,auto:insufficient_evidence,Y
1927,Managerial foreign experience and corporate risk-taking: Evidence from China,UNSURE,auto:insufficient_evidence,N
1928,"Managing Technological Innovation: Dynamic Capabilities, Collaborative Innovatio",UNSURE,auto:insufficient_evidence,N
1929,The influence of founders' membership status on transgenerational succession int,UNSURE,auto:insufficient_evidence,N
1930,"Internationalisation, employment generation and wage premia: evidence from India",Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1931,The role of servitization in international entrepreneurship: An analysis for Spa,UNSURE,auto:insufficient_evidence,N
1933,Entrepreneurial passion and family SMEs internationalization success: examining ,UNSURE,auto:insufficient_evidence,Y
1934,The Interplay of Formal Institutional and Cultural Distances and the Financial P,UNSURE,auto:insufficient_evidence,Y
1937,Colocation as network: Types and performance implications of structural position,UNSURE,auto:insufficient_evidence,N
1938,Digital resilience and firm internationalization: a study of Chinese listed comp,UNSURE,auto:insufficient_evidence,N
1939,Foreign direct investment and employee income share: Firm-level evidence,UNSURE,auto:insufficient_evidence,N
1940,The impact of board of directors' characteristics on the internationalization of,UNSURE,auto:insufficient_evidence,N
1943,Why Do Chinese Private Enterprises Seek Outward Foreign Direct Investment?,UNSURE,auto:insufficient_evidence,Y
1944,The missing link between governance factors and entrepreneurial internationalisa,UNSURE,auto:insufficient_evidence,N
1945,Do green investments improve firm performance? Empirical evidence from Ireland,UNSURE,auto:insufficient_evidence,N
1947,Exploring the effects of service ecosystem on IT SMEs performance in emerging ec,UNSURE,auto:insufficient_evidence,Y
1948,Small and Medium-Sized Accounting Practices (SMPs): Explaining Financial Perform,UNSURE,auto:insufficient_evidence,N
1949,Investigating performance implications of intra-family ownership successions: Eq,UNSURE,auto:insufficient_evidence,Y
1951,The role of political connections in rapid internationalisation: A study among C,UNSURE,auto:insufficient_evidence,Y
1952,Innovation as a resilience strategy to economic crises for international food an,UNSURE,auto:insufficient_evidence,Y
1953,How corporate rent-seeking affects outward FDI--Empirical evidence based on A-sh,UNSURE,auto:insufficient_evidence,N
1954,Are born global firms environmentally more responsible? Evidence from the East A,UNSURE,auto:insufficient_evidence,N
1955,The Mediating Effects of Entrepreneurial Orientation Between Procedural Rational,UNSURE,auto:insufficient_evidence,Y
1956,The impact of internet platform usage on firms' exports: New evidence for Turkis,UNSURE,auto:insufficient_evidence,N
1958,CEO successions in times of decline and prosperity: restoring aspiration and per,UNSURE,auto:insufficient_evidence,Y
1959,"Environmental management, environmental innovation, and productivity growth: a g",UNSURE,auto:insufficient_evidence,Y
1960,Greenfield FDIs as a catalyst for technological collaborations between European ,UNSURE,auto:insufficient_evidence,N
1961,From organizational capabilities to corporate performances: at the roots of prod,UNSURE,auto:insufficient_evidence,Y
1962,Strategic divestment of emerging market firms: the influence of returnee manager,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1963,The impact of foreign demand shocks on organisational hierarchies,UNSURE,auto:insufficient_evidence,Y
1968,The influence of state ownership on environmental proactivity: An institutional ,UNSURE,auto:insufficient_evidence,Y
1970,Banking sector competition and firms' financial constraints: Firm-Level evidence,UNSURE,auto:insufficient_evidence,N
1971,Impacts of internal R&D on firms' performance and energy consumption: Evidence f,UNSURE,auto:insufficient_evidence,N
1974,"Resource Linkages, Organizational Slack and Restructuring Behaviour Decisions",UNSURE,auto:insufficient_evidence,Y
1976,Director foreign experience: Geographic specificity and value implication,UNSURE,auto:insufficient_evidence,N
1977,DYNAMIC MODEL OF THE EFFICIENCY OF SMALL ENTERPRISES,UNSURE,auto:insufficient_evidence,Y
1980,The takeover Tango: Unraveling the impact of state-owned enterprise acquisitions,UNSURE,auto:insufficient_evidence,N
1983,Alliance management capability and SMEs' international expansion: The role of in,UNSURE,auto:insufficient_evidence,N
1987,Value Chain digitalization and technological development as innovation catalysts,UNSURE,auto:insufficient_evidence,Y
1988,Dynamic capabilities in times of economic crisis. A vision of success in interna,UNSURE,auto:insufficient_evidence,Y
1991,Firm performance drivers within a dynamic emerging market ecosystem,UNSURE,auto:insufficient_evidence,N
1993,An industry's international connectedness and knowledge-sourcing behavior: a stu,UNSURE,auto:insufficient_evidence,N
1994,The effect of resource slack on organizational decline of large Brazilian compan,UNSURE,auto:insufficient_evidence,N
1995,Impact of manufacturing servitization on total factor productivity under global ,UNSURE,auto:insufficient_evidence,Y
1998,Do R&D intensity and capacity utilisation matter for SMEs' innovations within th,UNSURE,auto:insufficient_evidence,Y
1999,The effect of science parks on company growth: a fsQCA analysis of tenant profil,UNSURE,auto:insufficient_evidence,N
2001,Financial distance and FDI flows: Evidence from OECD economies,UNSURE,auto:insufficient_evidence,Y
2002,International dynamic marketing capabilities: developments and a research agenda,UNSURE,auto:insufficient_evidence,Y
2003,"Marketing Capabilities, Strategy, and Performance in International Small- and Me",UNSURE,auto:insufficient_evidence,Y
2005,ADL relational global leadership: a leadership approach to accelerate the intern,UNSURE,auto:insufficient_evidence,N
2006,The pitfalls of corporate social irresponsibility: Hypocrisy of family firms in ,UNSURE,auto:insufficient_evidence,N
2007,Entrepreneurial Attitudes in Firms' Credit Access,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2008,The comparison of RBV-based competitiveness of Hungarian family-owned and non-fa,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2009,Geographic distance in cross-border acquisitions: The impact of CEO's psychologi,UNSURE,auto:insufficient_evidence,N
2010,Is there a state-dependent optimal interval for firms' R&D investment? Evidence ,UNSURE,auto:insufficient_evidence,N
2011,HGX: the anatomy of high growth exporters,UNSURE,auto:insufficient_evidence,Y
2012,"External pressure, internal managerial interpretation and green entrepreneurial ",UNSURE,auto:insufficient_evidence,Y
2014,Emerging Market Firms' Internationalization Pricing Strategies: The Role of Coun,UNSURE,auto:insufficient_evidence,Y
2015,The effect of R&D expenditures on firm value with firm size moderation in an Ind,Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
2016,Foreign bank entry and the outward foreign direct investment of companies: evide,UNSURE,auto:insufficient_evidence,N
2022,The effectiveness of government incentives for outward investment: The case of C,UNSURE,auto:insufficient_evidence,Y
2023,Do international new ventures have attraction advantages? Insights from a recrui,UNSURE,auto:insufficient_evidence,Y
2024,MNCs' Social Innovation in Emerging Markets: A Stakeholder Perspective,UNSURE,auto:insufficient_evidence,N
2026,Emerging market multinationals and the politics of internationalization,UNSURE,auto:insufficient_evidence,Y
2028,"Effect of Demonetization on Advertising, Research & Development and Human Resour",Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
2029,Outward foreign direct investment and green technology innovation: A company and,UNSURE,auto:insufficient_evidence,N
2031,Directors' exposure and social enterprise performance: does entrepreneurial mind,UNSURE,auto:insufficient_evidence,Y
2032,Determining the influence of belonging to a wine protected designation of origin,Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
2033,Toward further contextualization of SMEs internationalization,UNSURE,auto:insufficient_evidence,N
2035,Assets of foreignness in a regulated industry,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
2036,Generalist vs. specialist CEOs: Towards an understanding of CSR scheme in the re,UNSURE,auto:insufficient_evidence,N
2038,Nearby or faraway? Determinants of target selection in family firm acquisitions,UNSURE,auto:insufficient_evidence,N
2039,International Diversification and Stock-Price Crash Risk,UNSURE,auto:insufficient_evidence,Y
2042,A Cross-Country Perspective on Irish Enterprise Investment: Do Fundamentals or C,UNSURE,auto:insufficient_evidence,N
2043,Foreign corporations as large shareholders,UNSURE,auto:insufficient_evidence,N
2047,"Do Board Internationalization, Political Relations and Gender Diversity Determin",UNSURE,auto:insufficient_evidence,N
2050,The omnipresence of the state and its effect on the internationalization of comp,UNSURE,auto:insufficient_evidence,N
2051,Dealing with adversity: innovation among small and medium-sized enterprises in d,UNSURE,auto:insufficient_evidence,Y
2052,Firms' Participation in Global Value Chains Research and Development Activities ,UNSURE,auto:insufficient_evidence,N
2055,Export contraction and input switching in an aging China,UNSURE,auto:insufficient_evidence,N
2057,A configurational approach to political risks and institutional logics,UNSURE,auto:insufficient_evidence,N
2058,Aspiring to go abroad: How and when international entrepreneurial aspiration fue,UNSURE,auto:insufficient_evidence,N
2059,Determinants of SME Performance in the Halal Herbal Industry: A Proposed Theoret,UNSURE,auto:insufficient_evidence,N
2061,"Discouraged exporters, regional resilience and the ""Slow Burn"" shock of Brexit: ",UNSURE,auto:insufficient_evidence,N
2062,Cloud computing and rural globalization: Evidence for the US nonfarm economy,UNSURE,auto:insufficient_evidence,N
2063,The role of organizational innovation in the development of green innovations in,UNSURE,auto:insufficient_evidence,N
2067,The influence of foreignness on CEO pay,UNSURE,auto:insufficient_evidence,N
2068,Rethinking board structures in the age of multinational corporations: A global i,UNSURE,auto:insufficient_evidence,Y
2069,Transformative potentials of generative artificial intelligence: Should internat,UNSURE,auto:insufficient_evidence,N
2071,Exporters' failure predictors and processes: a multi-country analysis based on t,UNSURE,auto:insufficient_evidence,N
2072,"Impact of Environmental, Social, and Governance on Innovation in Chinese Listed ",UNSURE,auto:insufficient_evidence,N
2075,Determinants of SMEs' strategic entrepreneurial innovative digitalization: exami,UNSURE,auto:insufficient_evidence,Y
2076,Analyzing factors influencing competitiveness of Indian tech start-ups: modified,UNSURE,auto:insufficient_evidence,Y
2077,Strategic alliances and global competitive actions: Unveiling collaborative path,UNSURE,auto:insufficient_evidence,N
2078,Transcend local for global: ESG as a legitimacy signal in the global expansion o,UNSURE,auto:insufficient_evidence,N
2080,Strategic human capital analytics and new venture performance: role of dual nati,UNSURE,auto:insufficient_evidence,Y
2083,What shapes innovative firms' performance? A multi-level analysis,UNSURE,auto:insufficient_evidence,Y
2085,THE INFLUENCE OF EXTERNAL ECONOMIC POLICY FLUCTUATION ON ENTERPRISE PRODUCTIVITY,UNSURE,auto:insufficient_evidence,Y
2086,Sustainability orientation and post-entry performance: The role of brand and mar,UNSURE,auto:insufficient_evidence,Y
2087,ENHANCING SME PERFORMANCE THROUGH INNOVATION: EVIDENCE FROM A TRANSITION ECONOMY,UNSURE,auto:insufficient_evidence,Y
2088,The perception of effort as a driver of gender inequality: institutional and soc,UNSURE,auto:insufficient_evidence,N
2089,The effect of international diversification on investment efficiency,UNSURE,auto:insufficient_evidence,N
2092,Exploring the determinants of systematic risk through machine learning: evidence,UNSURE,auto:insufficient_evidence,N
2094,Beyond Labels: Unveiling the Interplay Between Identity and Name Changes in Firm,UNSURE,auto:insufficient_evidence,Y
2095,When Should Sustainability Have A C-Suite Seat? An Empirical Study on the Enviro,UNSURE,auto:insufficient_evidence,Y
2096,Founder's international market knowledge and SMEs resource orchestration ability,UNSURE,auto:insufficient_evidence,Y
2099,Driving productivity: a comparison of the Indian automobile manufacturers and co,UNSURE,auto:insufficient_evidence,N
2100,Relational capital's contribution to international success: Evidence from family,UNSURE,auto:insufficient_evidence,N
2101,Internationalisation as a boost for many firms: evidence from Germany,UNSURE,auto:insufficient_evidence,Y
2104,Unpacking the relationship between entrepreneurial marketing activities and smal,UNSURE,auto:insufficient_evidence,Y
2105,Foreign direct investment motivation and spillovers from southern MNCs in Switze,UNSURE,auto:insufficient_evidence,N
2106,The impact of Entrepreneurial Orientation and Digitalization on Performance Sust,UNSURE,auto:insufficient_evidence,N
2107,Does digital transformation matter for international diversification? The role o,UNSURE,auto:insufficient_evidence,Y
2112,"Global value chains, trade facilitation and the use of environmental management ",UNSURE,auto:insufficient_evidence,N
2113,"Dynamic capabilities, ordinary capabilities and international intensity contribu",Y,"auto_abstract:quantitative_method,ip_performance",Y
2115,Navigating international waters: the board's role in enhancing intellectual capi,Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
2116,Can the Succession Plan for Family Business Achieve Social Employment Stability?,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
2118,Diverse Leadership and Firm Success: The Role of Top Management Socialisation,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2119,Foreign ownership and corporate litigation risk,UNSURE,auto:insufficient_evidence,N
2120,How to reshape the international competitive advantage of Chinese manufacturing ,UNSURE,auto:insufficient_evidence,N
2122,Effects and Determinants of Implementing Digital Customer Service Tools in Polis,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2123,Investigation of Critical Success Factors for Sustainable Marketing of Malaysian,UNSURE,auto:insufficient_evidence,Y
2124,Financial accumulation in non-financial corporations: a firm-level assessment fo,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2126,Including A-shares in the MSCI index and enterprises' Total factor productivity-,UNSURE,auto:insufficient_evidence,N
2130,The impact of robot adoption on firm's OFDI: Evidence from China,UNSURE,auto:insufficient_evidence,N
2131,Cluster Internationalization to Tax Havens by Multinational Enterprises: An Expl,UNSURE,auto:insufficient_evidence,Y
2132,FDI and trade for foreign market entry: theory and evidence from Estonia,UNSURE,auto:insufficient_evidence,Y
2134,Foreign Market Expansion Commitment and SMEs Financial Performance,UNSURE,auto:insufficient_evidence,N
2135,Board digital expertise and digital innovation: Evidence from commercial banks i,UNSURE,auto:insufficient_evidence,N
2138,"Board Gender Diversity, Female Expertise, and Female Internationalization: Explo",UNSURE,auto:insufficient_evidence,N
2139,"A configurational analysis of digital technology, environmental, and social conc",UNSURE,auto:insufficient_evidence,Y
2145,Overseas R&D and Technological Innovation: Empirical Evidence of Chinese Listed ,UNSURE,auto:insufficient_evidence,N
2146,The Importance of Resource-based View Related Abilities and Financial Performanc,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2150,The impact of enterprise income tax on firm export: Evidence from income tax rev,UNSURE,auto:insufficient_evidence,N
2151,The management accounting system design in family firms: the role of leadership ,UNSURE,auto:insufficient_evidence,Y
2157,Beyond resource intensity: unveiling the determinants of Russian MNEs' integrati,UNSURE,auto:insufficient_evidence,N
2159,Service Offshoring and Export Experience,UNSURE,auto:insufficient_evidence,N
2160,Energy use and efficiency in Ethiopia's manufacturing sector: a stochastic front,UNSURE,auto:insufficient_evidence,N
2163,Understanding the link between philanthropy and performance: the role of interna,UNSURE,auto:insufficient_evidence,Y
2164,Emerging market professional service firms' market success: does cultural intell,UNSURE,auto:insufficient_evidence,Y
2167,Sustainable Development Goal-Related Innovations and Financial Performance: Evid,UNSURE,auto:insufficient_evidence,Y
2168,"When the rain comes, don't stay at home! Regional innovation and FDI in the afte",UNSURE,auto:insufficient_evidence,N
2169,Outward foreign direct investment and pollution: Evidence from China,UNSURE,auto:insufficient_evidence,N
2172,Exploring the dynamic impact patterns of R&D on firm capability: asymmetric impa,UNSURE,auto:insufficient_evidence,N
2174,Breaking trust? International partnership exit and learning about opportunities,UNSURE,auto:insufficient_evidence,Y
2176,"Top management teams, work experience diversity and the speed of international e",UNSURE,auto:insufficient_evidence,N
2180,The nexus between total factor productivity and the backsourcing decision: evide,UNSURE,auto:insufficient_evidence,N
2183,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost I,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2186,Rethinking the performance implication of regional diversification: The interpla,UNSURE,auto:insufficient_evidence,N
2187,Peer Effects of Interlocking Boards on Outward Foreign Direct Investment Decisio,UNSURE,auto:insufficient_evidence,Y
2190,Foreign shareholders and the green internationalization strategy of enterprises:,UNSURE,auto:insufficient_evidence,N
2192,Do workers or firms drive the foreign acquisition wage gap?,UNSURE,auto:insufficient_evidence,Y
2193,"Women's representation on boards, diversity practices, and internationalization:",UNSURE,auto:insufficient_evidence,N
2195,Judicial Independence and Corporate Total Factor Productivity: Evidence from pro,UNSURE,auto:insufficient_evidence,N
2196,"Managing to compete: the Swedish state-owned banks and competition, 1960-1985",UNSURE,auto:insufficient_evidence,N
2197,Navigating trade barriers: How anti-dumping and countervailing policies affect o,UNSURE,auto:insufficient_evidence,N
2198,Earthquakes and market capitalisation: a historical perspective using panel data,UNSURE,auto:insufficient_evidence,Y
2199,Determinants of risk reporting practices in Saudi Arabia: an institutional persp,Y,"auto_abstract:quantitative_stat,ip_performance,ip_internationaliz",Y
2200,From internationalization to innovation in the hotel industry: the role of intel,UNSURE,auto:insufficient_evidence,Y
2201,Gender and cultural diversity on boards: their impact on internationalisation,UNSURE,auto:insufficient_evidence,Y
2202,Business ties and effectuation for radical innovation in small firms: the modera,UNSURE,auto:insufficient_evidence,Y
2203,Political visits and foreign direct investment,UNSURE,auto:insufficient_evidence,N
2205,Knowledge sources for Industry 4.0 technologies in European regions: the role of,UNSURE,auto:insufficient_evidence,N
2206,A culturally contingent view of the RBV in SMES internationalization,UNSURE,auto:insufficient_evidence,Y
2207,How technological path of internationalization matters? A dynamic capability per,UNSURE,auto:insufficient_evidence,N
2208,Entrepreneurial mindset and family firm performance: the contingent role of firm,UNSURE,auto:insufficient_evidence,Y
2213,Does internationalization trigger digital innovation?,UNSURE,auto:insufficient_evidence,N
2216,Entrepreneurial Orientation in the Age of Artificial Intelligence: A Study of SM,UNSURE,auto:insufficient_evidence,Y
2221,Is the grass greener on the other side? The role of Western directors strategy i,Y,"auto_abstract:quantitative_method,ip_performance",Y
2223,Role of foreign market knowledge and home country institutions in international ,N,auto_title:meta-analysis_paper,Y
2226,Digital transformation and the offshore outsourcing behavior of manufacturing MN,UNSURE,auto:insufficient_evidence,N
2229,Cross-listing and foreign direct investment: an institutional arbitrage perspect,UNSURE,auto:insufficient_evidence,Y
2230,Managerial psychological gender and its impact on selected corporate behaviours,UNSURE,auto:insufficient_evidence,Y
2231,Dark triad personality traits and born global internationalization,UNSURE,auto:insufficient_evidence,N
2232,DRIVERS OF DIGITAL MARKETING CAPABILITIES IN EMERGING-MARKET MULTINATIONAL ENTER,UNSURE,auto:insufficient_evidence,N
2233,Is the pursuit of a competition-friendly industrial policy desirable? Evidence f,UNSURE,auto:insufficient_evidence,N
2236,Spillover effects of customers' geographic diversification on suppliers' operati,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
2238,"Subsidies, new firms, and productivity in global manufacturing",UNSURE,auto:insufficient_evidence,N
2239,Revisiting the role of service for manufacturing firm exports: Evidence from Jap,UNSURE,auto:insufficient_evidence,N
2240,Knowledge spillovers and public investment in innovation: empirical evidence fro,UNSURE,auto:insufficient_evidence,Y
2242,Choice versus necessity: understanding service diversification and firm performa,UNSURE,auto:insufficient_evidence,Y
2243,Digital maturity and business performance in industry 4.0: evidence from industr,UNSURE,auto:insufficient_evidence,N
2244,Innovating for Sustained Growth: The Impact of R&D and Intangible Assets on the ,UNSURE,auto:insufficient_evidence,Y
2247,Foreign networks and export capabilities: insights from small manufacturing firm,UNSURE,auto:insufficient_evidence,N
2250,Artificial intelligence technology and firms' OFDI: Evidence from China,UNSURE,auto:insufficient_evidence,Y
2254,What drives CSR specialization? The roles of relative marketing capability and m,UNSURE,auto:insufficient_evidence,N
2257,Can industrial technology convergence facilitate firms' international expansion?,UNSURE,auto:insufficient_evidence,N
2258,Imported intermediates and firm performance: A difference-in-differences analysi,UNSURE,auto:insufficient_evidence,N
2259,Corporate nationalism and innovation performance- a perspective based on dual le,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
2260,"The data-driven decision-making, sustainable value creation, and international f",Y,"auto_abstract:quantitative_stat,ip_performance",Y
2262,Classifying Thai agro-food SMEs by internationalisation potential: a Self-Organi,UNSURE,auto:insufficient_evidence,Y
2265,"Overseas Business and Ethnic Ties, Slack Resources, and Exploitative and Explora",UNSURE,auto:insufficient_evidence,Y
2266,Quantity or efficiency? The impact of AI adoption on firm innovation: Evidence f,UNSURE,auto:insufficient_evidence,N
2267,"The path to SME global performance: Entrepreneurial self-efficacy, perceived ins",UNSURE,auto:insufficient_evidence,N
2269,CEOs' international experience: Welcome or unsolicited?,UNSURE,auto:insufficient_evidence,Y
2272,Do FDI Restrictions Impair Outward FDI? Evidence from Indian Firms,UNSURE,auto:insufficient_evidence,N
2273,Examining Firm Characteristics and Resilience Under Regional Trade Agreements: E,UNSURE,auto:insufficient_evidence,Y
2274,Global Climate Risks and Agricultural Firm Performance in Vietnam,UNSURE,auto:insufficient_evidence,N
2275,Enhancing agility and international performance through learning processes and d,UNSURE,auto:insufficient_evidence,N
2278,Multinationality and strategic dynamic capabilities during sustainable developme,UNSURE,auto:insufficient_evidence,N
2279,Export Promotion With Matchmaking and Grants: Evidence From Portuguese Firms,UNSURE,auto:insufficient_evidence,Y
2281,International network-oriented behavior as a strategic mechanism driving financi,UNSURE,auto:insufficient_evidence,N
2293,The effects of ceos’ personality traits on firm’s internationalization rhythm,UNSURE,auto:insufficient_evidence,N
2294,The relationship between internationalisation strategies and human capital in Br,UNSURE,auto:insufficient_evidence,Y
2296,"Entrepreneurial Orientation, Innovation, Competitiveness, and Performance of Ult",UNSURE,auto:insufficient_evidence,N
2299,"Digital and International Growth Hacking Business Models: Born Globals, Born Dig",UNSURE,auto:insufficient_evidence,Y
2300,Pure-Exporter Premiums,UNSURE,auto:insufficient_evidence,N
2301,Entrepreneurial Teams’ Firms’ Performance: The Contingent Role of EconomicFreedo,UNSURE,auto:insufficient_evidence,Y
2303,Reflecting Theoretical Perspective on De-internationalization Strategies: A Cros,UNSURE,auto:insufficient_evidence,N
2308,Analysis of Executive Compensation Management Strategies of Multinational Enterp,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2309,The performance of Italian and French listed companies during the financial cris,UNSURE,auto:insufficient_evidence,Y
2317,Alternative modes of entry in franchising,UNSURE,auto:insufficient_evidence,N
2318,Services and the internationalization of manufacturing firms in Indonesia,UNSURE,auto:insufficient_evidence,N
2319,Determinants of sustainable financial and innovation performance: a panel data a,UNSURE,auto:insufficient_evidence,Y
2320,Digitalisation and firm performance: evidence from Tunisian SMEs,UNSURE,auto:insufficient_evidence,Y
2322,Factors affecting Technical Efficiency of Indian Fabrics Industry: A Fresh Look ,UNSURE,auto:insufficient_evidence,N
2323,Financial sustainability of oil and gas companies—basis for building resilience ,UNSURE,auto:insufficient_evidence,Y
2328,Consistency of micro- and macro-level data on global value chains: Evidence from,UNSURE,auto:insufficient_evidence,N
2329,Gender discrimination and firm survival: a multilevel approach for EU textile co,UNSURE,auto:insufficient_evidence,N
2331,Effects of Diversification on Profitability and Operating Risk for Brazilian Pub,UNSURE,auto:insufficient_evidence,Y
2334,On the spillover effect of China's outward FDI in Germany,UNSURE,auto:insufficient_evidence,Y
2339,Differences between women- and men-owned export businesses: are women-owned expo,UNSURE,auto:insufficient_evidence,N
2341,ICT and the Trading Negotiation for International Sale Contracts in the Pacific ,UNSURE,auto:insufficient_evidence,Y
2343,Sales to centre stage! Determinants of the division in strategic sales decisions,UNSURE,auto:insufficient_evidence,N
2345,Does GRI Sustainability Reporting Pay Off? An Empirical Investigation of Publicl,UNSURE,auto:insufficient_evidence,Y
2348,Import intensity of India’s manufactured exports: an industry level analysis,UNSURE,auto:insufficient_evidence,N
2351,Analysing factors that affect profitability and growth in French publicly listed,UNSURE,auto:insufficient_evidence,N
2356,Situation of the Ecuadorian mediumsized company: Distinctive features of its man,UNSURE,auto:insufficient_evidence,N
2359,"Environmental regulations, green innovation and performance: An analysis of indu",UNSURE,auto:insufficient_evidence,N
2366,The seriousness in applying accounting standards and the cost of capital,UNSURE,auto:insufficient_evidence,N
2367,Effects of strategic orientations on early internationalising SMEs from an emerg,UNSURE,auto:insufficient_evidence,Y
