seq,doi,title,abstract_snippet,auto_decision,auto_reason
1866,10.1016/j.jbusres.2022.113374,The survival of outward investments from China and India: Is there a North-South divide?,,UNSURE,S2 fetch failed
1867,10.1016/j.apmrv.2021.10.001,Firm level assessment of Pakistan and Malaysia Free Trade Agreement,,UNSURE,S2 fetch failed
1869,10.1016/j.egyr.2022.11.203,Export globalization and pollution localization: Multivariate heterogeneous data based on Chinese enterprises,,UNSURE,S2 fetch failed
1872,10.1016/j.strueco.2022.08.001,"Industry does matter: Analysing innovation, firm performance and organisational learning heterogeneities on Brazilian manufacturing sectors",,UNSURE,S2 fetch failed
1875,10.1007/s40953-022-00334-7,The Determinants of Firm's Growth in the Telecommunication Services Industry: Empirical Evidence from India,,UNSURE,S2 fetch failed
1880,10.1016/j.jbusres.2023.113660,Competence and enterprise of management as drivers of early foreign listing of medium-sized emerging market multinationals (EMNEs) from Africa,,UNSURE,S2 fetch failed
1883,10.1016/j.intman.2022.100991,Internationalization of Emerging Economy SMEs: A Tripod Approach,,UNSURE,S2 fetch failed
1889,10.1016/j.ibusrev.2022.102074,Early internationalization and subsequent geographic expansion: An extended Penrosean perspective,,UNSURE,S2 fetch failed
1891,10.1080/20932685.2023.2176337,"Analysis of productivity, efficiency, and their explanatory factors in the fast fashion sector: New evidence from the international environment",,UNSURE,S2 fetch failed
1897,10.1016/j.frl.2022.103386,"Interlinkage between corporate social, environmental performance and financial performance: Firm-mediators in a multi-country context",,UNSURE,S2 fetch failed
1898,10.1007/s11575-023-00509-1,"A Dynamic Model of Internationalization and Innovation in Emerging Market Enterprises: Knowledge Exploration, Transformation, and Exploitation",,UNSURE,S2 fetch failed
1899,10.1016/j.jinteco.2023.103735,Sequentially exporting products across countries,,UNSURE,S2 fetch failed
1900,10.1080/00472778.2020.1816431,Training and performance in SMEs: Empirical evidence from large-scale data from the UK,,UNSURE,S2 fetch failed
1901,10.1080/00472778.2020.1800337,Development of international market information in emerging economy family SMEs: The role of participative governance,,UNSURE,S2 fetch failed
1908,10.1016/j.ibusrev.2022.102099,Institutional misalignment and escape-based FDI: A prospect theory lens,,UNSURE,S2 fetch failed
1912,10.1016/j.jclepro.2023.136938,Heterogeneity and influence factors of carbon productivity: Evidence from Chinese manufacturing enterprises,,UNSURE,S2 fetch failed
1927,10.1016/j.irfa.2023.102525,Managerial foreign experience and corporate risk-taking: Evidence from China,,UNSURE,S2 fetch failed
1928,10.1109/tem.2023.3281722,"Managing Technological Innovation: Dynamic Capabilities, Collaborative Innovation, and Born-Digital SMEs' Performance",,UNSURE,S2 fetch failed
1929,10.1007/s10490-023-09895-4,The influence of founders' membership status on transgenerational succession intention in family business: Evidence from China,,UNSURE,S2 fetch failed
1937,10.1057/s41267-023-00629-8,Colocation as network: Types and performance implications of structural positions in colocation network,,UNSURE,S2 fetch failed
1939,10.1016/j.frl.2023.103893,Foreign direct investment and employee income share: Firm-level evidence,,UNSURE,S2 fetch failed
1944,10.1504/ejim.2023.132434,The missing link between governance factors and entrepreneurial internationalisation of family SMEs: an empirical analysis of an emerging economy,,UNSURE,S2 fetch failed
1945,10.1016/j.techfore.2022.122181,Do green investments improve firm performance? Empirical evidence from Ireland,,UNSURE,S2 fetch failed
1948,10.1080/17449480.2023.2241871,Small and Medium-Sized Accounting Practices (SMPs): Explaining Financial Performance based on Human Capital and Organisational Resources,,UNSURE,S2 fetch failed
1953,10.1016/j.frl.2023.104266,How corporate rent-seeking affects outward FDI--Empirical evidence based on A-share listed manufacturing companies,,UNSURE,S2 fetch failed
1954,10.1007/s10490-023-09915-3,Are born global firms environmentally more responsible? Evidence from the East Asia and Pacific region,,UNSURE,S2 fetch failed
1960,10.1080/09654313.2023.2264335,Greenfield FDIs as a catalyst for technological collaborations between European regions and emerging countries,,UNSURE,S2 fetch failed
1970,10.1016/j.intfin.2023.101848,Banking sector competition and firms' financial constraints: Firm-Level evidence from developing economies,,UNSURE,S2 fetch failed
1971,10.1016/j.ijis.2022.09.001,Impacts of internal R&D on firms' performance and energy consumption: Evidence from Ethiopian firms,,UNSURE,S2 fetch failed
1976,10.1016/j.irfa.2023.102998,Director foreign experience: Geographic specificity and value implication,,UNSURE,S2 fetch failed
1980,10.1016/j.ribaf.2023.102167,The takeover Tango: Unraveling the impact of state-owned enterprise acquisitions on American competitors,,UNSURE,S2 fetch failed
1983,10.1016/j.jbusres.2023.114384,Alliance management capability and SMEs' international expansion: The role of innovation pathways,,UNSURE,S2 fetch failed
1991,10.1016/j.intman.2023.101119,Firm performance drivers within a dynamic emerging market ecosystem,,UNSURE,S2 fetch failed
1999,10.1080/09537325.2024.2310623,The effect of science parks on company growth: a fsQCA analysis of tenant profile,,UNSURE,S2 fetch failed
2005,10.1080/13603124.2023.2276352,ADL relational global leadership: a leadership approach to accelerate the internationalization of Islamic higher education in Indonesia,,UNSURE,S2 fetch failed
2006,10.1016/j.jclepro.2024.140557,The pitfalls of corporate social irresponsibility: Hypocrisy of family firms in South Korea,,UNSURE,S2 fetch failed
2009,10.1016/j.intman.2023.101115,Geographic distance in cross-border acquisitions: The impact of CEO's psychological attributes,,UNSURE,S2 fetch failed
2016,10.1057/s41267-024-00693-8,Foreign bank entry and the outward foreign direct investment of companies: evidence from China,,UNSURE,S2 fetch failed
2029,10.1016/j.techfore.2024.123379,Outward foreign direct investment and green technology innovation: A company and host country perspective,,UNSURE,S2 fetch failed
2036,10.1016/j.ijhm.2024.103797,Generalist vs. specialist CEOs: Towards an understanding of CSR scheme in the restaurant industry,,UNSURE,S2 fetch failed
2050,10.1016/j.intman.2024.101154,The omnipresence of the state and its effect on the internationalization of companies: The Russian variety of state capitalism,,UNSURE,S2 fetch failed
2052,10.1007/s13132-024-02211-5,Firms' Participation in Global Value Chains Research and Development Activities and Firm Performance: The Joint Moderating Effects of Knowledge Intensity and Technological Turbulence,,UNSURE,S2 fetch failed
2058,10.1016/j.intman.2024.101130,Aspiring to go abroad: How and when international entrepreneurial aspiration fuel emerging markets entrepreneurial ventures' internationalisation speed,,UNSURE,S2 fetch failed
2061,10.1016/j.pirs.2024.100045,"Discouraged exporters, regional resilience and the ""Slow Burn"" shock of Brexit: Unpacking the trade-related consequences for UK SMEs",,UNSURE,S2 fetch failed
2069,10.1007/s10843-024-00363-8,Transformative potentials of generative artificial intelligence: Should international entrepreneurial enterprises adopt GEN.AI?,,UNSURE,S2 fetch failed
2071,10.1080/23322039.2024.2399957,Exporters' failure predictors and processes: a multi-country analysis based on the theoretical concept of firms' financial crisis types,,UNSURE,S2 fetch failed
2077,10.2139/ssrn.5238522,Strategic alliances and global competitive actions: Unveiling collaborative pathways in higher education ranking,,UNSURE,S2 fetch failed
2078,10.2139/ssrn.4901536,Transcend local for global: ESG as a legitimacy signal in the global expansion of emerging multinational enterprises,,UNSURE,S2 fetch failed
2092,10.1080/00036846.2024.2431170,Exploring the determinants of systematic risk through machine learning: evidence from Chinese listed companies,,UNSURE,S2 fetch failed
2099,10.1080/19761597.2024.2434068,Driving productivity: a comparison of the Indian automobile manufacturers and component suppliers,,UNSURE,S2 fetch failed
2100,10.1016/j.ribaf.2024.102651,Relational capital's contribution to international success: Evidence from family-owned wineries and olive oil mills in Spain,,UNSURE,S2 fetch failed
2105,10.1080/17520843.2024.2426864,Foreign direct investment motivation and spillovers from southern MNCs in Switzerland: the role of FDI motivation and cultural dimension,,UNSURE,S2 fetch failed
2112,10.2139/ssrn.5089290,"Global value chains, trade facilitation and the use of environmental management practices in SMEs",,UNSURE,S2 fetch failed
2120,10.1016/j.eap.2025.01.023,How to reshape the international competitive advantage of Chinese manufacturing enterprises: A perspective of input servitization,,UNSURE,S2 fetch failed
2126,10.1016/j.frl.2025.106925,Including A-shares in the MSCI index and enterprises' Total factor productivity-impact on China's micro-enterprises,,UNSURE,S2 fetch failed
2134,10.1080/08961530.2025.2475439,Foreign Market Expansion Commitment and SMEs Financial Performance,,UNSURE,S2 fetch failed
2135,10.2139/ssrn.4914446,Board digital expertise and digital innovation: Evidence from commercial banks in China,,UNSURE,S2 fetch failed
2150,10.1016/j.eap.2025.04.032,The impact of enterprise income tax on firm export: Evidence from income tax revenue sharing reform in China,,UNSURE,S2 fetch failed
2157,10.1080/14631377.2025.2503036,Beyond resource intensity: unveiling the determinants of Russian MNEs' integration into global value chains,,UNSURE,S2 fetch failed
2160,10.1080/00036846.2025.2505801,Energy use and efficiency in Ethiopia's manufacturing sector: a stochastic frontier analysis,,UNSURE,S2 fetch failed
2168,10.1080/00343404.2025.2503967,"When the rain comes, don't stay at home! Regional innovation and FDI in the aftermath of the Great Recession",,UNSURE,S2 fetch failed
2169,10.1016/j.irfa.2025.104355,Outward foreign direct investment and pollution: Evidence from China,,UNSURE,S2 fetch failed
2176,10.1007/s11846-025-00913-x,"Top management teams, work experience diversity and the speed of international entrepreneurship: an upper echelons perspective",,UNSURE,S2 fetch failed
2180,10.1080/00036846.2025.2527986,The nexus between total factor productivity and the backsourcing decision: evidence from India's manufacturing sector,,UNSURE,S2 fetch failed
2186,10.1016/j.jbusres.2025.115519,Rethinking the performance implication of regional diversification: The interplay between intra-and inter-regional diversification,,UNSURE,S2 fetch failed
2190,10.1016/j.eap.2025.07.018,"Foreign shareholders and the green internationalization strategy of enterprises: A response to the governance supervision and ""locust invasion"" perspectives",,UNSURE,S2 fetch failed
2193,10.1016/j.ibusrev.2025.102481,"Women's representation on boards, diversity practices, and internationalization: Evidence from greenfield investment",,UNSURE,S2 fetch failed
2195,10.1016/j.eap.2025.07.020,Judicial Independence and Corporate Total Factor Productivity: Evidence from provincial court centralization,,UNSURE,S2 fetch failed
2196,10.1080/03585522.2025.2541344,"Managing to compete: the Swedish state-owned banks and competition, 1960-1985",,UNSURE,S2 fetch failed
2197,10.1016/j.enpol.2025.114793,Navigating trade barriers: How anti-dumping and countervailing policies affect outward foreign direct investment of Chinese solar photovoltaic firms,,UNSURE,S2 fetch failed
2205,10.1080/13662716.2025.2542901,Knowledge sources for Industry 4.0 technologies in European regions: the role of inward FDIs,,UNSURE,S2 fetch failed
2207,10.1007/s10961-025-10269-9,How technological path of internationalization matters? A dynamic capability perspective,,UNSURE,S2 fetch failed
2231,10.2139/ssrn.4630801,Dark triad personality traits and born global internationalization,,UNSURE,S2 fetch failed
2232,10.1080/10696679.2025.2602445,DRIVERS OF DIGITAL MARKETING CAPABILITIES IN EMERGING-MARKET MULTINATIONAL ENTERPRISES,,UNSURE,S2 fetch failed
2233,10.2139/ssrn.5238646,Is the pursuit of a competition-friendly industrial policy desirable? Evidence from Korea's post-Asian Financial Crisis policy shift,,UNSURE,S2 fetch failed
2238,10.1016/j.ijindorg.2025.103238,"Subsidies, new firms, and productivity in global manufacturing",,UNSURE,S2 fetch failed
2239,10.1016/j.japwor.2025.101343,Revisiting the role of service for manufacturing firm exports: Evidence from Japanese firm-level data,,UNSURE,S2 fetch failed
2247,10.1007/s11573-025-01236-9,Foreign networks and export capabilities: insights from small manufacturing firms,,UNSURE,S2 fetch failed
2254,10.1016/j.jbusres.2026.115984,What drives CSR specialization? The roles of relative marketing capability and market conditions,,UNSURE,S2 fetch failed
2257,10.1016/j.econmod.2026.107524,Can industrial technology convergence facilitate firms' international expansion? Firm-level empirical evidence from China,,UNSURE,S2 fetch failed
2258,10.1016/j.techfore.2026.124571,Imported intermediates and firm performance: A difference-in-differences analysis of matched Indian manufacturing firms,,UNSURE,S2 fetch failed
2266,10.1016/j.seps.2026.102450,Quantity or efficiency? The impact of AI adoption on firm innovation: Evidence from Chinese listed companies,,UNSURE,S2 fetch failed
2267,10.1016/j.jwb.2026.101726,"The path to SME global performance: Entrepreneurial self-efficacy, perceived institutional support, and international entrepreneurial orientation",,UNSURE,S2 fetch failed
2272,10.1080/10168737.2026.2647749,Do FDI Restrictions Impair Outward FDI? Evidence from Indian Firms,,UNSURE,S2 fetch failed
2275,10.1016/j.jbusres.2026.116194,Enhancing agility and international performance through learning processes and digitalization capabilities in Nigerian SMEs,,UNSURE,S2 fetch failed
2278,10.1016/j.ibusrev.2026.102599,Multinationality and strategic dynamic capabilities during sustainable development goals adoption: Evidence from a natural experiment,,UNSURE,S2 fetch failed
2281,10.1016/j.indmarman.2026.05.002,International network-oriented behavior as a strategic mechanism driving financial performance and the moderating role of absorptive capacity,,UNSURE,S2 fetch failed
2293,10.1007/s10490-025-10054-0,The effects of ceos’ personality traits on firm’s internationalization rhythm,,UNSURE,S2 fetch failed
2296,10.17549/gbfr.2024.29.10.55,"Entrepreneurial Orientation, Innovation, Competitiveness, and Performance of Ultra-Micro and Micro Enterprises in Indonesia",,UNSURE,S2 fetch failed
2303,10.1007/s40171-023-00361-0,Reflecting Theoretical Perspective on De-internationalization Strategies: A Cross-Case Analysis Using Flowing Stream Strategy Framework,,UNSURE,S2 fetch failed
2317,10.1016/j.jbusres.2022.113599,Alternative modes of entry in franchising,,UNSURE,S2 fetch failed
2318,10.1007/s43546-023-00423-6,Services and the internationalization of manufacturing firms in Indonesia,,UNSURE,S2 fetch failed
2328,10.1016/j.inteco.2022.05.005,Consistency of micro- and macro-level data on global value chains: Evidence from selected European countries,,UNSURE,S2 fetch failed
2329,10.1007/s43546-022-00315-1,Gender discrimination and firm survival: a multilevel approach for EU textile companies,,UNSURE,S2 fetch failed
2339,10.1080/08276331.2022.2045169,Differences between women- and men-owned export businesses: are women-owned export businesses more financially successful when they adopt an intensive export strategy?,,UNSURE,S2 fetch failed
2343,10.1016/j.ibusrev.2021.101859,Sales to centre stage! Determinants of the division in strategic sales decisions within the MNE,,UNSURE,S2 fetch failed
2348,10.1007/s41775-020-00104-3,Import intensity of India’s manufactured exports: an industry level analysis,,UNSURE,S2 fetch failed
2351,10.1504/ijebr.2021.114395,Analysing factors that affect profitability and growth in French publicly listed firms,,UNSURE,S2 fetch failed
2359,10.15728/bbr.2020.17.5.5,"Environmental regulations, green innovation and performance: An analysis of industrial sector companies from developed countries and emerging countries",,UNSURE,S2 fetch failed
2369,10.1093/cje/bez013,"Internationalisation, outsourcing and labour fragmentation: The case of FIAT",,UNSURE,S2 fetch failed
2371,10.1016/j.jhtm.2019.11.001,Internationalization and accounting-based risk in the restaurant industry,,UNSURE,S2 fetch failed
2373,10.1109/tem.2018.2841803,Generative Capability,,UNSURE,S2 fetch failed
2377,10.1016/j.kjss.2017.09.002,Multi-level factors affecting firm competitiveness in ASEAN region of small and medium enterprises of Thailand,,UNSURE,S2 fetch failed
2391,10.1504/ijaape.2018.089418,An analysis of the firms-specific determinants influencing the voluntary IFRS adoption: Evidence from Italian private firms,,UNSURE,S2 fetch failed
2397,10.1080/10978526.2017.1354705,"Flower Export Barriers: A Comparative Study in Colombia, Mexico and Ecuador",,UNSURE,S2 fetch failed
2402,10.1080/08276331.2016.1248056,Export propensity and intensity of Nigerian SMEs,,UNSURE,S2 fetch failed
2403,10.1166/asl.2017.7691,Influential dynamic capabilities in small and medium enterprises’ internationalization,,UNSURE,S2 fetch failed
2407,10.1093/jae/ejw025,The dynamics of exporting and innovation: Evidence from the Tunisian manufacturing sector,,UNSURE,S2 fetch failed
2408,10.1504/ijbg.2017.081029,"Networks, business models, and competitiveness in small Finnish firms",,UNSURE,S2 fetch failed
2409,10.1007/s10368-014-0310-y,"Small firm internationalization, innovation, and growth",,UNSURE,S2 fetch failed
2416,10.1504/jgba.2016.079854,"Deregulation and liberalisation, business cycles and performance of Indian industry",,UNSURE,S2 fetch failed
2421,10.1007/978-3-319-02696-1_3,An analysis of supply chains in renewable energy industries: A survey in italy,,UNSURE,S2 fetch failed
2435,10.1016/j.jcae.2013.06.002,Determinants of transfer pricing aggressiveness: Empirical evidence from Australian firms,,UNSURE,S2 fetch failed
2437,10.3280/poli2013-004002,Export activity and firm heterogeneity: A survey of the empirical evidence for Italy,,UNSURE,S2 fetch failed
2439,10.1007/s11575-012-0159-7,In at the Deep End of Firm Internationalization: Nationality Diversity on Top Management Teams Matters,,UNSURE,S2 fetch failed
2442,10.1007/s10290-012-0142-1,The performance of foreign affiliates in German manufacturing: Evidence from a new database,,UNSURE,S2 fetch failed
2443,10.1080/02692171.2013.785664,Rethinking on public enterprise: Editorial introduction and some personal remarks on the research agenda,,UNSURE,S2 fetch failed
2445,10.3280/poli2013-002003,Heterogeneity in managerial strategies and internationalization of firms: The case of Italy,,UNSURE,S2 fetch failed
2452,10.1504/ijesb.2012.044587,Internationalisation in new ventures - What role do team dynamics play?,,UNSURE,S2 fetch failed
2455,10.1504/ijtg.2012.050965,Unequal benefits from internationalisation: Regional technology differences in China,,UNSURE,S2 fetch failed
2456,10.1080/19761597.2011.630504,"Production linkages, technological intensities and economic performance: Small and medium enterprises in Malaysian manufacturing",,UNSURE,S2 fetch failed
2460,10.1080/15228916.2011.588912,Internationalization opportunities and challenges for small and medium-sized enterprises from developing countries,,UNSURE,S2 fetch failed
2463,10.1504/ijaape.2011.040836,The preparedness of listed Tunisian companies to adopt international financial reporting standards,,UNSURE,S2 fetch failed
2464,10.1504/ijeim.2011.039826,Innovation and internationalisation of Malaysia's education sector through e-learning: Facilitators,,UNSURE,S2 fetch failed
2465,10.11118/actaun201159020221,Method of evaluating the success of the dairy czech small and medium-sized enterprises,,UNSURE,S2 fetch failed
2467,10.1080/02642060802629893,The determinate effects of competences and decision process factors on firms' internationalisation,,UNSURE,S2 fetch failed
2471,10.3923/ajit.2010.45.53,Factors influencing the implementation of green productivity practices and its effect on the organisational performance: A comparision study between EMS 14001 and ISO 9000 certified companies in Malaysia,,UNSURE,S2 fetch failed
2472,10.18848/1833-1882/cgp/v05i09/51865,The role of corporate entrepreneurship in internationalization of small and medium manufacturing enterprises (SMEs),,UNSURE,S2 fetch failed
2473,10.1504/ijeim.2010.034418,The impact of human and social capital on the internationalisation of German consulting firms,,UNSURE,S2 fetch failed
2480,10.1080/08985620802176104,Influence of the capacities of top management on the internationalization of SMEs,,UNSURE,S2 fetch failed
2481,10.1080/08276331.2009.10593461,Trade Credits and Bank Loans for SMEs in the Textile Sector,,UNSURE,S2 fetch failed
2484,10.2457/srs.39.823,An Analysis of the Promotion Policy for Foreign R&D Investment,,UNSURE,S2 fetch failed
2485,10.1504/ijstl.2009.027683,An analytical framework for managing container terminals,,UNSURE,S2 fetch failed
2488,10.1080/10168730802079805,"Market structure, external exposure and industry profitability: Evidence from Taiwan",,UNSURE,S2 fetch failed
2493,10.1300/j042v20n04_02,"Product diversification, multinationality, and country involvement: What is the optimal combination?",,UNSURE,S2 fetch failed
2496,10.1016/j.intman.2007.01.001,"Intra-regional sales, product diversity, and the performance of merchandising multinationals",,UNSURE,S2 fetch failed
2501,10.1007/s11575-007-0047-8,The effect of keiretsu affiliation and resource dependencies on supplier firm performance in the Japanese automobile industry,,UNSURE,S2 fetch failed
2509,10.1016/j.respol.2005.03.006,Exploring the role of proximity in SME knowledge-acquisition,,UNSURE,S2 fetch failed
2510,10.1007/s10490-005-6419-3,What determined success during the Asian economic crisis?-the importance of experiential knowledge and group affiliation,,UNSURE,S2 fetch failed
2516,10.1016/j.emj.2004.04.016,Strategic renewal of Europe's largest telecom operators (1992-2001): From herd behaviour towards strategic choice?,,UNSURE,S2 fetch failed
2519,10.1007/bf02665983,Exports as an indicator on or promoter of successful Swedish manufacturing firms in the 1990s,,UNSURE,S2 fetch failed
2524,10.1080/13608740808539649,Spain in the EU: Fifteen years may not be enough,,UNSURE,S2 fetch failed
2531,10.1023/a:1008100206266,Do Small Innovating Firms Outperform Non-Innovators?,,UNSURE,S2 fetch failed
2536,10.1300/j047v10n01_03,"Growth in food and drink multinationals, 1977-94: An empirical investigation",,UNSURE,S2 fetch failed
2540,10.1016/s0969-5931(99)00007-4,The value of employment relations in multinationals: Finding the right balance,,UNSURE,S2 fetch failed
2542,10.1016/s1075-4253(98)00011-8,An empirical examination of the influence of industry and firm drivers on the rate of internationalization by firms,,UNSURE,S2 fetch failed
2546,10.1080/095851998341152,Employment relations and labour market indicators in ten industrialized market economies: Comparative statistics,,UNSURE,S2 fetch failed
2548,10.1109/17.491273,A study of technology transfer in a multinational cooperative joint venture,,UNSURE,S2 fetch failed
2549,10.1016/0278-4319(95)00053-4,"A profile of the hotel financial controller in the United Kingdom, United States and Hong Kong",,UNSURE,S2 fetch failed
2550,10.2307/144266,"Restructuring of primary industries: Technology, labor, and corporate strategy and control in the Arizona copper industry",,UNSURE,S2 fetch failed
2551,10.1007/bf02073162,The role of research for the social shaping of new technologies: Designing a research strategy,,UNSURE,S2 fetch failed
2555,10.1016/0263-2373(89)90082-0,New vistas in competitive bidding strategies,,UNSURE,S2 fetch failed
2557,10.1016/0024-6301(88)90013-1,Strategy alternatives for vehicle component manufacturers,,UNSURE,S2 fetch failed
2558,10.1007/bf02708577,Multinational corporations and domestic market structure: The case of Greek manufacturing industries,,UNSURE,S2 fetch failed
2560,10.1016/0167-5419(87)90005-6,"The implications of internationalisation for the management of the vehicle components industry in Britain, Germany, Japan and the U.S.A.",,UNSURE,S2 fetch failed
