batch_no,seq,year,authors,title,journal,link,icrv,dpl,extraction_priority,r_reported,r_type,sample_n,converted_r,nonlinear,turning_point,notes,ready_for_r
349,309,2015,"Childs, Michelle L.; Jin, Byoungho",Firm factors that influence internationalisation and subsequent financial perfor,JOURNAL OF SERVICE THEORY AND PRACTICE,https://doi.org/10.1108/jstp-09-2013-0204,0,3,A_DOI,,,,,,,,NO
350,955,2015,"Fuchs, Manfred; Koestner, Mariella",Standardisation and adaptation of firms' export marketing strategies in familiar,EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,https://doi.org/10.1504/ejim.2015.069163,1,3,A_DOI,,,,,,,,0
351,956,2015,"Cavaliere, Vincenzo; Lombardi, Sara",Exploring different cultural configurations: how do they affect subsidiaries' kn,JOURNAL OF KNOWLEDGE MANAGEMENT,https://doi.org/10.1108/jkm-04-2014-0167,1,3,A_DOI,,,,,,,,0
352,984,2015,"Kim, Young Gui; Suh, Jeongmeen",What Determines Small Champions' Export Performance? Evidence from Korea Firm-Le,ASIAN ECONOMIC PAPERS,https://doi.org/10.1162/asep_a_00356,1,3,A_DOI,,,,,,,,0
353,994,2015,"Debrulle, Jonas; Maes, Johan",Start-ups' Internationalization: The Impact of Business Owners' Management Exper,EUROPEAN MANAGEMENT REVIEW,https://doi.org/10.1111/emre.12050,,3,A_DOI,,,,,,,,0
354,1008,2015,"Tian, Wei; Yu, Miaojie","Processing trade, export intensity, and input trade liberalization: evidence fro",JOURNAL OF THE ASIA PACIFIC ECONOMY,https://doi.org/10.1080/13547860.2015.1054169,2,3,A_DOI,,,,,,,,0
355,1012,2015,"Masso, Jaan; Roigas, Kaert; Vahter, Prii","Foreign market experience, learning by hiring and firm export performance",REVIEW OF WORLD ECONOMICS,https://doi.org/10.1007/s10290-015-0224-y,,3,A_DOI,,,,,,,,0
356,1013,2015,"Gkypali, Areti; Rafailidis, Apostolos; T",Innovation and export performance: do young and mature innovative firms differ?,EURASIAN BUSINESS REVIEW,https://doi.org/10.1007/s40821-015-0030-4,,3,A_DOI,,,,,,,,0
357,1032,2015,"Dolores Parra, Maria; Martinez-Zarzoso, ",Imported Inputs and Egyptian Exports: Exploring the Links,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMEN,https://doi.org/10.5018/economics-ejournal.ja.2015-38,2,3,A_DOI,,,,,,,,
358,1036,2015,"Zoogah, David; Mburu, Henry K.",Are Firms in Developing Countries in Spider Webs or Iron Cages? Geographic Traps,THUNDERBIRD INTERNATIONAL BUSINESS REVIE,https://doi.org/10.1002/tie.21722,0,3,A_DOI,,,,,,,,
359,2418,2015,Behyan M.,Influence of internationalization orientation on export performance: in the pers,Journal of Business and Industrial Marke,https://doi.org/10.1108/jbim-05-2012-0091,2,3,A_DOI,,,,,,,,0
360,2420,2015,Bhaumik S.K.,Sources of competitiveness and multinationality: Emerging market firms in the el,Advances in International Management,https://doi.org/10.1108/s1571-502720150000028013,0,3,A_DOI,,,,,,,,0
361,878,2014,"Kahiya, Eldrede Tinashe; Dean, David L.",Export performance: multiple predictors and multiple measures approach,ASIA PACIFIC JOURNAL OF MARKETING AND LO,https://doi.org/10.1108/apjml-11-2012-0119,0,3,A_DOI,,,,,,,,0
362,879,2014,"Abebe, Michael","Electronic commerce adoption, entrepreneurial orientation and small- and medium-",JOURNAL OF SMALL BUSINESS AND ENTERPRISE,https://doi.org/10.1108/jsbed-10-2013-0145,1,3,A_DOI,,,,,,,,
363,882,2014,"Fernhaber, Stephanie A.; McDougall-Covin",Is more always better? Risk trade-offs among internationalizing new ventures,EUROPEAN BUSINESS REVIEW,https://doi.org/10.1108/ebr-02-2013-0030,1,3,A_DOI,,,,,,,,0
364,889,2014,"Zhou, Lianxi; Wu, Aiqi",Earliness of internationalization and performance outcomes: Exploring the modera,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2013.10.001,,3,A_DOI,,,,,,,,0
365,890,2014,"Oh, Chang Hoon; Contractor, Farok",A Regional Perspective on Multinational Expansion Strategies: Reconsidering the ,BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/1467-8551.12019,1,3,A_DOI,,,,,,,,0
366,893,2014,"Diez-Vial, Isabel; Fernandez-Olmos, Mart",How Do Local Knowledge Spillovers and Experience Affect Export Performance?,EUROPEAN PLANNING STUDIES,https://doi.org/10.1080/09654313.2012.741570,,3,A_DOI,,,,,,,,0
367,913,2014,"Rhou, Yinyoung; Koh, Yoon",International expansion of US full-service restaurants: Positive and increasing ,INTERNATIONAL JOURNAL OF HOSPITALITY MAN,https://doi.org/10.1016/j.ijhm.2014.02.001,1,3,A_DOI,,,,,,,,0
368,915,2014,"Graves, Chris; Shan, Yuan George",An Empirical Analysis of the Effect of Internationalization on the Performance o,FAMILY BUSINESS REVIEW,https://doi.org/10.1177/0894486513491588,1,3,A_DOI,,,,,,,,0
369,918,2014,"Hilmersson, Mikael",Small and medium-sized enterprise internationalisation strategy and performance ,INTERNATIONAL SMALL BUSINESS JOURNAL-RES,https://doi.org/10.1177/0266242613497744,,3,A_DOI,,,,,,,,0
370,920,2014,"Conti, Giuliano; Lo Turco, Alessia; Magg",Spillovers through backward linkages and the export performance of business serv,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2013.09.003,1,3,A_DOI,,,,,,,,0
371,921,2014,"Boly, Amadou; Coniglio, Nicola Daniele; ",Diaspora Investments and Firm Export Performance in Selected Sub-Saharan African,WORLD DEVELOPMENT,https://doi.org/10.1016/j.worlddev.2014.02.006,,3,A_DOI,,,,,,,,0
372,963,2014,"Petrou, Andreas P.",Bank Foreign Affiliate Performance in the Face of Pervasive and Arbitrary Corrup,EUROPEAN MANAGEMENT REVIEW,https://doi.org/10.1111/emre.12033,0,3,A_DOI,,,,,,,,0
373,1011,2014,"Verbeke, Alain; Van Tulder, Rob; Lundan,",NEW ANALYSIS OF MULTINATIONAL ENTERPRISES AND THEIR LINKAGES WITH MARKETS AND IN,"MULTINATIONAL ENTERPRISES, MARKETS AND I",https://doi.org/10.1108/s1745-886220140000009006,,3,A_DOI,,,,,,,,0
374,2423,2014,Jiang F.,Do Foreign Firms in China Incur a Liability of Foreignness? The Local Chinese Fi,Thunderbird International Business Revie,https://doi.org/10.1002/tie.21649,2,3,A_DOI,,,,,,,,0
375,2424,2014,Chen W.,The Dragon is flying west: Micro-level evidence of Chinese outward direct invest,Asian Development Review,https://doi.org/10.1162/adev_a_00032,2,3,A_DOI,,,,,,,,0
376,2427,2014,Torkkeli L.,Profitable SME internationalisation: The influence of cross-relational and relat,International Journal of Procurement Man,https://doi.org/10.1504/ijpm.2014.064972,,3,A_DOI,,,,,,,,0
377,2430,2014,Ricci A.,Agglomeration of exporters and productivity spillovers: Firm-level evidence from,Economia E Politica Industriale,https://doi.org/10.3280/poli2014-002006,1,3,A_DOI,,,,,,,,0
378,116,2013,"Amadieu, Paul; Maurel, Carole; Viviani, ","Intangibles, Export Intensity, and Company Performance in the French Wine Indust",JOURNAL OF WINE ECONOMICS,https://doi.org/10.1017/jwe.2013.27,1,3,A_DOI,,,,,,,,NO
379,324,2013,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng,",Internationalization and firm performance of SMEs: The moderating effects of CEO,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2012.06.001,3,3,A_DOI,,,,,,,,NO
380,488,2013,"Dau, Luis Alfonso","Learning across geographic space: Pro-market reforms, multinationalization strat",JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/jibs.2013.5,0,3,A_DOI,,,,,,,,NO
381,811,2013,"Demirbas, Dilek; Patnaik, Ila; Shah, Aja",Graduating to globalisation: a study of Southern multinationals,INDIAN GROWTH AND DEVELOPMENT REVIEW,https://doi.org/10.1108/igdr-12-2012-0050,0,3,A_DOI,,,,,,,,
382,818,2013,"Love, James H.; Ganotakis, Panagiotis",Learning by exporting: Lessons from high-technology SMEs,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1108/dlo.2013.08127caa.012,,3,A_DOI,,,,,,,,0
383,824,2013,"Kistruck, Geoffrey M.; Qureshi, Israr; B",Geographic and Product Diversification in Charitable Organizations,JOURNAL OF MANAGEMENT,https://doi.org/10.1177/0149206311398135,,3,A_DOI,,,,,,,,0
384,839,2013,"Oesterle, Michael-Joerg; Richta, Hannah ",Internationalisation and firm performance: state of empirical research efforts a,EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,https://doi.org/10.1504/ejim.2013.052834,,3,A_DOI,,,,,,,,0
385,840,2013,"Schminke, Annette; Van Biesebroeck, Joha",Using export market performance to evaluate regional preferential policies in Ch,REVIEW OF WORLD ECONOMICS,https://doi.org/10.1007/s10290-012-0145-y,2,3,A_DOI,,,,,,,,0
386,845,2013,"LiPuma, Joseph A.; Newbert, Scott L.; Do",The effect of institutional quality on firm export performance in emerging econo,SMALL BUSINESS ECONOMICS,https://doi.org/10.1007/s11187-011-9395-7,0,3,A_DOI,,,,,,,,0
387,847,2013,"Fu, Dahai; Wu, Yanrui",Foreign Entry and Profitability of Domestic Firms: Evidence from China,ASIAN ECONOMIC PAPERS,https://doi.org/10.1162/asep_a_00206,2,3,A_DOI,,,,,,,,0
388,849,2013,"Qian, Gongming; Li, Lee; Rugman, Alan M.",Liability of country foreignness and liability of regional foreignness: Their ef,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/jibs.2013.21,,3,A_DOI,,,,,,,,0
389,861,2013,"Koh, Yoon; Lee, Seoki; Basu, Sudipta; Ro",Determinants of involuntary cross-listing: US restaurant companies' perspective,INTERNATIONAL JOURNAL OF CONTEMPORARY HO,https://doi.org/10.1108/ijchm-10-2012-0185,1,3,A_DOI,,,,,,,,
390,866,2013,"Song, Sangcheol","FDI Structure, Investment Specificity, and Multinationality Value under Host Mar",MANAGEMENT INTERNATIONAL REVIEW,https://doi.org/10.1007/s11575-013-0181-4,,3,A_DOI,,,,,,,,0
391,906,2013,"Rasiah, Rajah; Myint, Myo Myo","OWNERSHIP, TECHNOLOGICAL CAPABILITIES AND EXPORTS OF GARMENT FIRMS IN MYANMAR",TECHNOLOGICAL AND ECONOMIC DEVELOPMENT O,https://doi.org/10.3846/20294913.2013.869513,6,3,A_DOI,,,,,,,,0
392,2433,2013,Singla C.,Internationalization and performance: A contextual analysis of Indian firms,Journal of Business Research,https://doi.org/10.1016/j.jbusres.2013.05.041,3,3,A_DOI,,,,,,,,0
393,2436,2013,Yang Y.,Multinational Performance and the Geography of FDI: Evidence from 46 Countries,Management International Review,https://doi.org/10.1007/s11575-013-0180-5,0,3,A_DOI,,,,,,,,0
394,2438,2013,Al-Shammari H.A.,Firm internationalization and IPO firm performance: The moderating effects of fi,International Journal of Commerce and Ma,https://doi.org/10.1108/ijcoma-03-2013-0029,,3,A_DOI,,,,,,,,0
395,2440,2013,Giovannetti G.,"Location, internationalization and performance of firms in Italy: A multilevel a",Applied Economics,https://doi.org/10.1080/00036846.2012.665597,1,3,A_DOI,,,,,,,,0
396,2444,2013,Hong Luan C.,Financial performance and internationalization in the U.S. restaurant industry: ,Journal of Hospitality Financial Managem,https://doi.org/10.1080/10913211.2013.861229,1,3,A_DOI,,,,,,,,0
397,2447,2013,Hamida L.B.,The impact of foreign R&D activities on the Mnc'S performance at home: Evidence ,Revue D Economie Industrielle,https://doi.org/10.4000/rei.5613,1,3,A_DOI,,,,,,,,
398,123,2012,"Ganotakis, Panagiotis; Love, James H.","Export propensity, export intensity and firm performance: The role of the entrep",JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/jibs.2012.16,3,3,A_DOI,,,,,,,,NO
399,489,2012,"Andersen, Torben Juul",Multinational risk and performance outcomes: Effects of knowledge intensity and ,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2011.02.005,,3,A_DOI,,,,,,,,NO
400,490,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONA,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1111/j.2042-5805.2012.01045.x,,3,A_DOI,,,,,,,,NO
401,757,2012,"Nagy, Gabor; Beracs, Jozsef",Antecedents to the export market orientation of Hungarian higher education insti,JOURNAL OF MARKETING FOR HIGHER EDUCATIO,https://doi.org/10.1080/08841241.2012.738716,2,3,A_DOI,,,,,,,,0
402,764,2012,"Alegre, Joaquin; Pla-Barber, Jose; Chiva","Organisational learning capability, product innovation performance and export in",TECHNOLOGY ANALYSIS & STRATEGIC MANAGEME,https://doi.org/10.1080/09537325.2012.674672,,3,A_DOI,,,,,,,,0
403,776,2012,"Lin, Wen-Ting; Liu, Yunshi","Successor characteristics, change in the degree of firm internationalization, an",JOURNAL OF MANAGEMENT & ORGANIZATION,https://doi.org/10.5172/jmo.2012.18.1.16,,3,A_DOI,,,,,,,,0
404,780,2012,"Oh, Chang Hoon; Contractor, Farok J.",THE ROLE OF TERRITORIAL COVERAGE AND PRODUCT DIVERSIFICATION IN THE MULTINATIONA,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1031,,3,A_DOI,,,,,,,,0
405,2450,2012,Mudambi R.,Multinationality and the performance of IPOs,Applied Financial Economics,https://doi.org/10.1080/09603107.2011.626396,,3,A_DOI,,,,,,,,0
406,2453,2012,Giachetti C.,The relationship between internationalisation and firm performance in the global,International Journal of Automotive Tech,https://doi.org/10.1504/ijatm.2012.050362,,3,A_DOI,,,,,,,,0
407,130,2011,"Abor, Joshua",Do Export Status and Export Intensity Increase Firm Performance?,THUNDERBIRD INTERNATIONAL BUSINESS REVIE,https://doi.org/10.1002/tie.20386,3,3,A_DOI,,,,,,,,NO
408,712,2011,"Elango, B.",Does market context impact payoffs to internationalization?,EUROPEAN BUSINESS REVIEW,https://doi.org/10.1108/09555341111158100,,3,A_DOI,,,,,,,,0
409,727,2011,"Minetti, Raoul; Zhu, Susan Chun",Credit constraints and firm export: Microeconomic evidence from Italy,JOURNAL OF INTERNATIONAL ECONOMICS,https://doi.org/10.1016/j.jinteco.2010.12.004,1,2,A_DOI,,,,,,,,
410,728,2011,"Endo, Nobuaki; Ozaki, Toshiya",The effect of multinationality on firm performance: An examination of Japanese s,ASIAN BUSINESS & MANAGEMENT,https://doi.org/10.1057/abm.2010.32,1,3,A_DOI,,,,,,,,0
411,730,2011,"Mersland, Roy; Randoy, Trond; Strom, Rei",The impact of international influence on microbanks' performance: A global surve,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2010.07.006,0,3,A_DOI,,,,,,,,0
412,739,2011,"Wiersema, Margarethe F.; Bowen, Harry P.",THE RELATIONSHIP BETWEEN INTERNATIONAL DIVERSIFICATION AND FIRM PERFORMANCE: WHY,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.5,,3,A_DOI,,,,,,,,0
413,750,2011,"He, Xinming; Wei, Yingqi",Linking market orientation to international market selection and international p,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2010.10.003,,3,A_DOI,,,,,,,,0
414,804,2011,"Rugman, Alan M.; Almodovar, Paloma",THE BORN GLOBAL ILLUSION AND THE REGIONAL NATURE OF INTERNATIONAL BUSINESS,FUTURE OF FOREIGN DIRECT INVESTMENT AND ,https://doi.org/10.1108/s1064-4857(2011)0000015015,1,3,A_DOI,,,,,,,,0
415,2461,2011,Lin W.T.,The internationalization and performance of a firm: Moderating effect of a firm',Journal of International Management,https://doi.org/10.1016/j.intman.2010.12.004,,3,A_DOI,,,,,,,,0
416,2462,2011,Heyder M.,Internationalization and Firm Performance in Agribusiness: Empirical Evidence fr,International Journal on Food System Dyn,https://doi.org/10.18461/ijfsd.v2i1.216,,3,A_DOI,,,,,,,,0
417,678,2010,"Chang, Juichuan; Pillania, Rajesh K.",Internationalisation and global competitive advantage: implications for Asian em,INTERNATIONAL JOURNAL OF BUSINESS ENVIRO,https://doi.org/10.1504/ijbe.2010.037597,0,3,A_DOI,,,,,,,,0
418,686,2010,"Fernhaber, Stephanie A.; Li, Dan",The Impact of Interorganizational Imitation on New Venture International Entry a,ENTREPRENEURSHIP THEORY AND PRACTICE,https://doi.org/10.1111/j.1540-6520.2009.00365.x,,3,A_DOI,,,,,,,,0
419,690,2010,"Troberg, Pontus; Kinnunen, Juha; Seppane",What drives cross-segment diversity in returns and risks? Evidence from Japanese,INTERNATIONAL JOURNAL OF ACCOUNTING,https://doi.org/10.1016/j.intacc.2010.01.003,1,2,A_DOI,,,,,,,,
420,694,2010,"Kneller, Richard; Pisu, Mauro",The returns to exporting: evidence from UK firms,CANADIAN JOURNAL OF ECONOMICS-REVUE CANA,https://doi.org/10.2139/ssrn.959408,1,3,A_DOI,,,,,,,,0
421,707,2010,"Gonzalez-Padron, Tracy L.; Chabowski, Br",Knowledge Management and Balanced Scorecard Outcomes: Exploring the Importance o,BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/j.1467-8551.2009.00634.x,1,3,A_DOI,,,,,,,,0
422,2470,2010,Qian G.,Research notes and commentaries the performance implications of intra- and inter,Strategic Management Journal,https://doi.org/10.1002/smj.855,,3,A_DOI,,,,,,,,0
423,2474,2010,Galdeano-Gómez E.,Exporting and environmental performance: A firm-level productivity analysis,World Economy,https://doi.org/10.1111/j.1467-9701.2009.01188.x,,3,A_DOI,,,,,,,,0
424,493,2009,"Love, James H.; Mansury, Mica Ariana",Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2009.08.002,1,2,A_DOI,,,,,,,,NO
425,494,2009,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",Impact of brand recognition and brand reputation on firm performance: US-based m,INTERNATIONAL JOURNAL OF HOSPITALITY MAN,https://doi.org/10.1016/j.ijhm.2009.04.002,1,2,A_DOI,,,,,,,,NO
426,649,2009,"Deligonul, Z. Seyda",GEOGRAPHIC MARKET DIVERSIFICATION: A PREMIUM OR DISCOUNT IN FIRM'S VALUE,NEW CHALLENGES TO INTERNATIONAL MARKETIN,https://doi.org/10.1108/s1474-7979(2009)0000020013,0,2,A_DOI,,,,,,,,
427,650,2009,"Rasiah, Rajah; Malakolunthu, Asokkumar",Technological intensities and economic performance: a study of foreign and local,ASIA PACIFIC BUSINESS REVIEW,https://doi.org/10.1080/13602380701668700,2,2,A_DOI,,,,,,,,0
428,663,2009,"Gaur, Ajai S.; Kumar, Vikas","International Diversification, Business Group Affiliation and Firm Performance: ",BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/j.1467-8551.2007.00558.x,3,2,A_DOI,,,,,,,,0
429,670,2009,"Lee, In Hyeock; Marvel, Matthew R.",The moderating effects of home region orientation on R&D investment and internat,EUROPEAN MANAGEMENT JOURNAL,https://doi.org/10.1016/j.emj.2009.04.011,1,2,A_DOI,,,,,,,,0
430,2475,2009,Garbe J.N.,Causal analysis of the internationalization and performance relationship based o,Journal of International Management,https://doi.org/10.1016/j.intman.2008.10.002,1,2,A_DOI,,,,,,,,0
431,629,2008,"Kneller, Richard; Pisu, Mauro; Yu, Zhiho",Overseas business costs and firm export performance,CANADIAN JOURNAL OF ECONOMICS-REVUE CANA,https://doi.org/10.1111/j.1540-5982.2008.00480.x,,2,A_DOI,,,,,,,,0
432,630,2008,"Lockett, Andy; Wright, Mike; Burrows, An",The export intensity of venture capital backed companies,SMALL BUSINESS ECONOMICS,https://doi.org/10.1007/s11187-008-9109-y,,2,A_DOI,,,,,,,,0
433,638,2008,"Pangarkar, Nitin",Internationalization and performance of small- and medium-sized enterprises,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2007.11.009,,2,A_DOI,,,,,,,,0
434,646,2008,"Todo, Yasuyuki; Shimizutani, Satoshi",OVERSEAS R&D ACTIVITIES AND HOME PRODUCTIVITY GROWTH: EVIDENCE FROM JAPANESE FIR,JOURNAL OF INDUSTRIAL ECONOMICS,https://doi.org/10.1111/j.1467-6451.2008.00363.x,1,2,A_DOI,,,,,,,,
435,2486,2008,Okeahalam C.,Internalisation and firm performance: Evidence from estimates of efficiency in b,Journal of International Development,https://doi.org/10.1002/jid.1455,6,3,A_DOI,,,,,,,,
436,2487,2008,Lavie D.,Alliance portfolio internationalization and firm performance,Organization Science,https://doi.org/10.1287/orsc.1070.0341,,2,A_DOI,,,,,,,,0
437,2490,2008,Hsu C.C.,Internationalization and performance: The moderating effects of organizational l,Omega,https://doi.org/10.1016/j.omega.2006.06.004,,2,A_DOI,,,,,,,,0
438,602,2007,"Goergen, Marc; Khurshed, Arif; Mudambi, ",The long-run performance of UK IPOs: can it be predicted?,MANAGERIAL FINANCE,https://doi.org/10.1108/03074350710748759,1,2,A_DOI,,,,,,,,
439,603,2007,"Aspelund, Arild; Madsen, Tage Koed; Moen","A review of the foundation, international marketing strategies, and performance ",EUROPEAN JOURNAL OF MARKETING,https://doi.org/10.1108/03090560710821242,,2,A_DOI,,,,,,,,0
440,604,2007,"Bontis, Nick; Seleim, Ahmed; Ashour, Ahm",Human capital and organizational performance: a study of Egyptian software compa,MANAGEMENT DECISION,https://doi.org/10.1108/00251740710746033,3,2,A_DOI,,,,,,,,0
441,612,2007,"Chang, Shao-Chi; Wang, Chi-Feng",The effect of product diversification strategies on the relationship between int,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2006.11.002,,2,A_DOI,,,,,,,,0
442,614,2007,"Driffield, Nigel; Love, James H.",Linking FDI motivation and host economy productivity effects: conceptual and emp,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/palgrave.jibs.8400268,,2,A_DOI,,,,,,,,0
443,616,2007,"Chari, Murali D. R.; Devaraj, Sarv; Davi",International diversification and firm performance: Role of information technolo,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2007.02.004,,2,A_DOI,,,,,,,,0
444,617,2007,"Nes, Erik B.; Solberg, Carl Arthur; Silk",The impact of national culture and communication on exporter-distributor relatio,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2007.01.008,,2,A_DOI,,,,,,,,0
445,618,2007,"Chang, Juichuan","International expansion path, speed, product diversification and performance amo",ASIAN BUSINESS & MANAGEMENT,https://doi.org/10.1057/palgrave.abm.9200228,0,2,A_DOI,,,,,,,,0
446,2491,2007,Contractor F.J.,Nature of the relationship between international expansion and performance: The ,Journal of World Business,https://doi.org/10.1016/j.jwb.2007.06.003,0,2,A_DOI,,,,,,,,0
447,2494,2007,Zhou L.,Internationalization and the performance of born-global SMEs: The mediating role,Journal of International Business Studie,https://doi.org/10.1057/palgrave.jibs.8400282,,2,A_DOI,,,,,,,,0
448,2495,2007,Elango B.,An exploration of the relationship between country of origin (COE) and the inter,Management International Review,https://doi.org/10.1007/s11575-007-0021-5,,2,A_DOI,,,,,,,,0
449,590,2006,"Shih, Hsi-An; Chiang, Yun-Hwa; Hsu, Chu-",Can high performance work systems really lead to better performance?,INTERNATIONAL JOURNAL OF MANPOWER,https://doi.org/10.1108/01437720610713530,1,2,A_DOI,,,,,,,,0
450,593,2006,"Wagner, Joachim",Export intensity and plant characteristics: What can we learn from quantile regr,REVIEW OF WORLD ECONOMICS,https://doi.org/10.1142/9781786349699_0008,,2,A_DOI,,,,,,,,0
451,595,2006,"Thomas, DE",International diversification and firm performance in Mexican firms: A curviline,JOURNAL OF BUSINESS RESEARCH,https://doi.org/10.1016/j.jbusres.2005.08.008,2,2,A_DOI,,,,,,,,0
452,599,2006,"Yamak, Sibel; Usdiken, Behlul",Economic liberalization and the antecedents of top management teams:: Evidence f,BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/j.1467-8551.2006.00491.x,2,2,A_DOI,,,,,,,,0
453,2499,2006,Kuivalainen O.,Profitability of rapid internationalization: The relationship between internatio,Journal of Euromarketing,https://doi.org/10.1300/j037v16n01_05,,2,A_DOI,,,,,,,,0
454,2500,2006,Martín Martín O.,Internationalization and performance: Evidence from spanish firms,Journal of Euromarketing,https://doi.org/10.1300/j037v16n01_07,1,2,A_DOI,,,,,,,,0
455,2503,2006,Sledge S.,Does globalizationaffect multinational corporation performance? evidence from de,Journal of Transnational Management,https://doi.org/10.1300/j482v11n02_05,0,2,A_DOI,,,,,,,,0
456,2505,2006,Annavarjula M.,Corporate performance implications of multinationality: The role of firm specifi,Journal of Transnational Management,https://doi.org/10.1300/j482v10n04_02,,2,A_DOI,,,,,,,,0
457,350,2005,"Yu, CMJ; Chiao, YC; Chen, CJ",The impact of internationalisation and proprietary assets on firm performance: a,INTERNATIONAL JOURNAL OF TECHNOLOGY MANA,https://doi.org/10.1504/ijtm.2005.006007,1,2,A_DOI,,,,,,,,NO
458,351,2005,"Gerpott, TJ; Jakopin, NM",The degree of internationalization and the financial performance of European mob,TELECOMMUNICATIONS POLICY,https://doi.org/10.1016/j.telpol.2005.06.003,1,2,A_DOI,,,,,,,,NO
459,582,2005,"Thoumrungroje, Amonrat; Tansuhaj, Patriy","Entrepreneurial Strategic Posture, International Diversifi cation, and Firm Perf",MULTINATIONAL BUSINESS REVIEW,https://doi.org/10.1108/1525383x200500003,,2,A_DOI,,,,,,,,0
460,584,2005,"Günther, J; Gebhardt, O",Eastern Germany in the process of catching up - The role of foreign and West Ger,EASTERN EUROPEAN ECONOMICS,https://doi.org/10.1080/00128775.2005.11041104,1,2,A_DOI,,,,,,,,0
461,585,2005,"Oczkowski, E; Sharma, K",Determinants of efficiency in least developed countries: Further evidence from N,JOURNAL OF DEVELOPMENT STUDIES,https://doi.org/10.1080/00220380500092721,6,2,A_DOI,,,,,,,,0
462,573,2004,"Carpenter, MA; Sanders, WG",The effects of top management team pay and firm internationalization on MNC perf,JOURNAL OF MANAGEMENT,https://doi.org/10.1016/j.jm.2004.02.001,,2,A_DOI,,,,,,,,0
463,579,2004,"Westhead, P; Wright, M; Ucbasaran, D",Internationalization of private firms: environmental turbulence and organization,ENTREPRENEURSHIP AND REGIONAL DEVELOPMEN,https://doi.org/10.1080/0898562042000231929,,2,A_DOI,,,,,,,,0
464,2513,2004,Egger P.,Concentration and multinationality in European manufacturing: What's the effect ,Empirica,https://doi.org/10.1007/s10663-004-1419-y,,2,A_DOI,,,,,,,,0
465,2514,2004,Bellak C.,How domestic and foreign firms differ and why does it matter?,Journal of Economic Surveys,https://doi.org/10.1111/j.0950-0804.2004.00228.x,,2,A_DOI,,,,,,,,0
466,2515,2004,Bernard A.B.,"Entry, expansion, and intensity in the US export boom, 1987-1992",Review of International Economics,https://doi.org/10.1111/j.1467-9396.2004.00473.x,1,2,A_DOI,,,,,,,,0
467,2518,2004,Lee J.,"Empirical approach to the sequential relationships between firm strategy, export",International Business Review,https://doi.org/10.1016/j.ibusrev.2003.05.003,1,2,A_DOI,,,,,,,,0
468,497,2003,"Goerzen, A; Beamish, PW",Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,https://doi.org/10.1002/smj.357,,2,A_DOI,,,,,,,,NO
469,561,2003,"Contractor, FJ; Kundu, SK; Hsu, CC",A three-stage theory of international expansion: the link between multinationali,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/palgrave.jibs.8400003,,2,A_DOI,,,,,,,,0
470,567,2003,"Capar, N; Kotabe, M",The relationship between international diversification and performance in servic,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/palgrave.jibs.8400036,,2,A_DOI,,,,,,,,0
471,2522,2003,Westhead P.,Company performance and objectives reported by first and multi-generation family,Journal of Small Business and Enterprise,https://doi.org/10.1108/14626000310461231,,2,A_DOI,,,,,,,,0
