priority_rank,seq,doi_status,icrv,year,authors,title,journal,doi,prescreen_reason,dpl,fp_type
406,415,NO-DOI,MX,2016,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,INCL:internationalization,3,TBD
407,417,NO-DOI,MX,2016,"Bekes, Gabor; Murakoezy, Balazs",Measuring productivity premia with many modes of internationalization,ECONOMICS LETTERS,,INCL:internationalization|export-productivity,3,Productivity
408,420,NO-DOI,MX,2016,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",Internationalization and hotel performance: The missing pieces,TOURISM ECONOMICS,,INCL:internationalization,3,TBD
409,421,NO-DOI,MX,2016,"Rahko, Jaana",Internationalization of corporate R&D activities and innovation performance,INDUSTRIAL AND CORPORATE CHANGE,,INCL:internationalization,3,TBD
410,425,NO-DOI,MX,2015,"Siedschlag, Iulia; Zhang, Xiaoheng",Internationalisation of firms and their innovation and productivity,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,INCL:internationalization|export-productivity,3,Productivity
411,429,NO-DOI,MX,2015,"Sala, Davide; Yalcin, Erdal",Export Experience of Managers and the Internationalisation of Firms,WORLD ECONOMY,,INCL:internationalization,3,
412,437,NO-DOI,MX,2013,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,INCL:MNE|FDI,3,TBD
413,440,NO-DOI,MX,2012,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,JOURNAL OF RETAILING,,INCL:internationalization,3,TBD
414,441,NO-DOI,MX,2012,"Fisch, Jan Hendrik",INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,,INCL:internationalization,3,TBD
415,442,NO-DOI,MX,2012,"Merino, Fernando",Firms' internationalization and productivity growth,RESEARCH IN ECONOMICS,,INCL:internationalization|export-productivity,3,Productivity
416,443,NO-DOI,MX,2012,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John A.; Wang, Chengqi",The Role of Internationalization in Explaining Innovation Performance,INNOVATIONS IN INTERNATIONAL BUSINESS,,INCL:internationalization,3,TBD
417,444,NO-DOI,MX,2012,"Engel, D.; Procher, V.","Export, FDI and firm productivity",APPLIED ECONOMICS,,INCL:FDI|export-productivity,3,LAB
418,445,NO-DOI,MX,2012,"Durmusoglu, Serdar S.; Apfelthaler, Gerhard; Nayir, Dilek Zamantili; Alvarez, Roberto; Mughan, Terry",The effect of government-designed export promotion service use on small and medium-sized enterprise goal achievement: A multidimensional view of export performance,INDUSTRIAL MARKETING MANAGEMENT,,INCL:firm-performance,3,EXP
419,447,NO-DOI,MX,2011,"Pett, Timothy L.; Wolff, James A.","Examining SME performance: the role of innovation, R&D and internationalisation",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,INCL:internationalization,3,TBD
420,448,NO-DOI,MX,2011,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,ACTUAL PROBLEMS OF ECONOMICS,,INCL:internationalization|firm-performance,3,firm_performance
421,452,NO-DOI,MX,2011,"Andersen, Torben Juul",The risk implications of multinational enterprise,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,,INCL:MNE,3,
422,456,NO-DOI,MX,2008,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John A.; Wang, Chengqi",The role of internationalization in explaining innovation performance,TECHNOVATION,,INCL:internationalization,2,TBD
423,457,NO-DOI,MX,2006,"Castellani, Davide; Zanfei, Antonello","How firms differ in innovation, productivity and internationalisation","MULTINATIONAL FIRMS, INNOVATION AND PRODUCTIVITY",,INCL:internationalization|MNE|export-productivity,2,Productivity
424,458,NO-DOI,MX,2006,"Bloodgood, James",Venture adolescence Internationalization and performance implications of maturation,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,INCL:internationalization,2,TBD
425,498,NO-DOI,MX,2024,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",ESG and firm performance: The effects of foreigners on board and export orientation,BUSINESS STRATEGY AND DEVELOPMENT,,INCL:firm-performance,3,firm_performance
426,503,NO-DOI,MX,2019,"de Rassenfosse, Gaetan; Thomson, Russell",R&D offshoring and home industry productivity,INDUSTRIAL AND CORPORATE CHANGE,,INCL:R&D-offshoring→home-productivity,3,Productivity
427,507,NO-DOI,MX,2018,"Sophia, S. Felix; Gayathri, J.",Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,PACIFIC BUSINESS REVIEW INTERNATIONAL,,INCL:MNE,3,TBD
428,508,NO-DOI,MX,2018,"Gu, Jinlong; Yang, Yong; Strange, Roger","Location choice, ownership structure and multinational performance",MULTINATIONAL BUSINESS REVIEW,,INCL:MNE,3,TBD
429,510,NO-DOI,MX,2016,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea","R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,INCL:exporter|export-productivity,3,Productivity
430,512,NO-DOI,MX,2014,"Hutzschenreuter, Thomas; Kleindienst, Ingo; Lange, Sandra","Added Psychic Distance Stimuli and MNE Performance Performance Effects of Added Cultural, Governance, Geographic, and Economic Distance in MNEs' International Expansion",JOURNAL OF INTERNATIONAL MANAGEMENT,,INCL:psychic-distance→MNE-performance,3,
431,519,NO-DOI,MX,2007,"Li, Lei; Li, Dan",TESTING THE GLOBAL AND REGIONAL STRATEGIES OF MULTINATIONAL ENTERPRISES,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,INCL:MNE|firm-performance,2,TBD
432,523,NO-DOI,MX,1998,"Campi, C; La Bella, A",Analysis of the interaction between regional R&D productivity and the investment strategies of multinational enterprises,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,INCL:MNE,1,Productivity
433,524,NO-DOI,MX,1993,"KIM, WC; HWANG, P; BURGERS, WP",MULTINATIONALS DIVERSIFICATION AND THE RISK-RETURN TRADE-OFF,STRATEGIC MANAGEMENT JOURNAL,,INCL:MNE,1,
434,525,NO-DOI,MX,2022,"Cela, Arjona; Hysa, Eglantina; Voica, Marian Catalin; Panait, Mirela; Manta, Otilia",Internationalization of Large Companies from Central and Eastern Europe or the Birth of New Stars,SUSTAINABILITY,,INCL:internationalization,3,TBD
435,506,NO-DOI,,2019,"Ben Slimane, Mehdi; Baghdadi, Leila",How internationalization affects firms' growth in the MENA region? A quantile regression approach,ECONOMICS BULLETIN,,INCL:internationalization,3,GROW
