seq,title,year,journal,doi,extraction_priority,decision,reason,abstract,abstract_source
2028,"Effect of Demonetization on Advertising, Research & Development and Human Resource Intensities and its Impact on Firm's ",2024,VISION-THE JOURNAL OF BUSINESS PERSPECTIVE,10.1177/09722629211042437,1_DOI_FIRST,UNSURE,title_insufficient,"Investing in advertising, research and development (R&amp;D) and human resource management and development (HRMD) enabled firms to achieve competitive advantage and improve profitability. Indian economy witnessed the event of ‘Demonetization’ in November 2016 that created short term cash shortage. The study aimed at understanding the relationship of advertising, R&amp;D and HRMD intensities on firm performance (proxied with return on assets). The effects of demonetization on these variables were explored. Financial data of listed Indian firms, over the years 2014–2019 was collected from CMIE Prowess database for the analysis using fixed effects panel-data regression. Results indicated significant positive relationship between R&amp;D and advertising intensity with firm’s performance pre-demonetization, while reduced effect post-demonetization. HRMD intensity had a negative relationship pre as well as post-demonetization on firm’s performance. The results provided insights for managers and decision-makers on the impact of cash resource allocation on R&amp;D, HRMD and advertising expenditures in creating firm value.",crossref
2029,Outward foreign direct investment and green technology innovation: A company and host country perspective,2024,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2024.123379,1_DOI_FIRST,UNSURE,title_insufficient,,
2030,Entrepreneurial marketing practices and rural wine producers' performance: The moderating role of competitive intensity ,2024,JOURNAL OF RURAL STUDIES,10.1016/j.jrurstud.2024.103277,1_DOI_FIRST,UNSURE,title_insufficient,"This study unpacks the relationship between engaging in entrepreneurial marketing practices and firm performance under the moderating role of competitive intensity, in an immediate post-crisis (COVID-19) period. Following 20 field interviews, the model testing stage featured survey responses from owner-managers of 306 small, rural wine producers across multiple regions in the United States. Underpinned by a relational, stakeholder perspective of resource-based theory, alongside an outside-in lens, unique insights revealed that in aggregate terms, entrepreneurial marketing activities were positively and significantly associated with firm performance, while competitive intensity yielded a non-significant moderating effect. Importantly, a post-hoc test revealed that only certain dimensions of the multi-faceted entrepreneurial marketing construct were significantly associated with firm performance, whereby, competitive intensity played different moderating roles (exhibiting varying interaction effects). Implications arise for practitioners building resilience after an environmental shock, whereby, they are likely to need to pivot strategies while facing new degrees of competitive intensity.",openalex
2031,Directors' exposure and social enterprise performance: does entrepreneurial mindset and financial resource availability ,2024,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-10-2023-1105,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Building on insights from the upper echelons theory and resource-based view (RBV), this study explains how directors’ exposure influences social enterprise performance through the mediating effect of entrepreneurial mindset, and the contingent role of financial resource availability. Design/methodology/approach The study follows a quantitative approach. Data were gathered from a survey of 168 social enterprises (i.e. Community Interest Companies (CICs)) in the United Kingdom (UK), and covariance-based structural equation modelling (CB-SEM) was used to test the hypotheses. Findings The results show that directors’ exposure positively relates to social enterprise performance, and that the relationship is mediated by entrepreneurial mindset. Additionally, the findings reveal that financial resource availability moderates the indirect path between directors’ exposure and social enterprise performance such that the effect is more pronounced at high levels of financial resource availability. Originality/value This study is a pioneering attempt to uncover the linkage between directors’ exposure and social enterprise performance. Unlike past research, the study integrates the upper echelons theory and RBV to extend social enterprise research within the social entrepreneurship domain and provide important practical value for social enterprise practitioners.",crossref
2032,Determining the influence of belonging to a wine protected designation of origin on profitability,2026,AGRIBUSINESS,10.1002/agr.21947,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract To guide consumers, wineries need credible attributes about the quality of their wines and its origin. In Spain, protected designations of origin (PDO) guarantee that the wine has been produced in a certain wine region in accordance with specific and officially regulated quality criteria thus providing elements of guarantee to the consumer. The objective of this work is to determine whether the belonging of a winery to a PDO is positively or negatively related to profitability. This analysis is important because based on its results, managers will have more knowledge to decide whether a winery is interested in joining the regional PDO or not. We performed an empirical study using a random‐effects generalized least squares regression analysis, with a sample of 1182 Spanish wineries, in which we determine the relation between belonging to eight of the major Spanish PDOs and winery profitability. The results show that wineries registered in these PDOs tend to have higher levels of profitability than wineries that have opted to remain outside, with these differences being significant in five of the eight PDOs analyzed. Additionally, the regression model reveals a positive relationship between PDO membership and winery profitability in six of the eight PDOs. Furthermore, the findings suggest that in some of these PDOs small wineries benefit the most from being part of a PDO due to their difficulties in having a recognized brand in the market, while belonging to a PDO seems to be less useful for large wineries that have greater resources to build their own quality brand. On the basis of these findings, the wineries now have more information to decide whether to stay in the PDO, join it, or focus exclusively on developing their own brands [EconLit Citations: L15, L66, Q13].",crossref
2033,Toward further contextualization of SMEs internationalization,2024,MANAGERIAL RELATIONSHIPS AND SMES INTERNATIONALIZATION,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2035,Assets of foreignness in a regulated industry,2024,RAUSP MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,"Purpose Foreign subsidiaries incur substantial institutional conformity costs because they have to respond to host-country institutional pressures (Slangen &amp; Hennart, 2008). The purpose of this paper is to study this type of cost from institutional and regulatory perspectives. The authors argue that these costs decrease when the host country adopts concepts of international regulations that multinationals may be familiar with due to their own home country regulation experience. This prior regulatory experience gives foreign subsidiaries an advantage of foreignness (AoF), which can offset their liability of foreignness (LoF). Design/methodology/approach This study compared the returns on assets of 35 domestic firms with those of foreign subsidiaries in the Brazilian energy industry between 2002 and 2021, using regression dynamic panel data. Findings The existence of a relationship between the international regulatory norm and the Brazilian regulator has transformed the LoF into an advantage of foreignness to compete with local energy firms. The results also suggest that the better the regulatory quality of the subsidiary’s country of origin, the better its performance in Brazil, as it can reduce compliance costs. Finally, the greater the psychic distance between Brazil and the foreign subsidiary’s home country, the worse its performance. Research limitations/implications The research suggests that one of the keys to competitiveness in host countries is local regulatory ties. Prior international regulatory experience gives foreign subsidiaries an asset of foreignness (AoF). This result complements the current institutional and regulatory foreignness studies on emerging economies (Cuervo-Cazurra &amp; Genc, 2008; Mallon et al., 2022) and the institutional asymmetry between home and host country (Mallon &amp; Fainshmidt, 2017). Practical implications This research suggests that one of the keys to competitiveness in host countries is local regulatory ties. Prior inte",openalex
2036,Generalist vs. specialist CEOs: Towards an understanding of CSR scheme in the restaurant industry,2024,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2024.103797,1_DOI_FIRST,UNSURE,title_insufficient,,
2037,FDI spillovers on Colombian Multilatinas: Upgrading capabilities through indirect ties and humbleness,2025,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/23409444241262793,1_DOI_FIRST,UNSURE,title_insufficient,"This study examines how Colombian Multilatinas leverage spillovers from foreign direct investments to enhance their capabilities and expand internationally. Employing a qualitative, exploratory multi-case study approach grounded in inter-organizational learning theory, we find that indirect ties, through vicarious learning via observation and emulation, are pivotal in facilitating the acquisition of new knowledge. This learning is key for Multilatinas to improve their technological and organizational capabilities locally, thereby strengthening their position in global markets. In addition, our analysis reveals that the challenges inherent to the Colombian context encourage a distinctive internationalization model characterized by humility and collaborative partnerships. These findings offer actionable insights for managers aiming to leverage international spillovers for capability development and global growth. JEL CLASSIFICATION: M16; M21; M14",crossref
2038,Nearby or faraway? Determinants of target selection in family firm acquisitions,2024,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2039,International Diversification and Stock-Price Crash Risk,2024,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,10.3390/ijfs12020047,1_DOI_FIRST,UNSURE,title_insufficient,"Despite the recent proliferation of research on internationalization, little attention has been paid to understanding the reasons behind the decrease in firm value accompanying international expansion. By delving into the underlying mechanisms and applying the concept of agency theory to a sample of US firms spanning from 2000 to 2022, we posit that an increased level of information asymmetry in internationally diversified firms incentivizes managers to prioritize their own interests. To protect their careers, CEOs of internationally diversified firms often suppress bad news. This behavior can lead to the accumulation of negative news and heighten the risk of a stock-price crash. Furthermore, we propose that higher levels of international experience, enhanced monitoring effectiveness, and efficient investment practices will negatively moderate the positive relationship between internationalization and stock-price crash risk.",crossref
2041,"Foreign Ownership, Board of Directors, and Environmental Commitment in European International New Ventures",2024,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22396,1_DOI_FIRST,UNSURE,title_insufficient,"ABSTRACT This study examines the effect of foreign ownership and the presence of a board of directors on commitment to environmental issues and export intensity. Based on a robust path analysis of 181 international new ventures spanning 25 European countries, it is found that foreign ownership significantly boosts the environmental commitment and exports of this breed of firms. On the contrary, board of directors bears no relationship with the aforementioned outcomes. Theoretically, this paper expands the international entrepreneurship discourse by uncommonly investigating environmental issues in the context of international new ventures. Practically, insights are offered to owners/managers of international new ventures to reflect on the distinctive value of foreign ownership and board of directors in their environmental and internationalization agenda. Regional policymakers' attention is drawn to the contribution of foreign ownership as a harbinger of environmental performance and greater export intensity.",crossref
2042,A Cross-Country Perspective on Irish Enterprise Investment: Do Fundamentals or Constraints Matter?,2024,ECONOMIC AND SOCIAL REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2043,Foreign corporations as large shareholders,2025,JOURNAL OF FINANCIAL RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2046,Generous to a fault: Differential impact of CSR investments on financial gains in Indian market multinationals,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101142,1_DOI_FIRST,UNSURE,title_insufficient,"To date, the extant Corporate Social Responsibility (CSR) literature has overlooked the performance consequences of different forms of CSR investments made by Emerging Market Multinational Corporations (EMNCs). Addressing this knowledge gap, and drawing on legitimacy theory, we examine the impact of external CSR investments (e.g., social and community philanthropic support activities) and internal CSR investments (e.g., working conditions, employee rights and equal employment opportunities) on financial performance of EMNCs, while also accounting for the moderating effects of internationalization location choices. We test our hypotheses on a panel consisting of 1513 unique Indian EMNCs, in the 2014–2019 time-period. On applying various estimation techniques, the findings reveal that both external and internal CSR investments are positively associated with financial performance of EMNCs, while the destination location of foreign investments and home-host geographic and institutional distance moderate these relationships. This study offers new empirical evidence on the financial implications of different types of CSR investments available to EMNCs and advances legitimacy theory by expanding its dimensional and contextual scope.",openalex
2047,"Do Board Internationalization, Political Relations and Gender Diversity Determine the Corporate Environmental Reporting ",2024,MONTENEGRIN JOURNAL OF ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2050,The omnipresence of the state and its effect on the internationalization of companies: The Russian variety of state capi,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101154,1_DOI_FIRST,UNSURE,title_insufficient,,
2051,Dealing with adversity: innovation among small and medium-sized enterprises in developing economies,2024,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-02-2023-0183,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Small and medium-sized enterprises in developing countries, particularly in the Sub-Saharan African region, find it hard to innovate due to severe resource constraints and high institutional voids. Given this, the paper examines three international strategic responses that small and medium-sized enterprises in Sub-Saharan Africa adopt to implement innovations in the face of weak institutional environments. Design/methodology/approach Using comprehensive data from the World Bank Enterprise Survey, the study applies the Instrumental Variable Probit approach to analyse a sample of 8,466 SMEs from eleven countries in the Sub-Saharan African region. Findings The empirical results show that foreign ownership negatively affects product and process innovation. Additionally, the results reveal that small and medium-sized enterprises that leverage exporting and international quality certifications are likely to implement innovations. Originality/value The paper contributes to the literature by suggesting that small and medium-sized enterprises must exploit strategic alternatives to improve their innovation efforts when operating in a weak institutional environment. Thus, by exploring international strategic responses to institutional difficulties when implementing innovations, this paper goes beyond the prevailing research approach in developing countries that mainly emphasises the barriers to innovations.",crossref
2052,Firms' Participation in Global Value Chains Research and Development Activities and Firm Performance: The Joint Moderati,2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-024-02211-5,1_DOI_FIRST,UNSURE,title_insufficient,,
2055,Export contraction and input switching in an aging China,2024,CHINA ECONOMIC REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2057,A configurational approach to political risks and institutional logics,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2058,Aspiring to go abroad: How and when international entrepreneurial aspiration fuel emerging markets entrepreneurial ventu,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101130,1_DOI_FIRST,UNSURE,title_insufficient,,
2059,Determinants of SME Performance in the Halal Herbal Industry: A Proposed Theoretical Framework,2024,AKADEMIKA,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2061,"Discouraged exporters, regional resilience and the ""Slow Burn"" shock of Brexit: Unpacking the trade-related consequences",2024,PAPERS IN REGIONAL SCIENCE,10.1016/j.pirs.2024.100045,1_DOI_FIRST,UNSURE,title_insufficient,,
2062,Cloud computing and rural globalization: Evidence for the US nonfarm economy,2024,TELECOMMUNICATIONS POLICY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2063,The role of organizational innovation in the development of green innovations in Spanish firms,2024,EUROPEAN MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2065,Trade policy revisited: how government support initiatives affect international performance in SMEs?,2024,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-02-2024-0015,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose This paper aims to understand how government support initiatives can enhance the international performance of small and medium-sized enterprises (SMEs). To address the gap of literature, this paper employed three theoretical lenses to examine both of direct and indirect relationships between two main constructs. Design/methodology/approach This empirical study is based on data collected from Armenian exporter SMEs. The data collection utilized a random sampling approach, resulting in 138 fully completed questionnaires, yielding a response rate of 28.4%, comparable to previous studies in international business research. This sample includes firms from three main sectors: agriculture, manufacturing and services, reflecting the structure of Armenia's international trade. Relationships were examined using Partial Least Squares Structural Equation Modeling (PLS-SEM). Findings The results of this study indicate that government support initiatives lack a direct impact on international performance, while positing instead an indirect connection between the two constructs through strategic capability and institutional pressures. Originality/value The results of this study contribute to the international business literature in several ways. First, it surpasses the conventional examination of government support on firm performance by delving into both the direct and indirect relationships between these constructs. Second, it reveals that not all theoretical viewpoints hold equal strategic importance in explaining the internationalization of SMEs. From the practical point of view, findings help policymakers to maximize a country's export capacity by implementing tailored initiatives, considering the unique requirements of SMEs.",crossref
2067,The influence of foreignness on CEO pay,2025,MANAGEMENT RESEARCH-THE JOURNAL OF THE IBEROAMERICAN ACADEMY OF MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2068,Rethinking board structures in the age of multinational corporations: A global investigation,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101175,1_DOI_FIRST,UNSURE,title_insufficient,"Despite extensive research on international corporations, there is still a lack of understanding about the factors that influence the composition of their board and its impact on their market value. This study aims to investigate how internationalisation influences the diversity of a firm's board, particularly regarding gender and culture. Additionally, the study also explores whether the board's diversity can enhance the impact of internationalisation on a firm's value. We analysed data from 25,436 international companies and found that as companies become more international, they tend to have fewer women on their boards but more board members from other countries. Interestingly, having a more diverse gender composition on the board helps to increase a company's value when it becomes more international, but having a more diverse cultural composition on the board seems to have the opposite effect. This information is helpful for international companies who want to make sure they have the best composition on their boards to achieve their global goals. These findings suggest that there may be a difference between what international corporations want in their board members and what their shareholders expect. Ultimately, this study can help international companies choose the right board members to maximize their success.",openalex
2069,Transformative potentials of generative artificial intelligence: Should international entrepreneurial enterprises adopt ,2024,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-024-00363-8,1_DOI_FIRST,UNSURE,title_insufficient,,
2071,Exporters' failure predictors and processes: a multi-country analysis based on the theoretical concept of firms' financi,2024,COGENT ECONOMICS & FINANCE,10.1080/23322039.2024.2399957,1_DOI_FIRST,UNSURE,title_insufficient,,
2072,"Impact of Environmental, Social, and Governance on Innovation in Chinese Listed Firms",2024,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2075,Determinants of SMEs' strategic entrepreneurial innovative digitalization: examining the mediation role of human capital,2024,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,10.1108/ejim-02-2024-0176,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose This study was inspired by research of strategists on strategic innovation (SI), aiming to provide a unique model to enhance the digitization of small and medium-sized enterprises (SMEs) in Bangladesh to fill the gap toward a digital economy. Design/methodology/approach A survey was used to collect data from 180 SMEs in the manufacturing industry for this research. The results indicate that strategic innovativeness (SI), human capital (HC), infrastructure and technology and resistance to change significantly influence the digitalization in Bangladesh SMEs. Findings The link between SI and SMEs' digitalization in Bangladesh is mediated by HC. The results show that HC plays a big role in the connection between SI and the digitalization of SMEs. This study may be valuable for SMEs managers, researchers and policymakers in Bangladesh and other developing nations, who want to learn more about SI in adopting digitalization. Originality/value The specialized knowledge and abilities of strategists allow them to establish parallels between the past and present, enabling them to make a sustained forecast about the digital economy. This study encourages small and medium-sized businesses to develop their SI and advance their HC, which could further deject resistance to change toward enhancing and adopting digitalization in SMEs sectors.",crossref
2076,Analyzing factors influencing competitiveness of Indian tech start-ups: modified total interpretive structural model (m-,2025,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,10.1108/ijppm-01-2024-0032,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Tech start-ups (TSs) functioning in different domains have a responsibility of ensuring that domestic knowledge and capabilities are leveraged to minimize dependence on foreign organizations. Despite the growth of the ecosystem, while numerous TSs emerge, very few of them are able to survive, and of those that survive, very few scale up. The aim of this study is to identify the factors influencing the competitiveness of technological start-ups and to study the interrelationship and interdependence of these factors. Design/methodology/approach Modified total interpretative structural modeling (m-TISM) was employed for the current research. The analysis of what factors have an effect on competitiveness, how they affect it and why they affect it should be explored. The study begins by developing the list of factors through literature search, and further it is validated by expert opinion. A hierarchical model has been developed using m-TISM and MICMAC analysis to analyze the driving and dependency power of factors at each level. Findings Results show that the competitiveness of TSs is affected by organizational agility and internationalization. Factors present at the bottom level, namely entrepreneurial intensity, act as a strong driver for TSs. Team member commitment, transformational leadership, strategic alliances, knowledge sharing and organizational ambidexterity are middle-level factors. Originality/value This study is among the few articles that have explored competitiveness of TSs in the Indian context.",crossref
2077,Strategic alliances and global competitive actions: Unveiling collaborative pathways in higher education ranking,2025,INDUSTRY AND HIGHER EDUCATION,10.2139/ssrn.5238522,1_DOI_FIRST,UNSURE,title_insufficient,,
2078,Transcend local for global: ESG as a legitimacy signal in the global expansion of emerging multinational enterprises,2024,FINANCE RESEARCH LETTERS,10.2139/ssrn.4901536,1_DOI_FIRST,UNSURE,title_insufficient,,
2080,Strategic human capital analytics and new venture performance: role of dual nationality founding member,2024,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2024-0033,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Strategic human capital analytics (SHCA) has proven to be promising for improved organizational performance; however, research remains unclear about its influence on new venture performance. Building on the dynamic capabilities view (DCV), this study investigates the relationship between SHCA and new venture performance via generative capabilities with the moderating role of dual nationality founding members. Design/methodology/approach A quantitative research study has been carried out. Data was collected via a survey form from 313 founding members of new tech ventures and analyzed using Hayes process macro model. Findings Research results show that the generative capability mediates the linkages between SHCA and new venture performance. Whereas, the dual nationality of a founding member strengthens the linkages between SHCA and generative capability due to their diverse perspective, larger networks, cognitive flexibility, and resilience, which are important for generative capabilities and SHCA. Originality/value The originality of these results lies in the exploration of the linkages between dual nationality and generative capability, as well as the special elements, such as diverse perspectives, larger networks, cognitive flexibility, and resilience, which are highlighted as possible advantages of dual nationality in the context of SHCA and new venture performance.",crossref
2082,Financial performance persistence in serial entrepreneurship,2024,COGENT BUSINESS & MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,"This study aims to determine whether financial performance is persistent in serial entrepreneurship and, if so, whether good performance is more persistent than bad. It is novel as studies focusing on financial performance in successive firms ran by serial entrepreneurs are scarce. The paper creates a multi-theoretical framework from which four hypotheses are drawn. These focus on the persistence of firm size, export intensity, financial risk level, and payment defaults in serial entrepreneurship, all of which have been rarely utilized in such research. The validation of hypotheses is conducted by using ordinary least squares regression with a sample of 1599 Estonian serial entrepreneurs, being further divided into those with earlier good or bad performance. The dependent and independent variables, supplemented by various controls, portray the four performance measures in serial entrepreneurs' new and old firms. The regression analyses show that financial performance persists in serial entrepreneurship in general. Good performance is more persistent than bad, indicating inter-firm transfer of financial success. In most cases, bad performance is not persistent at all, indicating that some serial entrepreneurs repeat their earlier poor results, while others improve their future performance.",openalex
2083,What shapes innovative firms' performance? A multi-level analysis,2024,JOURNAL OF INNOVATION & KNOWLEDGE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,"The industry organization theory in the early stage emphasizes the structure-conduct-performance (SCP) paradigm, indicating that industry characteristics and structure factors influence firm performance. Accompanied by technology development and the enhancement of innovation capabilities, the resource-based theory (RBT) has gradually attracted greater attention. Industry structure and competitive forces emphasize the role of external industrial environment factors in influencing a firm's strategic decision-making. Firms employ resources as their competitive advantage to adapt to the industrial environments and to shape the own performance. This study uses hierarchical linear modeling (HLM) to integrate SCP and RBT and to analyze the different levels of effects on firm performance. The integrated theoretical framework suggests multi-level relationships between industry and firm dynamics. Specifically, industry-level factors include industry potential, scale, and dynamics that positively moderate firm-level competitive advantages (innovation resources, organizational resources, and slack resources) and firm performance. The research findings also reveal that industry competitiveness negatively moderates impacts on the relationship between firm competitive advantages and performance. The integration of both industry and firm competitive advantages shapes firm performance.",openalex
2084,What innovation and technology delivers to internationalization? The case of European and Central Asia regions,2025,JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES,10.1108/jeee-07-2023-0276,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose This study aims to analyze the impact of technology and innovation on businesses’ internationalization process as well as the relationship between innovation and technology and internationalization. Design/methodology/approach The study was based on quantitative analysis of secondary data from 30 economies in Europe and Central Asia, extracted from the Enterprise Surveys – The World Bank database, using the multivariate statistical techniques of multiple linear regression and cluster analysis. Findings The results suggest that innovation and technology (I&amp;T) mutually and positively influence the internationalization of firms. In this sense, innovative firms are more successful in competing internationally and exposure to alternative business contexts culminates in innovation. The results suggest a positive relationship between the percentage of firms that introduced a process innovation, the percentage of firms with websites and the businesses’ internationalization. Originality/value The originality of this research is based on the methodological approach that allowed the identification of the most significant variables for stimulating the internationalization of firms based on innovation and technology. Given the predominance of economies with higher I&amp;T and internationalization in Europe, it is proposed as future research projects to ascertain the reasons for such a phenomenon.",crossref
2085,THE INFLUENCE OF EXTERNAL ECONOMIC POLICY FLUCTUATION ON ENTERPRISE PRODUCTIVITY: BASED ON CHINESE-LISTED ENTERPRISES,2025,TECHNOLOGICAL AND ECONOMIC DEVELOPMENT OF ECONOMY,10.3846/tede.2024.22410,1_DOI_FIRST,UNSURE,title_insufficient,"Drawing upon a comprehensive dataset encompassing Chinese publicly traded enterprises across the two-decade span from 2000 to 2020, this article analyzes the effects of external economic policy variations on the productivity of Chinese enterprises. The consequences show that when facing the aggravation of external variations in economic policy, enterprises prefer to enhance total factor productivity and labor productivity to reduce the risk caused by the expansion of external uncertainty. Moreover, the greater the degree of internationalization of an enterprise, the higher its vulnerability to variations in external economic policies. The mechanism test shows that for enterprises that only participate in domestic circulation, external economic policy fluctuations improve productivity by affecting the operating environment; however, when enterprises join in the dual circulation, the fluctuations will promote productivity by affecting the scale of enterprises’ overseas business instead. First published online 6 November 2024",crossref
2086,Sustainability orientation and post-entry performance: The role of brand and market-oriented capabilities,2025,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.4043,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract The adoption of sustainability orientation (SO) by international new ventures (INVs) has been generally noted to positively influence their post‐entry performance. However, knowledge is lacking on organizational mechanisms and firm capabilities which combine with SO to help firms achieve improved post‐entry performance. Consequently, we adopted the natural resource‐based view (NRBV) to explore how international brand orientation (IBO) mediates this relationship. In addition, we shed light on when the relationship is more pronounced by examining how firms' dynamic capability, relating to levels of market orientation (MO), enhances or attenuates this linkage. Using time‐lagged data from 288 INVs operating in Ghana, the results reveal that the positive effect of SO on post‐entry performance is mediated by IBO. Additionally, the effect of IBO on post‐entry performance is amplified when a firm's MO is high. Thus, we show that INVs from developing markets are more likely to maximize the positive effects of pro‐environmental strategies on their global market performance if these are complemented by effective brand management and elevated market‐oriented capabilities.",crossref
2087,ENHANCING SME PERFORMANCE THROUGH INNOVATION: EVIDENCE FROM A TRANSITION ECONOMY - KOSOVO,2024,BUSINESS MANAGEMENT AND ECONOMICS ENGINEERING,10.2139/ssrn.5004633,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose – What are the effects of implementing various types of innovation, including product, process, and technological innovations, on the performance of SMEs in the manufacturing sector? This is a question that preoccupies us a lot. This study seeks to examine the individual and integrated effects of these innovations. Indeed, we examine the impact of three categories of innovation – product, process, and technological innovation – on the performance of SMEs in the manufacturing industry. Research methodology – We used a quantitative approach to execute this research, selecting SMEs at random using self-administered questionnaires. The data collected from 153 manufacturing SMEs was analyzed using hierarchical linear regression to investigate, evaluate, and refine the relation among product, process, and technological innovation and SME performance. Findings – This study’s findings reveal a clear and direct relationship between these three forms of innovation and SMEs’ performance. This study also provides empirical evidence that various forms of innovation, either examined individually or as integrated, exert a positive effect on the performance of SMEs in the manufacturing industry. Limitations – This study focuses on Kosovo-based SMEs, with the assumption of an upright connection between variables. Future studies can examine the existence of reverse causality in a variety of regional, cultural, and industrial settings. Originality/Value – This study significantly advances existing knowledge by providing useful insights into the complex interplay among product, process, and technological innovation (examined from both individual and integrated perspectives) as well as the performance of SMEs in the manufacturing industry.",openalex
2088,The perception of effort as a driver of gender inequality: institutional and social insights for female entrepreneurship,2024,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2089,The effect of international diversification on investment efficiency,2025,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
2090,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,2025,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,10.1093/erae/jbae024,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract Our paper investigates productivity, output growth and total factor productivity (TFP) growth using a novel single-index smooth-coefficient stochastic frontier approach and two firm-level datasets respectively from the high technology (high-tech) manufacturing and Knowledge Intensive Business Services (KIBS) sectors in Norway. The approach considers input productivity and technical inefficiency to be flexible functions of production environmental variables indexed with unknown parameters for more precise estimation of marginal effects of these variables on the frontier and inefficiency. Output growth is decomposed into technical change (TC), input-driven component (IDC) and efficiency change (EC), while TFP growth is decomposed into TC, scale component and EC. The primary objective is to (i) maximise output through the frontier and efficiency channels and (ii) enhance productivity growth through such channels as technical progress and efficiency improvement, specifically tailored for the manufacturing and services industries. The empirical results reveal substantial heterogeneity in technology across firms. Overall speaking, geographical industrial concentration, export intensity and urbanisation positively influence output in both sectors. Technical progress contributes to TFP growth in both sectors; however, TC is biased towards capital in the high-tech sector and driven by labour in the KIBS sector. In addition to TC, TFP growth in the high-tech and KIBS sectors also benefits from EC and IDC, respectively.",crossref
2091,The Liability of Informality and De-internationalisation During the COVID-19: International Evidence,2026,FOREIGN TRADE REVIEW,10.1177/00157325241293176,1_DOI_FIRST,UNSURE,title_insufficient,"This author investigates the effect of the liability of informality on a firm’s de-internationalisation using cross-country firm-level data. De-internationalisation reflects an export reduction in which firms decrease their overseas sales. Firms that start operating in the informal sector but then switch to the formal sector tend to de-internationalise more than those established as registered businesses. The effect becomes pronounced for small and medium-sized enterprises and firms that do not adopt digital transformation. Our findings indicate that informality imposed a liability on firms, especially during the COVID-19 period, and this is likely to persist over time. JEL Codes : G32, O17, F23, M16",crossref
