seq,priority,doi_available,source,year,authors,title,journal,doi,access_link,icrv,cdai,dpl,doi_type,fp_type,country,n,r,coding_warning,notes,extracted
452,Medium,N,original,2018,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",SMEs Performance and Internationalization: A Traditional Industry Approach,ANNALS OF ECONOMICS AND FINANCE,,https://scholar.google.com/scholar?q=SMEs+Performance+and+Internationalization:+A+Traditional+Industry+Approach,,,3,other,ACC,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; fp_auto:pm:Accounting,
453,Medium,N,original,2018,"Purkayastha, Anish",Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,https://scholar.google.com/scholar?q=Performance+of+business+group+affiliated+firms+in+emerging+markets+Causal+mediation+analysis+of+internationalization+and+investment+into+innovation+strategy,2,,3,other,TBD,Usa; Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
852,Medium,N,original,2018,"Valero Cordoba, Gladys Mireya; Rodenes, Manuel; Elena Rueda, Gladys",Effects of the use of competitiveness as a strategy on exporting companies: Status of the issue,EQUIDAD & DESARROLLO,,,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
853,Medium,N,original,2018,"Cieslik, Andrzej; Michalek, Jan Jakub","Process and product innovations, multi-product status and export performance: firm-level evidence from V-4 countries",EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLICY,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
854,Medium,N,original,2018,"Rua, Orlando Lima",From intangible resources to export performance: Exploring the mediating effect of absorptive capabilities and innovation,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
858,Medium,N,original,2018,"Bykova, Anna; Lopez-Iturriaga, Felix",Exports-performance relationship in Russian manufacturing companies Does foreign ownership play an enhancing role?,BALTIC JOURNAL OF MANAGEMENT,,,,M,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; cdai_auto:M,
463,Medium,N,original,2017,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,https://scholar.google.com/scholar?q=Internationalization+choices+and+Italian+firm+performance+during+the+crisis,1,L,3,other,firm_performance,Italy,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:italy,
472,Medium,N,original,2017,"Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon","Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",CROSS CULTURAL & STRATEGIC MANAGEMENT,,"https://scholar.google.com/scholar?q=Capability,+environment+and+internationalization+fit,+and+financial+and+marketing+performance+of+MNEs'+foreign+subsidiaries+An+abductive+contingency+approach",,,3,subsidiaries,ACC,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; fp_auto:pm:Accounting,
477,Medium,N,original,2017,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,https://scholar.google.com/scholar?q=A+Study+on+the+Effects+of+Dual+Network+Embeddedness+on+Organizational+Learning+and+Internationalization+Performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
498,Medium,N,original,2017,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",Rapid internationalization and long-term performance: The knowledge link,JOURNAL OF WORLD BUSINESS,,https://scholar.google.com/scholar?q=Rapid+internationalization+and+long-term+performance:+The+knowledge+link,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
863,Medium,N,original,2017,"Yarbrough, Earl, Jr.; Abebe, Michael; Dadanlar, Hazel",Board political experience and firm internationalization strategy A resource dependence perspective,JOURNAL OF STRATEGY AND MANAGEMENT,,,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
867,Medium,N,original,2017,"Liu, Guangqiang; Pang, Lirang; Kong, Dongmin",Effects of human capital on the relationship between export and firm innovation,CHINESE MANAGEMENT STUDIES,,,2,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:China,
502,Medium,N,original,2016,"Jeong, So Won",Types of foreign networks and internationalization performance of Korean SMEs,MULTINATIONAL BUSINESS REVIEW,,https://scholar.google.com/scholar?q=Types+of+foreign+networks+and+internationalization+performance+of+Korean+SMEs,1,L,3,other,TBD,Korea,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
504,Medium,N,original,2016,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,https://scholar.google.com/scholar?q=THE+IMPACT+OF+INTERNATIONALIZATION+AND+DIVERSIFICATION+ON+CONSTRUCTION+INDUSTRY+PERFORMANCE,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
514,Medium,N,original,2016,"Hilmersson, Mikael; Johanson, Martin",Speed of SME Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=Speed+of+SME+Internationalization+and+Performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
516,Medium,N,original,2016,"Bekes, Gabor; Murakoezy, Balazs",Measuring productivity premia with many modes of internationalization,ECONOMICS LETTERS,,https://scholar.google.com/scholar?q=Measuring+productivity+premia+with+many+modes+of+internationalization,,,3,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
517,Medium,N,original,2016,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",Internationalisation and performance in Spanish family SMES: The W-curve,BRQ-BUSINESS RESEARCH QUARTERLY,,https://scholar.google.com/scholar?q=Internationalisation+and+performance+in+Spanish+family+SMES:+The+W-curve,1,L,3,other,TBD,Spain,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,
518,Medium,N,original,2016,"Pinho, Jose Carlos; Prange, Christiane",The effect of social networks and dynamic internationalization capabilities on international performance,JOURNAL OF WORLD BUSINESS,,https://scholar.google.com/scholar?q=The+effect+of+social+networks+and+dynamic+internationalization+capabilities+on+international+performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
523,Medium,N,original,2016,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",Internationalization and hotel performance: The missing pieces,TOURISM ECONOMICS,,https://scholar.google.com/scholar?q=Internationalization+and+hotel+performance:+The+missing+pieces,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
541,Medium,N,original,2016,"Rahko, Jaana",Internationalization of corporate R&D activities and innovation performance,INDUSTRIAL AND CORPORATE CHANGE,,https://scholar.google.com/scholar?q=Internationalization+of+corporate+R&D+activities+and+innovation+performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
868,Medium,N,original,2016,"Fuchs, Manfred; Koestner, Mariella",Antecedents and consequences of firm's export marketing strategy An empirical study of Austrian SMEs (a contingency perspective),MANAGEMENT RESEARCH REVIEW,,,,H,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; cdai_auto:H,
554,Medium,N,original,2015,"Yuan, Lin; Pangarkar, Nitin",Performance implications of internationalization strategies for Chinese MNCs,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,https://scholar.google.com/scholar?q=Performance+implications+of+internationalization+strategies+for+Chinese+MNCs,2,,3,other,TBD,China; Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
555,Medium,N,original,2015,"Siedschlag, Iulia; Zhang, Xiaoheng",Internationalisation of firms and their innovation and productivity,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,https://scholar.google.com/scholar?q=Internationalisation+of+firms+and+their+innovation+and+productivity,,,3,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
558,Medium,N,original,2015,"Urban, Boris; Sefalafala, Mpho R.",THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,https://scholar.google.com/scholar?q=THE+INFLUENCE+OF+ENTREPRENEURIAL+INTENSITY+AND+CAPABILITIES+ON+INTERNATIONALISATION+AND+FIRM+PERFORMANCE,2,,3,other,firm_performance,South Africa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:south africa,
566,Medium,N,original,2015,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",R&D internationalization and innovation performance,INTERNATIONAL BUSINESS REVIEW,,https://scholar.google.com/scholar?q=R&D+internationalization+and+innovation+performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
567,Medium,N,original,2015,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao","Home institutions, internationalization and firm performance Evidence from listed Chinese firms",MANAGEMENT DECISION,,"https://scholar.google.com/scholar?q=Home+institutions,+internationalization+and+firm+performance+Evidence+from+listed+Chinese+firms",2,L,3,other,firm_performance,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
880,Medium,N,original,2015,"Sala, Davide; Yalcin, Erdal",Export Experience of Managers and the Internationalisation of Firms,WORLD ECONOMY,,,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
881,Medium,N,original,2015,"Cieslik, Jerzy; Kaciak, Eugene; Thongpapanl, Narongsak (Tek)",Effect of export experience and market scope strategy on export performance: Evidence from Poland,INTERNATIONAL BUSINESS REVIEW,,,3,M,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Poland; doi_type_auto:EXP; fp_type_auto:EXP; cdai_auto:M,
624,Medium,N,original,2014,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,EMERGING MARKETS FINANCE AND TRADE,,https://scholar.google.com/scholar?q=Effect+of+Internationalization+on+the+Cost+Efficiency+of+Taiwan's+Banks,1,,3,other,Efficiency,Taiwan; Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
885,Medium,N,original,2014,"Onodi, Annamaria Kazai",Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,3,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Hungary; doi_type_auto:EXP; fp_type_auto:EXP,
886,Medium,N,original,2014,"Lojacono, Gabriella; Venzin, Markus",ORGANIZING EXPORT STRATEGIES,ORCHESTRATION OF THE GLOBAL NETWORK ORGANIZATION,,,,,3,EXP,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP,
887,Medium,N,original,2014,"Cieslik, Andrzej; Michalek, Jan; Michalek, Anna","The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Baltic and Caucasus States",ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,1,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe; doi_type_auto:EXP; fp_type_auto:EXP,
889,Medium,N,original,2014,"Fonfria, Antonio; Duch-Brown, Nestor",Explaining Export Performance in the Spanish Defense Industry,DEFENCE AND PEACE ECONOMICS,,,1,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Spain; doi_type_auto:EXP; fp_type_auto:EXP,
649,Medium,N,original,2013,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=Multinational+Performance+and+the+Geography+of+FDI,,,3,FDI,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
896,Medium,N,original,2013,"Rodriguez-Pose, Andres; Tselios, Vassilis; Winkler, Deborah; Farole, Thomas",Geography and the Determinants of Firm Exports in Indonesia,WORLD DEVELOPMENT,,,2,L,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Indonesia; cdai_auto:L,
899,Medium,N,original,2013,"Kaczmarek, Szymon; Ruigrok, Winfried",In at the Deep End of Firm Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
666,Medium,N,original,2012,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,JOURNAL OF RETAILING,,https://scholar.google.com/scholar?q=Internationalization+and+Performance+of+Retail+Firms:+A+Bayesian+Dynamic+Model,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
677,Medium,N,original,2012,"Fisch, Jan Hendrik",INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,,https://scholar.google.com/scholar?q=INFORMATION+COSTS+AND+INTERNATIONALIZATION+PERFORMANCE,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
679,Medium,N,original,2012,"Merino, Fernando",Firms' internationalization and productivity growth,RESEARCH IN ECONOMICS,,https://scholar.google.com/scholar?q=Firms'+internationalization+and+productivity+growth,,,3,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
685,Medium,N,original,2012,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John A.; Wang, Chengqi",The Role of Internationalization in Explaining Innovation Performance,INNOVATIONS IN INTERNATIONAL BUSINESS,,https://scholar.google.com/scholar?q=The+Role+of+Internationalization+in+Explaining+Innovation+Performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
902,Medium,N,original,2012,"Engel, D.; Procher, V.","Export, FDI and firm productivity",APPLIED ECONOMICS,,,,,3,FDI,LAB,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:FDI; fp_type_auto:LAB,
903,Medium,N,original,2012,"Durmusoglu, Serdar S.; Apfelthaler, Gerhard; Nayir, Dilek Zamantili; Alvarez, Roberto; Mughan, Terry",The effect of government-designed export promotion service use on small and medium-sized enterprise goal achievement: A multidimensional view of export performance,INDUSTRIAL MARKETING MANAGEMENT,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
688,Medium,N,original,2011,"Li, Lei; Li, Dan; Shi, Weilei (Stone)","Internationalization, internalization and the performance of US biopharmaceutical SMEs",MULTINATIONAL BUSINESS REVIEW,,"https://scholar.google.com/scholar?q=Internationalization,+internalization+and+the+performance+of+US+biopharmaceutical+SMEs",1,L,3,other,TBD,Usa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
691,Medium,N,original,2011,"Pett, Timothy L.; Wolff, James A.","Examining SME performance: the role of innovation, R&D and internationalisation",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,"https://scholar.google.com/scholar?q=Examining+SME+performance:+the+role+of+innovation,+R&D+and+internationalisation",,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
692,Medium,N,original,2011,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,ACTUAL PROBLEMS OF ECONOMICS,,https://scholar.google.com/scholar?q=REEXAMINATION+OF+THE+RELATIONSHIP+BETWEEN+INTERNATIONALIZATION+AND+FIRM+PERFORMANCE,,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
704,Medium,N,original,2011,"Banalieva, Elitsa R.; Sarathy, Ravi",A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=A+Contingency+Theory+of+Internationalization+Performance+for+Emerging+Market+Multinational+Enterprises,2,,3,other,TBD,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
705,Medium,N,original,2011,"Chang, Sea-Jin; Rhee, Jay Hyuk",Rapid FDI expansion and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,https://scholar.google.com/scholar?q=Rapid+FDI+expansion+and+firm+performance,,,3,FDI,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,
709,Medium,N,original,2011,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Garretsen, Harry; de Groot, Henri L. F.; Moons, Selwyn J. V.",Productivity and Internationalization: A Micro-Data Approach,ECONOMIST-NETHERLANDS,,https://scholar.google.com/scholar?q=Productivity+and+Internationalization:+A+Micro-Data+Approach,1,M,3,other,Productivity,Netherlands,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
906,Medium,N,original,2011,"Andersen, Torben Juul",The risk implications of multinational enterprise,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,,,,,3,COMP,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:COMP,
719,Medium,N,original,2010,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",Internationalization and firm performance: Exploring the moderating effects of regional diversification,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,https://scholar.google.com/scholar?q=Internationalization+and+firm+performance:+Exploring+the+moderating+effects+of+regional+diversification,2,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:inferred:title:Africa,
726,Medium,N,original,2009,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",Relationships between business factors and performance in internationalization An empirical study in China,MANAGEMENT DECISION,,https://scholar.google.com/scholar?q=Relationships+between+business+factors+and+performance+in+internationalization+An+empirical+study+in+China,2,L,2,other,TBD,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
730,Medium,N,original,2009,"Jung, Jae C.; Bansal, Pratima",How Firm Performance Affects Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=How+Firm+Performance+Affects+Internationalization,,,2,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
736,Medium,N,original,2008,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John A.; Wang, Chengqi",The role of internationalization in explaining innovation performance,TECHNOVATION,,https://scholar.google.com/scholar?q=The+role+of+internationalization+in+explaining+innovation+performance,,,2,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
757,Medium,N,original,2006,"Castellani, Davide; Zanfei, Antonello","How firms differ in innovation, productivity and internationalisation","MULTINATIONAL FIRMS, INNOVATION AND PRODUCTIVITY",,"https://scholar.google.com/scholar?q=How+firms+differ+in+innovation,+productivity+and+internationalisation",,,2,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
758,Medium,N,original,2006,"Bloodgood, James",Venture adolescence Internationalization and performance implications of maturation,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,https://scholar.google.com/scholar?q=Venture+adolescence+Internationalization+and+performance+implications+of+maturation,,,2,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
764,Medium,N,original,2004,"Hall, Graham; Tu, Ciwen","Internationalization and size, age and profitability in the United Kingdom",HANDBOOK OF RESEARCH ON INTERNATIONAL ENTREPRENEURSHIP,,"https://scholar.google.com/scholar?q=Internationalization+and+size,+age+and+profitability+in+the+United+Kingdom",1,L,2,other,financial_perf,Uk,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
6,Low,Y,original,2026,"Cooper, Russell; Gong, Guan; Hu, Guanliang; Yan, Ping","Exporting Like China: Productivity, Market Demand, and Labor Frictions",INTERNATIONAL ECONOMIC REVIEW,10.1111/iere.70042,https://doi.org/10.1111/iere.70042,2,L,3,EXP,Productivity,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
24,Low,Y,original,2026,"Hutzschenreuter, Thomas; Kleindienst, Ingo; Sarkar Sengupta, Aditi; Verbeke, Alain","The performance effects of ""added cultural distance"" in multinational expansion paths: generalizable and contextual determinants",MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-04-2025-0104,https://doi.org/10.1108/mbr-04-2025-0104,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
32,Low,Y,original,2025,"Shershunovich, Yauheniya; Mirzabaev, Alisher","Clean, competitive, and productive? The impact of environment-friendly technologies on exporting and productivity of the manufacturing companies in Belarus",NATURAL RESOURCES FORUM,10.1111/1477-8947.12525,https://doi.org/10.1111/1477-8947.12525,,,3,EXP,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
38,Low,Y,original,2025,"Sousa, Carlos M. P.; Tsinopoulos, Christos; Yan, Ji; Benito, Gabriel R. G.",Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2024-0039,https://doi.org/10.1108/imr-02-2024-0039,,,3,EXP,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
54,Low,Y,original,2025,"Chiao, Yu-Ching; Chang, Yu-Chen; Lin, Chun-Chien","Bribery, local network, and local performance among multinational corporations: a moderated mediation model of informal competition",JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-04-2024-0284,https://doi.org/10.1108/jbim-04-2024-0284,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
65,Low,Y,original,2025,"Geldres-Weiss, Valeska V.; Guerrero-Stuardo, Pedro E.; Marinova, Svetla; Ortiz-Cea, Vesnia; Reveco, Roberto","Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",SUSTAINABILITY,10.3390/su17125381,https://doi.org/10.3390/su17125381,,,3,EXP,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance; doi_type_auto:Exporting / export activity,
98,Low,Y,original,2024,"Idris, Bochra; Saridakis, George; Georgellis, Yannis; Lai, Yanqing; Johnstone, Stewart",Exporting is a team sport: the link between management training and performance in SMEs,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/ijm-03-2023-0150,https://doi.org/10.1108/ijm-03-2023-0150,,,3,EXP,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
