STT,seq,year,authors,title,journal,link,ICRV,DPL,r_bao_cao,loai_r,n_mau,r_doi_chieu,phi_tuyen,turning_point,ghi_chu
336,1115,2016,"Acar, F. Pinar",The effects of top management team composition on SME export performance: an upper echelons perspective,CENTRAL EUROPEAN JOURNAL OF OPERATIONS RESEARCH,https://doi.org/10.1007/s10100-015-0408-5,?,3,,,,,,,
337,1119,2016,"Zhou, Nan; Guillen, Mauro F.","CATEGORIZING THE LIABILITY OF FOREIGNNESS: OWNERSHIP, LOCATION, AND INTERNALIZATION-SPECIFIC DIMENSIONS",GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1140,2,3,,,,,,,
338,1129,2016,"Mac, Lancy; Evangelista, Felicitas",Intensity and diversity of internationalization among small and medium-sized exporters in China,MULTINATIONAL BUSINESS REVIEW,https://doi.org/10.1108/mbr-08-2015-0037,2,3,,,,,,,
339,1147,2016,"Bany-Ariffin, A. N.; Matemilola, Bolaji Tunde; Wah",International diversification and firm's value: evidence from developing nations,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,https://doi.org/10.1108/ribs-01-2014-0016,2,3,,,,,,,
340,2410,2016,Onkelinx J.,The consequences of DE-internationalization: Empirical evidence from Belgium,Advances in International Management,https://doi.org/10.1108/s1571-502720160000029006,1,3,,,,,,,
341,2411,2016,Lukason O.,Interconnecting financial performance and internationalization: A case of a rare metal producer,Revista Escola De Minas,https://doi.org/10.1590/0370-44672014690102,?,3,,,,,,,
342,2413,2016,Bannò M.,International expansion of family firms: The moderating role of successors and external managers,International Journal of Globalisation and Small B,https://doi.org/10.1504/ijgsb.2016.081420,1,3,,,,,,,
343,2414,2016,Cantele S.,Internationalisation and performance of SMEs: Exploring the moderating effects of intangible assets and capital intensity,International Journal of Business and Globalisatio,https://doi.org/10.1504/ijbg.2016.078407,?,3,,,,,,,
344,2415,2016,Lee S.B.,Do sectoral and locational factors of Foreign Direct Investment from emerging countries matter for firm performance? The case of Korean firms' FDI in China's service sector,International Finance Review,https://doi.org/10.1108/s1569-376720160000017020,2,3,,,,,,,
345,484,2015,Thi Thu Tra Pham,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,https://doi.org/10.1355/ae32-1e,2,3,,,,,,,
346,309,2015,"Childs, Michelle L.; Jin, Byoungho",Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,JOURNAL OF SERVICE THEORY AND PRACTICE,https://doi.org/10.1108/jstp-09-2013-0204,0,3,,,,,,,
347,955,2015,"Fuchs, Manfred; Koestner, Mariella",Standardisation and adaptation of firms' export marketing strategies in familiar European and non-familiar non-European markets,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,https://doi.org/10.1504/ejim.2015.069163,1,3,,,,,,,
348,956,2015,"Cavaliere, Vincenzo; Lombardi, Sara",Exploring different cultural configurations: how do they affect subsidiaries' knowledge sharing behaviors?,JOURNAL OF KNOWLEDGE MANAGEMENT,https://doi.org/10.1108/jkm-04-2014-0167,1,3,,,,,,,
349,984,2015,"Kim, Young Gui; Suh, Jeongmeen",What Determines Small Champions' Export Performance? Evidence from Korea Firm-Level Data,ASIAN ECONOMIC PAPERS,https://doi.org/10.1162/asep_a_00356,1,3,,,,,,,
350,994,2015,"Debrulle, Jonas; Maes, Johan","Start-ups' Internationalization: The Impact of Business Owners' Management Experience, Start-up Experience and Professional Network on Export Intensity",EUROPEAN MANAGEMENT REVIEW,https://doi.org/10.1111/emre.12050,?,3,,,,,,,
351,1008,2015,"Tian, Wei; Yu, Miaojie","Processing trade, export intensity, and input trade liberalization: evidence from Chinese firms",JOURNAL OF THE ASIA PACIFIC ECONOMY,https://doi.org/10.1080/13547860.2015.1054169,2,3,,,,,,,
352,1012,2015,"Masso, Jaan; Roigas, Kaert; Vahter, Priit","Foreign market experience, learning by hiring and firm export performance",REVIEW OF WORLD ECONOMICS,https://doi.org/10.1007/s10290-015-0224-y,?,3,,,,,,,
353,1013,2015,"Gkypali, Areti; Rafailidis, Apostolos; Tsekouras, ",Innovation and export performance: do young and mature innovative firms differ?,EURASIAN BUSINESS REVIEW,https://doi.org/10.1007/s40821-015-0030-4,?,3,,,,,,,
354,1032,2015,"Dolores Parra, Maria; Martinez-Zarzoso, Inmaculada",Imported Inputs and Egyptian Exports: Exploring the Links,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNA,https://doi.org/10.5018/economics-ejournal.ja.2015-38,2,3,,,,,,,
355,1036,2015,"Zoogah, David; Mburu, Henry K.",Are Firms in Developing Countries in Spider Webs or Iron Cages? Geographic Traps and Firm Performance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1002/tie.21722,0,3,,,,,,,
356,2418,2015,Behyan M.,Influence of internationalization orientation on export performance: in the perspective of Malaysian manufacturing firms,Journal of Business and Industrial Marketing,https://doi.org/10.1108/jbim-05-2012-0091,2,3,,,,,,,
357,2420,2015,Bhaumik S.K.,Sources of competitiveness and multinationality: Emerging market firms in the electronics industry,Advances in International Management,https://doi.org/10.1108/s1571-502720150000028013,0,3,,,,,,,
358,878,2014,"Kahiya, Eldrede Tinashe; Dean, David L.",Export performance: multiple predictors and multiple measures approach,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,https://doi.org/10.1108/apjml-11-2012-0119,0,3,,,,,,,
359,879,2014,"Abebe, Michael","Electronic commerce adoption, entrepreneurial orientation and small- and medium-sized enterprise (SME) performance",JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPME,https://doi.org/10.1108/jsbed-10-2013-0145,1,3,,,,,,,
360,882,2014,"Fernhaber, Stephanie A.; McDougall-Covin, Patricia",Is more always better? Risk trade-offs among internationalizing new ventures,EUROPEAN BUSINESS REVIEW,https://doi.org/10.1108/ebr-02-2013-0030,1,3,,,,,,,
361,889,2014,"Zhou, Lianxi; Wu, Aiqi",Earliness of internationalization and performance outcomes: Exploring the moderating effects of venture age and international commitment,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2013.10.001,?,3,,,,,,,
362,890,2014,"Oh, Chang Hoon; Contractor, Farok",A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/1467-8551.12019,1,3,,,,,,,
363,893,2014,"Diez-Vial, Isabel; Fernandez-Olmos, Marta",How Do Local Knowledge Spillovers and Experience Affect Export Performance?,EUROPEAN PLANNING STUDIES,https://doi.org/10.1080/09654313.2012.741570,?,3,,,,,,,
364,913,2014,"Rhou, Yinyoung; Koh, Yoon",International expansion of US full-service restaurants: Positive and increasing effects on financial performance,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,https://doi.org/10.1016/j.ijhm.2014.02.001,1,3,,,,,,,
365,915,2014,"Graves, Chris; Shan, Yuan George",An Empirical Analysis of the Effect of Internationalization on the Performance of Unlisted Family and Nonfamily Firms in Australia,FAMILY BUSINESS REVIEW,https://doi.org/10.1177/0894486513491588,1,3,,,,,,,
366,918,2014,"Hilmersson, Mikael",Small and medium-sized enterprise internationalisation strategy and performance in times of market turbulence,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING E,https://doi.org/10.1177/0266242613497744,?,3,,,,,,,
367,920,2014,"Conti, Giuliano; Lo Turco, Alessia; Maggioni, Dani",Spillovers through backward linkages and the export performance of business services. Evidence from a sample of Italian firms,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2013.09.003,1,3,,,,,,,
368,921,2014,"Boly, Amadou; Coniglio, Nicola Daniele; Prota, Fra",Diaspora Investments and Firm Export Performance in Selected Sub-Saharan African Countries,WORLD DEVELOPMENT,https://doi.org/10.1016/j.worlddev.2014.02.006,?,3,,,,,,,
369,963,2014,"Petrou, Andreas P.",Bank Foreign Affiliate Performance in the Face of Pervasive and Arbitrary Corruption,EUROPEAN MANAGEMENT REVIEW,https://doi.org/10.1111/emre.12033,0,3,,,,,,,
370,1011,2014,"Verbeke, Alain; Van Tulder, Rob; Lundan, Sarianna",NEW ANALYSIS OF MULTINATIONAL ENTERPRISES AND THEIR LINKAGES WITH MARKETS AND INSTITUTIONAL DIVERSITY,"MULTINATIONAL ENTERPRISES, MARKETS AND INSTITUTION",https://doi.org/10.1108/s1745-886220140000009006,?,3,,,,,,,
371,2423,2014,Jiang F.,Do Foreign Firms in China Incur a Liability of Foreignness? The Local Chinese Firms' Perspective,Thunderbird International Business Review,https://doi.org/10.1002/tie.21649,2,3,,,,,,,
372,2424,2014,Chen W.,The Dragon is flying west: Micro-level evidence of Chinese outward direct investment,Asian Development Review,https://doi.org/10.1162/adev_a_00032,2,3,,,,,,,
373,2427,2014,Torkkeli L.,Profitable SME internationalisation: The influence of cross-relational and relationship-specific network competence,International Journal of Procurement Management,https://doi.org/10.1504/ijpm.2014.064972,?,3,,,,,,,
374,2430,2014,Ricci A.,Agglomeration of exporters and productivity spillovers: Firm-level evidence from Italy,Economia E Politica Industriale,https://doi.org/10.3280/poli2014-002006,1,3,,,,,,,
375,116,2013,"Amadieu, Paul; Maurel, Carole; Viviani, Jean-Laure","Intangibles, Export Intensity, and Company Performance in the French Wine Industry",JOURNAL OF WINE ECONOMICS,https://doi.org/10.1017/jwe.2013.27,1,3,,,,,,,
376,324,2013,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2012.06.001,3,3,,,,,,,
377,488,2013,"Dau, Luis Alfonso","Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/jibs.2013.5,0,3,,,,,,,
378,811,2013,"Demirbas, Dilek; Patnaik, Ila; Shah, Ajay",Graduating to globalisation: a study of Southern multinationals,INDIAN GROWTH AND DEVELOPMENT REVIEW,https://doi.org/10.1108/igdr-12-2012-0050,0,3,,,,,,,
379,818,2013,"Love, James H.; Ganotakis, Panagiotis",Learning by exporting: Lessons from high-technology SMEs,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1108/dlo.2013.08127caa.012,?,3,,,,,,,
380,824,2013,"Kistruck, Geoffrey M.; Qureshi, Israr; Beamish, Pa",Geographic and Product Diversification in Charitable Organizations,JOURNAL OF MANAGEMENT,https://doi.org/10.1177/0149206311398135,?,3,,,,,,,
381,839,2013,"Oesterle, Michael-Joerg; Richta, Hannah Noriko",Internationalisation and firm performance: state of empirical research efforts and need for improved approaches,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,https://doi.org/10.1504/ejim.2013.052834,?,3,,,,,,,
382,840,2013,"Schminke, Annette; Van Biesebroeck, Johannes",Using export market performance to evaluate regional preferential policies in China,REVIEW OF WORLD ECONOMICS,https://doi.org/10.1007/s10290-012-0145-y,2,3,,,,,,,
383,845,2013,"LiPuma, Joseph A.; Newbert, Scott L.; Doh, Jonatha",The effect of institutional quality on firm export performance in emerging economies: a contingency model of firm age and size,SMALL BUSINESS ECONOMICS,https://doi.org/10.1007/s11187-011-9395-7,0,3,,,,,,,
384,847,2013,"Fu, Dahai; Wu, Yanrui",Foreign Entry and Profitability of Domestic Firms: Evidence from China,ASIAN ECONOMIC PAPERS,https://doi.org/10.1162/asep_a_00206,2,3,,,,,,,
385,849,2013,"Qian, Gongming; Li, Lee; Rugman, Alan M.",Liability of country foreignness and liability of regional foreignness: Their effects on geographic diversification and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/jibs.2013.21,?,3,,,,,,,
386,861,2013,"Koh, Yoon; Lee, Seoki; Basu, Sudipta; Roehl, Wesle",Determinants of involuntary cross-listing: US restaurant companies' perspective,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY ,https://doi.org/10.1108/ijchm-10-2012-0185,1,3,,,,,,,
387,866,2013,"Song, Sangcheol","FDI Structure, Investment Specificity, and Multinationality Value under Host Market Uncertainty",MANAGEMENT INTERNATIONAL REVIEW,https://doi.org/10.1007/s11575-013-0181-4,?,3,,,,,,,
388,906,2013,"Rasiah, Rajah; Myint, Myo Myo","OWNERSHIP, TECHNOLOGICAL CAPABILITIES AND EXPORTS OF GARMENT FIRMS IN MYANMAR",TECHNOLOGICAL AND ECONOMIC DEVELOPMENT OF ECONOMY,https://doi.org/10.3846/20294913.2013.869513,6,3,,,,,,,
389,2433,2013,Singla C.,Internationalization and performance: A contextual analysis of Indian firms,Journal of Business Research,https://doi.org/10.1016/j.jbusres.2013.05.041,3,3,,,,,,,
390,2436,2013,Yang Y.,Multinational Performance and the Geography of FDI: Evidence from 46 Countries,Management International Review,https://doi.org/10.1007/s11575-013-0180-5,0,3,,,,,,,
391,2438,2013,Al-Shammari H.A.,Firm internationalization and IPO firm performance: The moderating effects of firm ownership structure,International Journal of Commerce and Management,https://doi.org/10.1108/ijcoma-03-2013-0029,?,3,,,,,,,
392,2440,2013,Giovannetti G.,"Location, internationalization and performance of firms in Italy: A multilevel approach",Applied Economics,https://doi.org/10.1080/00036846.2012.665597,1,3,,,,,,,
393,2444,2013,Hong Luan C.,Financial performance and internationalization in the U.S. restaurant industry: A simultaneous perspective and analysis,Journal of Hospitality Financial Management,https://doi.org/10.1080/10913211.2013.861229,1,3,,,,,,,
394,2447,2013,Hamida L.B.,The impact of foreign R&D activities on the Mnc'S performance at home: Evidence from the case of swiss manufacturing firms,Revue D Economie Industrielle,https://doi.org/10.4000/rei.5613,1,3,,,,,,,
395,123,2012,"Ganotakis, Panagiotis; Love, James H.","Export propensity, export intensity and firm performance: The role of the entrepreneurial founding team",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/jibs.2012.16,3,3,,,,,,,
396,489,2012,"Andersen, Torben Juul",Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2011.02.005,?,3,,,,,,,
397,490,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1111/j.2042-5805.2012.01045.x,?,3,,,,,,,
398,757,2012,"Nagy, Gabor; Beracs, Jozsef","Antecedents to the export market orientation of Hungarian higher education institutions, and their export performance consequences",JOURNAL OF MARKETING FOR HIGHER EDUCATION,https://doi.org/10.1080/08841241.2012.738716,2,3,,,,,,,
399,764,2012,"Alegre, Joaquin; Pla-Barber, Jose; Chiva, Ricardo;","Organisational learning capability, product innovation performance and export intensity",TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,https://doi.org/10.1080/09537325.2012.674672,?,3,,,,,,,
400,776,2012,"Lin, Wen-Ting; Liu, Yunshi","Successor characteristics, change in the degree of firm internationalization, and firm performance: The moderating role of environmental uncertainty",JOURNAL OF MANAGEMENT & ORGANIZATION,https://doi.org/10.5172/jmo.2012.18.1.16,?,3,,,,,,,
401,780,2012,"Oh, Chang Hoon; Contractor, Farok J.",THE ROLE OF TERRITORIAL COVERAGE AND PRODUCT DIVERSIFICATION IN THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1031,?,3,,,,,,,
402,2450,2012,Mudambi R.,Multinationality and the performance of IPOs,Applied Financial Economics,https://doi.org/10.1080/09603107.2011.626396,?,3,,,,,,,
403,2453,2012,Giachetti C.,The relationship between internationalisation and firm performance in the global automotive industry: Who benefits? Who not?,International Journal of Automotive Technology and,https://doi.org/10.1504/ijatm.2012.050362,?,3,,,,,,,
404,130,2011,"Abor, Joshua",Do Export Status and Export Intensity Increase Firm Performance?,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1002/tie.20386,3,3,,,,,,,
405,712,2011,"Elango, B.",Does market context impact payoffs to internationalization?,EUROPEAN BUSINESS REVIEW,https://doi.org/10.1108/09555341111158100,?,3,,,,,,,
406,727,2011,"Minetti, Raoul; Zhu, Susan Chun",Credit constraints and firm export: Microeconomic evidence from Italy,JOURNAL OF INTERNATIONAL ECONOMICS,https://doi.org/10.1016/j.jinteco.2010.12.004,1,2,,,,,,,
407,728,2011,"Endo, Nobuaki; Ozaki, Toshiya",The effect of multinationality on firm performance: An examination of Japanese service firms,ASIAN BUSINESS & MANAGEMENT,https://doi.org/10.1057/abm.2010.32,1,3,,,,,,,
408,730,2011,"Mersland, Roy; Randoy, Trond; Strom, Reidar Oystei",The impact of international influence on microbanks' performance: A global survey,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2010.07.006,0,3,,,,,,,
409,739,2011,"Wiersema, Margarethe F.; Bowen, Harry P.",THE RELATIONSHIP BETWEEN INTERNATIONAL DIVERSIFICATION AND FIRM PERFORMANCE: WHY IT REMAINS A PUZZLE,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.5,?,3,,,,,,,
410,750,2011,"He, Xinming; Wei, Yingqi",Linking market orientation to international market selection and international performance,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2010.10.003,?,3,,,,,,,
411,804,2011,"Rugman, Alan M.; Almodovar, Paloma",THE BORN GLOBAL ILLUSION AND THE REGIONAL NATURE OF INTERNATIONAL BUSINESS,FUTURE OF FOREIGN DIRECT INVESTMENT AND THE MULTIN,https://doi.org/10.1108/s1064-4857(2011)0000015015,1,3,,,,,,,
412,2461,2011,Lin W.T.,The internationalization and performance of a firm: Moderating effect of a firm's behavior,Journal of International Management,https://doi.org/10.1016/j.intman.2010.12.004,?,3,,,,,,,
413,2462,2011,Heyder M.,Internationalization and Firm Performance in Agribusiness: Empirical Evidence from European Cooperatives,International Journal on Food System Dynamics,https://doi.org/10.18461/ijfsd.v2i1.216,?,3,,,,,,,
414,678,2010,"Chang, Juichuan; Pillania, Rajesh K.",Internationalisation and global competitive advantage: implications for Asian emerging market multinational enterprises,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,https://doi.org/10.1504/ijbe.2010.037597,0,3,,,,,,,
415,686,2010,"Fernhaber, Stephanie A.; Li, Dan",The Impact of Interorganizational Imitation on New Venture International Entry and Performance,ENTREPRENEURSHIP THEORY AND PRACTICE,https://doi.org/10.1111/j.1540-6520.2009.00365.x,?,3,,,,,,,
416,690,2010,"Troberg, Pontus; Kinnunen, Juha; Seppanen, Harri J",What drives cross-segment diversity in returns and risks? Evidence from Japanese and U.S. firms,INTERNATIONAL JOURNAL OF ACCOUNTING,https://doi.org/10.1016/j.intacc.2010.01.003,1,2,,,,,,,
417,694,2010,"Kneller, Richard; Pisu, Mauro",The returns to exporting: evidence from UK firms,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D E,https://doi.org/10.2139/ssrn.959408,1,3,,,,,,,
418,707,2010,"Gonzalez-Padron, Tracy L.; Chabowski, Brian R.; Hu","Knowledge Management and Balanced Scorecard Outcomes: Exploring the Importance of Interpretation, Learning and Internationality",BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/j.1467-8551.2009.00634.x,1,3,,,,,,,
419,2470,2010,Qian G.,Research notes and commentaries the performance implications of intra- and inter-regional geographic diversification,Strategic Management Journal,https://doi.org/10.1002/smj.855,?,3,,,,,,,
420,2474,2010,Galdeano-Gómez E.,Exporting and environmental performance: A firm-level productivity analysis,World Economy,https://doi.org/10.1111/j.1467-9701.2009.01188.x,?,3,,,,,,,
421,493,2009,"Love, James H.; Mansury, Mica Ariana",Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2009.08.002,1,2,,,,,,,
422,494,2009,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,https://doi.org/10.1016/j.ijhm.2009.04.002,1,2,,,,,,,
423,649,2009,"Deligonul, Z. Seyda",GEOGRAPHIC MARKET DIVERSIFICATION: A PREMIUM OR DISCOUNT IN FIRM'S VALUE,NEW CHALLENGES TO INTERNATIONAL MARKETING,https://doi.org/10.1108/s1474-7979(2009)0000020013,0,2,,,,,,,
424,650,2009,"Rasiah, Rajah; Malakolunthu, Asokkumar",Technological intensities and economic performance: a study of foreign and local electronics firms in Malaysia,ASIA PACIFIC BUSINESS REVIEW,https://doi.org/10.1080/13602380701668700,2,2,,,,,,,
425,663,2009,"Gaur, Ajai S.; Kumar, Vikas","International Diversification, Business Group Affiliation and Firm Performance: Empirical Evidence from India",BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/j.1467-8551.2007.00558.x,3,2,,,,,,,
426,670,2009,"Lee, In Hyeock; Marvel, Matthew R.",The moderating effects of home region orientation on R&D investment and international SME performance: Lessons from Korea,EUROPEAN MANAGEMENT JOURNAL,https://doi.org/10.1016/j.emj.2009.04.011,1,2,,,,,,,
427,2475,2009,Garbe J.N.,Causal analysis of the internationalization and performance relationship based on neural networks - advocating the transnational structure,Journal of International Management,https://doi.org/10.1016/j.intman.2008.10.002,1,2,,,,,,,
428,629,2008,"Kneller, Richard; Pisu, Mauro; Yu, Zhihong",Overseas business costs and firm export performance,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D E,https://doi.org/10.1111/j.1540-5982.2008.00480.x,?,2,,,,,,,
429,630,2008,"Lockett, Andy; Wright, Mike; Burrows, Andrew; Scho",The export intensity of venture capital backed companies,SMALL BUSINESS ECONOMICS,https://doi.org/10.1007/s11187-008-9109-y,?,2,,,,,,,
430,638,2008,"Pangarkar, Nitin",Internationalization and performance of small- and medium-sized enterprises,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2007.11.009,?,2,,,,,,,
431,646,2008,"Todo, Yasuyuki; Shimizutani, Satoshi",OVERSEAS R&D ACTIVITIES AND HOME PRODUCTIVITY GROWTH: EVIDENCE FROM JAPANESE FIRM-LEVEL DATA,JOURNAL OF INDUSTRIAL ECONOMICS,https://doi.org/10.1111/j.1467-6451.2008.00363.x,1,2,,,,,,,
432,2486,2008,Okeahalam C.,Internalisation and firm performance: Evidence from estimates of efficiency in banking in Namibia and Tanzania,Journal of International Development,https://doi.org/10.1002/jid.1455,6,3,,,,,,,
433,2487,2008,Lavie D.,Alliance portfolio internationalization and firm performance,Organization Science,https://doi.org/10.1287/orsc.1070.0341,?,2,,,,,,,
434,2490,2008,Hsu C.C.,Internationalization and performance: The moderating effects of organizational learning,Omega,https://doi.org/10.1016/j.omega.2006.06.004,?,2,,,,,,,
435,602,2007,"Goergen, Marc; Khurshed, Arif; Mudambi, Ram",The long-run performance of UK IPOs: can it be predicted?,MANAGERIAL FINANCE,https://doi.org/10.1108/03074350710748759,1,2,,,,,,,
436,603,2007,"Aspelund, Arild; Madsen, Tage Koed; Moen, Oystein","A review of the foundation, international marketing strategies, and performance of international new ventures",EUROPEAN JOURNAL OF MARKETING,https://doi.org/10.1108/03090560710821242,?,2,,,,,,,
437,604,2007,"Bontis, Nick; Seleim, Ahmed; Ashour, Ahmed",Human capital and organizational performance: a study of Egyptian software companies,MANAGEMENT DECISION,https://doi.org/10.1108/00251740710746033,3,2,,,,,,,
438,612,2007,"Chang, Shao-Chi; Wang, Chi-Feng",The effect of product diversification strategies on the relationship between international diversification and firm performance,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2006.11.002,?,2,,,,,,,
439,614,2007,"Driffield, Nigel; Love, James H.",Linking FDI motivation and host economy productivity effects: conceptual and empirical analysis,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/palgrave.jibs.8400268,?,2,,,,,,,
440,616,2007,"Chari, Murali D. R.; Devaraj, Sarv; David, Parthib",International diversification and firm performance: Role of information technology investments,JOURNAL OF WORLD BUSINESS,https://doi.org/10.1016/j.jwb.2007.02.004,?,2,,,,,,,
441,617,2007,"Nes, Erik B.; Solberg, Carl Arthur; Silkoset, Ragn",The impact of national culture and communication on exporter-distributor relations and on export performance,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2007.01.008,?,2,,,,,,,
442,618,2007,"Chang, Juichuan","International expansion path, speed, product diversification and performance among emerging-market MNEs: Evidence from Asia-Pacific multinational companies",ASIAN BUSINESS & MANAGEMENT,https://doi.org/10.1057/palgrave.abm.9200228,0,2,,,,,,,
443,2491,2007,Contractor F.J.,Nature of the relationship between international expansion and performance: The case of emerging market firms,Journal of World Business,https://doi.org/10.1016/j.jwb.2007.06.003,0,2,,,,,,,
444,2494,2007,Zhou L.,Internationalization and the performance of born-global SMEs: The mediating role of social networks,Journal of International Business Studies,https://doi.org/10.1057/palgrave.jibs.8400282,?,2,,,,,,,
445,2495,2007,Elango B.,An exploration of the relationship between country of origin (COE) and the internationalization-performance paradigm,Management International Review,https://doi.org/10.1007/s11575-007-0021-5,?,2,,,,,,,
446,590,2006,"Shih, Hsi-An; Chiang, Yun-Hwa; Hsu, Chu-Chun",Can high performance work systems really lead to better performance?,INTERNATIONAL JOURNAL OF MANPOWER,https://doi.org/10.1108/01437720610713530,1,2,,,,,,,
447,593,2006,"Wagner, Joachim",Export intensity and plant characteristics: What can we learn from quantile regression?,REVIEW OF WORLD ECONOMICS,https://doi.org/10.1142/9781786349699_0008,?,2,,,,,,,
448,595,2006,"Thomas, DE",International diversification and firm performance in Mexican firms: A curvilinear relationship?,JOURNAL OF BUSINESS RESEARCH,https://doi.org/10.1016/j.jbusres.2005.08.008,2,2,,,,,,,
449,599,2006,"Yamak, Sibel; Usdiken, Behlul",Economic liberalization and the antecedents of top management teams:: Evidence from Turkish 'big' business,BRITISH JOURNAL OF MANAGEMENT,https://doi.org/10.1111/j.1467-8551.2006.00491.x,2,2,,,,,,,
450,2499,2006,Kuivalainen O.,Profitability of rapid internationalization: The relationship between internationalization intensity and firms' export performance,Journal of Euromarketing,https://doi.org/10.1300/j037v16n01_05,?,2,,,,,,,
451,2500,2006,Martín Martín O.,Internationalization and performance: Evidence from spanish firms,Journal of Euromarketing,https://doi.org/10.1300/j037v16n01_07,1,2,,,,,,,
452,2503,2006,Sledge S.,Does globalizationaffect multinational corporation performance? evidence from developed and developing countries,Journal of Transnational Management,https://doi.org/10.1300/j482v11n02_05,0,2,,,,,,,
453,2505,2006,Annavarjula M.,Corporate performance implications of multinationality: The role of firm specific moderators,Journal of Transnational Management,https://doi.org/10.1300/j482v10n04_02,?,2,,,,,,,
454,350,2005,"Yu, CMJ; Chiao, YC; Chen, CJ",The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,https://doi.org/10.1504/ijtm.2005.006007,1,2,,,,,,,
455,351,2005,"Gerpott, TJ; Jakopin, NM",The degree of internationalization and the financial performance of European mobile network operators,TELECOMMUNICATIONS POLICY,https://doi.org/10.1016/j.telpol.2005.06.003,1,2,,,,,,,
456,582,2005,"Thoumrungroje, Amonrat; Tansuhaj, Patriya","Entrepreneurial Strategic Posture, International Diversifi cation, and Firm Performance",MULTINATIONAL BUSINESS REVIEW,https://doi.org/10.1108/1525383x200500003,?,2,,,,,,,
457,584,2005,"Günther, J; Gebhardt, O",Eastern Germany in the process of catching up - The role of foreign and West German investors in technological renewal,EASTERN EUROPEAN ECONOMICS,https://doi.org/10.1080/00128775.2005.11041104,1,2,,,,,,,
