priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
368,147,Export intensity and the productivity gains of exporting,"Manjon Antolin, Miguel; Manez, Juan A.; Rochina Barrachina, Maria E.; Sanchis Llopis, Juan A.",2013,APPLIED ECONOMICS LETTERS,,,https://scholar.google.com/scholar?q=Export%20intensity%20and%20the%20productivity%20gains%20of%20exporting,https://openalex.org/works?search=Export%20intensity%20and%20the%20productivity%20gains%20of%20exporting,,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,II,INCL:exporter|export-productivity,3,Productivity,China,Asia,Export,Operational,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
369,407,Exports-performance relationship in Russian manufacturing companies Does foreign ownership play an enhancing role?,"Bykova, Anna; Lopez-Iturriaga, Felix",2018,BALTIC JOURNAL OF MANAGEMENT,,,https://scholar.google.com/scholar?q=Exports-performance%20relationship%20in%20Russian%20manufacturing%20companies%20Does%20foreign%20ownership%20play%20an%20enhancing%20role%3F,https://openalex.org/works?search=Exports-performance%20relationship%20in%20Russian%20manufacturing%20companies%20Does%20foreign%20ownership%20play%20an%20enhancing%20role%3F,,,,,,,,,,,,,,,,,,Firm performance,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,II,INCL:exports-performance-relationship-russia,3,,TO_EXTRACT,TO_EXTRACT,Export,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
370,535,The impact of business group diversification on emerging market multinationals: Evidence from Latin America,"Borda-Reyes, Armando",2012,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,,https://scholar.google.com/scholar?q=The%20impact%20of%20business%20group%20diversification%20on%20emerging%20market%20multinationals%3A%20Evidence%20from%20Latin%20America,https://openalex.org/works?search=The%20impact%20of%20business%20group%20diversification%20on%20emerging%20market%20multinationals%3A%20Evidence%20from%20Latin%20America,,,,,,,,,,,,,,,,,,Market performance,Geographic diversification,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,3,INCL:MNE,3,,Latin America,Latin America,Scope,Market-based,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
371,138,Global strategy collections: Multinationality and performance,"Pedersen, Torben; Tallman, Stephen",2023,GLOBAL STRATEGY JOURNAL,,,https://scholar.google.com/scholar?q=Global%20strategy%20collections%3A%20Multinationality%20and%20performance,https://openalex.org/works?search=Global%20strategy%20collections%3A%20Multinationality%20and%20performance,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
372,140,The multinationality and performance relationship: Revisiting the literature and exploring the implications,"Nguyen, Quyen T. K.; Kim, Sylvia",2020,INTERNATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=The%20multinationality%20and%20performance%20relationship%3A%20Revisiting%20the%20literature%20and%20exploring%20the%20implications,https://openalex.org/works?search=The%20multinationality%20and%20performance%20relationship%3A%20Revisiting%20the%20literature%20and%20exploring%20the%20implications,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
373,141,"Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide","Castellani, Davide; Montresor, Sandro; Schubert, Torben; Vezzani, Antonio",2017,INTERNATIONAL BUSINESS REVIEW,,,https://scholar.google.com/scholar?q=Multinationality%2C%20R%26D%20and%20productivity%3A%20Evidence%20from%20the%20top%20R%26D%20investors%20worldwide,https://openalex.org/works?search=Multinationality%2C%20R%26D%20and%20productivity%3A%20Evidence%20from%20the%20top%20R%26D%20investors%20worldwide,,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE|export-productivity,3,Productivity,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
374,142,A critical perspective on the measurement of performance in the empirical multinationality and performance literature,"Richter, Nicole Franziska; Schmidt, Robert; Ladwig, Tina Jessica; Wulhorst, Fabian",2017,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,,https://scholar.google.com/scholar?q=A%20critical%20perspective%20on%20the%20measurement%20of%20performance%20in%20the%20empirical%20multinationality%20and%20performance%20literature,https://openalex.org/works?search=A%20critical%20perspective%20on%20the%20measurement%20of%20performance%20in%20the%20empirical%20multinationality%20and%20performance%20literature,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
375,143,A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,"Chang, Sea-Jin; Chung, Jaiho",2017,GLOBAL STRATEGY JOURNAL,,,https://scholar.google.com/scholar?q=A%20Quasi-experimental%20Approach%20to%20the%20Multinationality-performance%20Relationship%3A%20An%20Application%20to%20Learning-by-exporting,https://openalex.org/works?search=A%20Quasi-experimental%20Approach%20to%20the%20Multinationality-performance%20Relationship%3A%20An%20Application%20to%20Learning-by-exporting,,,,,,,,,,,,,,,,,,Firm performance,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE|exporter|export-productivity,3,ACC,TO_EXTRACT,TO_EXTRACT,Export,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
376,144,A research note on multinationality and firm performance Nonparametric frontier analysis,"Grant, Kevin; Matousek, Roman; Meyer, Martin; Tzeremes, Nickolaos G.",2017,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,,https://scholar.google.com/scholar?q=A%20research%20note%20on%20multinationality%20and%20firm%20performance%20Nonparametric%20frontier%20analysis,https://openalex.org/works?search=A%20research%20note%20on%20multinationality%20and%20firm%20performance%20Nonparametric%20frontier%20analysis,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
377,146,From M-P to MA-P: Multinationality alignment and performance,"Powell, K. Skylar",2014,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,https://scholar.google.com/scholar?q=From%20M-P%20to%20MA-P%3A%20Multinationality%20alignment%20and%20performance,https://openalex.org/works?search=From%20M-P%20to%20MA-P%3A%20Multinationality%20alignment%20and%20performance,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
378,150,"Multinationality, foreignness and institutional distance in the relation between R&D and productivity","Anon Higon, Dolores; Manjon Antolin, Miguel",2012,RESEARCH POLICY,,,https://scholar.google.com/scholar?q=Multinationality%2C%20foreignness%20and%20institutional%20distance%20in%20the%20relation%20between%20R%26D%20and%20productivity,https://openalex.org/works?search=Multinationality%2C%20foreignness%20and%20institutional%20distance%20in%20the%20relation%20between%20R%26D%20and%20productivity,,,,,,,,,,,,,,,,,,Productivity,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,Productivity,TO_EXTRACT,TO_EXTRACT,Scale/scope,Operational,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
379,151,HOW GOOD ARE MULTINATIONALITY-PERFORMANCE (M-P) EMPIRICAL STUDIES?,"Verbeke, Alain; Forootan, M. Zaman",2012,GLOBAL STRATEGY JOURNAL,,,https://scholar.google.com/scholar?q=HOW%20GOOD%20ARE%20MULTINATIONALITY-PERFORMANCE%20%28M-P%29%20EMPIRICAL%20STUDIES%3F,https://openalex.org/works?search=HOW%20GOOD%20ARE%20MULTINATIONALITY-PERFORMANCE%20%28M-P%29%20EMPIRICAL%20STUDIES%3F,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
380,152,Triple testing the quality of multinationality-performance research,"Verbeke, Alain; Brugman, Paul",2012,HANDBOOK OF RESEARCH ON INTERNATIONAL STRATEGIC MANAGEMENT,,,https://scholar.google.com/scholar?q=Triple%20testing%20the%20quality%20of%20multinationality-performance%20research,https://openalex.org/works?search=Triple%20testing%20the%20quality%20of%20multinationality-performance%20research,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
381,153,A THEORETICAL ASSESSMENT OF THE EMPIRICAL LITERATURE ON THE IMPACT OF MULTINATIONALITY ON PERFORMANCE,"Hennart, Jean-Francois",2011,GLOBAL STRATEGY JOURNAL,,,https://scholar.google.com/scholar?q=A%20THEORETICAL%20ASSESSMENT%20OF%20THE%20EMPIRICAL%20LITERATURE%20ON%20THE%20IMPACT%20OF%20MULTINATIONALITY%20ON%20PERFORMANCE,https://openalex.org/works?search=A%20THEORETICAL%20ASSESSMENT%20OF%20THE%20EMPIRICAL%20LITERATURE%20ON%20THE%20IMPACT%20OF%20MULTINATIONALITY%20ON%20PERFORMANCE,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
382,155,Multinationality and technical efficiency: A neglected perspective,"Li, Lei",2008,MANAGEMENT INTERNATIONAL REVIEW,,,https://scholar.google.com/scholar?q=Multinationality%20and%20technical%20efficiency%3A%20A%20neglected%20perspective,https://openalex.org/works?search=Multinationality%20and%20technical%20efficiency%3A%20A%20neglected%20perspective,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,2,Efficiency,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
383,157,The impact of corporate social performance on a firm's multinationality,"Bouquet, Cyril; Deutsch, Yuval",2008,JOURNAL OF BUSINESS ETHICS,,,https://scholar.google.com/scholar?q=The%20impact%20of%20corporate%20social%20performance%20on%20a%20firm%27s%20multinationality,https://openalex.org/works?search=The%20impact%20of%20corporate%20social%20performance%20on%20a%20firm%27s%20multinationality,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,2,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
384,158,THE EMPIRICS OF MULTINATIONALITY AND PERFORMANCE,"Bowen, Harry P.",2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,,https://scholar.google.com/scholar?q=THE%20EMPIRICS%20OF%20MULTINATIONALITY%20AND%20PERFORMANCE,https://openalex.org/works?search=THE%20EMPIRICS%20OF%20MULTINATIONALITY%20AND%20PERFORMANCE,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE,2,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
385,159,MULTINATIONALITY AND PROFITABILITY,"JUNG, YJ",1991,JOURNAL OF BUSINESS RESEARCH,,,https://scholar.google.com/scholar?q=MULTINATIONALITY%20AND%20PROFITABILITY,https://openalex.org/works?search=MULTINATIONALITY%20AND%20PROFITABILITY,,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:MNE|financial-perf,1,financial_perf,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
386,358,The effect of ESG performance on enterprises' internationalization : from the perspective of cooperative research and development,"Li, Qianwen",2025,APPLIED ECONOMICS LETTERS,,,https://scholar.google.com/scholar?q=The%20effect%20of%20ESG%20performance%20on%20enterprises%27%20internationalization%20%3A%20from%20the%20perspective%20of%20cooperative%20research%20and%20development,https://openalex.org/works?search=The%20effect%20of%20ESG%20performance%20on%20enterprises%27%20internationalization%20%3A%20from%20the%20perspective%20of%20cooperative%20research%20and%20development,,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
387,365,Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir",2024,JOURNAL OF COMPETITIVENESS,,,https://scholar.google.com/scholar?q=Global%20Competitive%20Strategies%3A%20Assessing%20the%20Role%20of%20Marketing%20Tools%20in%20SME%20Internationalization%20and%20Financial%20Performance,https://openalex.org/works?search=Global%20Competitive%20Strategies%3A%20Assessing%20the%20Role%20of%20Marketing%20Tools%20in%20SME%20Internationalization%20and%20Financial%20Performance,,,,,,,,,,,,,,,,,,Market performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization|financial-perf,3,financial_perf,TO_EXTRACT,TO_EXTRACT,General DOI,Market-based,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
388,370,Internationalization and firm performance,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2023,GLOBAL FINANCE JOURNAL,,,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance,https://openalex.org/works?search=Internationalization%20and%20firm%20performance,,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
389,373,The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",2022,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,,https://scholar.google.com/scholar?q=The%20standalone%20and%20resource-bundling%20effects%20of%20government%20and%20nongovernment%20institutional%20support%20on%20early%20internationalizing%20firms%27%20performance,https://openalex.org/works?search=The%20standalone%20and%20resource-bundling%20effects%20of%20government%20and%20nongovernment%20institutional%20support%20on%20early%20internationalizing%20firms%27%20performance,,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
390,374,Internationalization of R&D and Innovation Performance in the Pharma Industry,"Sommer, Daniel; Bhandari, Krishna Raj",2022,JOURNAL OF INTERNATIONAL MANAGEMENT,,,https://scholar.google.com/scholar?q=Internationalization%20of%20R%26D%20and%20Innovation%20Performance%20in%20the%20Pharma%20Industry,https://openalex.org/works?search=Internationalization%20of%20R%26D%20and%20Innovation%20Performance%20in%20the%20Pharma%20Industry,,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
391,375,Internationalization of innovation and firm performance in the pharmaceutical industry,"Zhai, Zhe; Ghosal, Vivek",2022,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,,https://scholar.google.com/scholar?q=Internationalization%20of%20innovation%20and%20firm%20performance%20in%20the%20pharmaceutical%20industry,https://openalex.org/works?search=Internationalization%20of%20innovation%20and%20firm%20performance%20in%20the%20pharmaceutical%20industry,,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
392,376,Firm resources and internationalisation performance,"Capar, Nejat",2022,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,,https://scholar.google.com/scholar?q=Firm%20resources%20and%20internationalisation%20performance,https://openalex.org/works?search=Firm%20resources%20and%20internationalisation%20performance,,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
393,380,Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,"Bojnec, Stefan; Tomsic, Nastja",2021,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,,https://scholar.google.com/scholar?q=Corporate%20sustainability%20and%20enterprise%20performance%20The%20mediating%20effects%20of%20internationalization%20and%20networks,https://openalex.org/works?search=Corporate%20sustainability%20and%20enterprise%20performance%20The%20mediating%20effects%20of%20internationalization%20and%20networks,,,,,,,,,,,,,,,,,,Firm performance,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,MX,INCL:internationalization|firm-performance|export-productivity,3,TBD,TO_EXTRACT,TO_EXTRACT,Export,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
